run,mode,inject,inject_offset_ms,publish_delay_ms,injection_window,gateway_released,gate_blocked,stale_publish,potential_stale_publish,post_release_invalidation,injection_version,check_version,version_order,stale_exact,position_vs_middleware,residual_lo_ms,residual_hi_ms,t_middleware_ms,store_io_lo_ms,store_io_hi_ms,injection_store_lo_ms,injection_store_hi_ms,commit_status,commit_age_ms,outcome,reason,validation_to_gate_ms,validation_to_publish_ms,recheck_to_publish_ms,t_validate_end_ms,t_injection_start_ms,t_injection_end_ms,t_recheck_start_ms,t_recheck_end_ms,t_publish_end_ms
0,xair_atomic,1,0.0,0.0,concurrent,1,0,0,0,1,1332,1331,after_check,0,after_middleware,0.8004521951079369,2.2241631522774696,9.183780290186405,6.9596171379089355,8.383328095078468,10.926570277661085,12.14270107448101,committed,10.35400390625,EXECUTE,authorization_committed,4.785818979144096,4.802228882908821,0.01640990376472473,4.3939342722296715,4.540909081697464,13.945434242486954,4.641238134354353,9.179753251373768,9.196163155138493
1,xair_atomic,0,,0.0,control,1,0,0,0,0,,1333,control,0,,0.8902698755264282,1.944717951118946,8.88236379250884,6.9376458413898945,7.992093916982412,,,committed,9.949951171875,EXECUTE,authorization_committed,4.108628258109093,4.123987164348364,0.015358906239271164,4.769347608089447,,,4.775770008563995,8.87797586619854,8.893334772437811
2,xair_atomic,1,0.0,0.0,concurrent,1,0,0,0,1,1335,1334,after_check,0,after_middleware,0.9755506180226803,2.2467859089374542,9.626309853047132,7.379523944109678,8.650759235024452,11.234878096729517,12.449867092072964,committed,11.008056640625,EXECUTE,authorization_committed,4.972699098289013,4.9881283193826675,0.015429221093654633,4.649492911994457,4.760641139000654,14.20484995469451,4.868573974817991,9.62219201028347,9.637621231377125
3,xair_atomic,0,,0.0,control,1,0,0,0,0,,1336,control,0,,0.8298167958855629,2.196861896663904,11.09146885573864,8.894606959074736,10.261652059853077,,,committed,14.583984375,EXECUTE,authorization_committed,4.934267140924931,4.950697999447584,0.01643085852265358,6.153094116598368,,,6.170506123453379,11.087361257523298,11.103792116045952
4,xair_atomic,1,0.0,0.0,concurrent,0,1,0,0,0,1338,1338,before_check,0,,,,,14.230366796255112,15.432523097842932,11.930251959711313,12.833547312766314,changed,18.2119140625,REVOKE,read_set_version_changed_at_commit,11.09036710113287,,,5.370915867388248,5.501721054315567,15.490591991692781,5.678192246705294,16.461282968521118,
5,xair_atomic,1,0.0,0.0,concurrent,1,0,0,0,1,1340,1339,after_check,0,ambiguous,4.047784022986889,5.326162092387676,12.512754648923874,7.186592556536198,8.464970625936985,11.96427596732974,13.098964933305979,committed,10.303955078125,EXECUTE,authorization_committed,7.8408499248325825,7.857181131839752,0.016331207007169724,4.668017849326134,4.770870786160231,15.19988663494587,4.859476815909147,12.508867774158716,12.525198981165886
6,xair_atomic,0,,0.0,control,1,0,0,0,0,,1341,control,0,,1.0517332702875137,2.1791779436171055,8.66370415315032,6.484526209533215,7.611970882862806,,,committed,9.281005859375,EXECUTE,authorization_committed,4.360661376267672,4.37212223187089,0.011460855603218079,4.300057888031006,,,4.306328948587179,8.660719264298677,8.672180119901896
7,xair_atomic,1,0.0,0.0,concurrent,0,1,0,0,0,1343,1343,before_check,0,,,,,12.258959002792835,13.65942694246769,9.711239952594042,10.922601912170649,changed,15.447998046875,REVOKE,read_set_version_changed_at_commit,9.764470160007477,,,4.7599999234080315,4.839729983359575,13.24646221473813,4.923698026686907,14.524470083415508,
8,xair_atomic,1,0.0,0.0,concurrent,0,1,0,0,0,1345,1345,before_check,0,,,,,11.831928044557571,13.072515837848186,9.302563033998013,10.495280846953392,changed,14.735107421875,REVOKE,read_set_version_changed_at_commit,9.091666899621487,,,5.011702887713909,5.095520056784153,12.828136794269085,5.192731972783804,14.103369787335396,
9,xair_atomic,1,0.0,0.0,concurrent,1,0,0,0,1,1347,1346,after_check,0,after_middleware,1.0200738906860352,2.1898788399994373,9.737448766827583,7.547569926828146,8.717374876141548,10.466495994478464,11.677497997879982,committed,11.054931640625,EXECUTE,authorization_committed,5.215214099735022,5.227257031947374,0.012042932212352753,4.519298672676086,4.703513812273741,13.991890009492636,4.963852930814028,9.734512772411108,9.74655570462346
