version_scope,pattern,target_rate_hz,run,gateway_released,outcome,reason,e2e_latency_ms,validation_to_gate_ms,achieved_rate_hz,goodput_ips
global,unrelated,0,0,1,EXECUTE,published_after_gate_recheck,15.663126017898321,4.629645962268114,0.0,64.33512691755853
global,unrelated,0,1,1,EXECUTE,published_after_gate_recheck,15.71698673069477,4.421675112098455,0.0,64.33512691755853
global,unrelated,0,2,1,EXECUTE,published_after_gate_recheck,15.635183081030846,4.307572264224291,0.0,64.33512691755853
global,unrelated,0,3,1,EXECUTE,published_after_gate_recheck,14.850020874291658,3.8458453491330147,0.0,64.33512691755853
global,unrelated,0,4,1,EXECUTE,published_after_gate_recheck,14.367415104061365,3.910816740244627,0.0,64.33512691755853
global,unrelated,0,5,1,EXECUTE,published_after_gate_recheck,14.124538749456406,3.967774100601673,0.0,64.33512691755853
global,unrelated,0,6,1,EXECUTE,published_after_gate_recheck,15.14124684035778,4.149856045842171,0.0,64.33512691755853
global,unrelated,0,7,1,EXECUTE,published_after_gate_recheck,16.891050152480602,4.427226260304451,0.0,64.33512691755853
global,unrelated,0,8,1,EXECUTE,published_after_gate_recheck,14.232460875064135,4.398181103169918,0.0,64.33512691755853
global,unrelated,0,9,1,EXECUTE,published_after_gate_recheck,16.13514218479395,4.218092653900385,0.0,64.33512691755853
global,unrelated,0,10,1,EXECUTE,published_after_gate_recheck,14.772185124456882,4.074985161423683,0.0,64.33512691755853
global,unrelated,0,11,1,EXECUTE,published_after_gate_recheck,14.548334293067455,4.1276137344539165,0.0,64.33512691755853
global,unrelated,0,12,1,EXECUTE,published_after_gate_recheck,15.698822680860758,4.424701910465956,0.0,64.33512691755853
global,unrelated,0,13,1,EXECUTE,published_after_gate_recheck,14.675603248178959,4.602264147251844,0.0,64.33512691755853
global,unrelated,0,14,1,EXECUTE,published_after_gate_recheck,15.012504998594522,4.539365880191326,0.0,64.33512691755853
global,unrelated,0,15,1,EXECUTE,published_after_gate_recheck,14.22344520688057,3.933168947696686,0.0,64.33512691755853
global,unrelated,0,16,1,EXECUTE,published_after_gate_recheck,15.249518677592278,4.328972194343805,0.0,64.33512691755853
