mode,deadline_ms,induced_delay_ms,gateway_released,reason,age_at_check_ms,age_at_middleware_ms,late_at_check,late_at_middleware
xair_atomic,100,98.0,0,age_bound_exceeded_at_commit,109.19799804688,,0,0
xair,100,95.0,0,deadline exceeded: elapsed 108.5ms > 100ms at release_at_publish,108.5126953125,,0,0
xair_atomic,100,90.0,0,age_bound_exceeded_at_commit,101.7890625,,0,0
xair_atomic,100,88.0,0,age_bound_exceeded_at_commit,101.37719726562,,0,0
xair_atomic,100,89.5,0,age_bound_exceeded_at_commit,102.44799804688,,0,0
xair,100,104.0,0,deadline exceeded: elapsed 118.9ms > 100ms at release_at_publish,118.88671875,,0,0
xair,100,99.5,0,deadline exceeded: elapsed 114.6ms > 100ms at release_at_publish,114.601806640625,,0,0
xair_atomic,100,85.5,1,authorization_committed,98.166015625,100.041015625,0,1
xair,100,94.0,0,deadline exceeded: elapsed 109.0ms > 100ms at release_at_publish,109.021240234375,,0,0
xair,100,86.5,0,deadline exceeded: elapsed 103.5ms > 100ms at release_at_publish,103.499267578125,,0,0
xair,100,100.5,0,deadline exceeded: elapsed 115.6ms > 100ms at release_at_publish,115.557373046875,,0,0
xair,100,105.0,0,deadline exceeded: elapsed 118.9ms > 100ms at release_at_publish,118.927978515625,,0,0
xair_atomic,100,104.5,0,age_bound_exceeded_at_commit,117.89599609375,,0,0
xair_atomic,100,86.0,1,authorization_committed,97.469970703125,99.17236328125,0,0
xair,100,105.0,0,deadline exceeded: elapsed 118.3ms > 100ms at release_at_publish,118.276611328125,,0,0
xair,100,89.0,0,deadline exceeded: elapsed 102.6ms > 100ms at release_at_publish,102.6201171875,,0,0
xair,100,89.5,0,deadline exceeded: elapsed 102.1ms > 100ms at release_at_publish,102.0771484375,,0,0
xair,100,104.5,0,deadline exceeded: elapsed 118.0ms > 100ms at release_at_publish,118.00244140625,,0,0
xair,100,85.0,1,published_after_gate_recheck,99.833251953125,99.877685546875,0,0
