mode,deadline_ms,induced_delay_ms,gateway_released,reason,age_at_check_ms,age_at_middleware_ms,late_at_check,late_at_middleware
xair,100,86.0,1,published_after_gate_recheck,99.451416015625,99.510009765625,0,0
xair,100,85.5,1,published_after_gate_recheck,96.75390625,96.78466796875,0,0
xair_atomic,100,97.5,0,age_bound_exceeded_at_commit,107.93725585938,,0,0
xair,100,86.5,1,published_after_gate_recheck,98.00244140625,98.039794921875,0,0
xair_atomic,100,94.5,0,age_bound_exceeded_at_commit,106.626953125,,0,0
xair,100,98.5,0,deadline exceeded: elapsed 110.3ms > 100ms at release_at_publish,110.343505859375,,0,0
xair_atomic,100,88.5,1,authorization_committed,99.4970703125,101.076904296875,0,1
xair,100,89.0,0,deadline exceeded: elapsed 100.4ms > 100ms at release_at_publish,100.407470703125,,0,0
xair,100,92.0,0,deadline exceeded: elapsed 104.1ms > 100ms at release_at_publish,104.05517578125,,0,0
xair,100,102.0,0,deadline exceeded: elapsed 113.7ms > 100ms at release_at_publish,113.661865234375,,0,0
xair,100,101.5,0,deadline exceeded: elapsed 114.0ms > 100ms at release_at_publish,113.97412109375,,0,0
xair_atomic,100,88.5,1,authorization_committed,98.740966796875,100.30517578125,0,1
xair_atomic,100,102.0,0,age_bound_exceeded_at_commit,112.48291015625,,0,0
xair,100,105.0,0,deadline exceeded: elapsed 119.8ms > 100ms at release_at_publish,119.7919921875,,0,0
xair,100,99.5,0,deadline exceeded: elapsed 113.6ms > 100ms at release_at_publish,113.5703125,,0,0
xair,100,101.0,0,deadline exceeded: elapsed 113.8ms > 100ms at release_at_publish,113.74609375,,0,0
xair_atomic,100,99.0,0,age_bound_exceeded_at_commit,110.85595703125,,0,0
xair_atomic,100,89.0,0,age_bound_exceeded_at_commit,101.19604492188,,0,0
xair_atomic,100,91.0,0,age_bound_exceeded_at_commit,104.697265625,,0,0
xair_atomic,100,93.0,0,age_bound_exceeded_at_commit,103.36083984375,,0,0
xair,100,104.0,0,deadline exceeded: elapsed 117.2ms > 100ms at release_at_publish,117.14990234375,,0,0
xair,100,96.0,0,deadline exceeded: elapsed 108.5ms > 100ms at release_at_publish,108.45947265625,,0,0
xair_atomic,100,86.5,1,authorization_committed,98.05615234375,100.0029296875,0,1
xair,100,100.5,0,deadline exceeded: elapsed 113.3ms > 100ms at release_at_publish,113.31494140625,,0,0
xair,100,102.5,0,deadline exceeded: elapsed 116.1ms > 100ms at release_at_publish,116.11083984375,,0,0
xair,100,95.5,0,deadline exceeded: elapsed 109.0ms > 100ms at release_at_publish,108.93994140625,,0,0
xair_atomic,100,100.5,0,age_bound_exceeded_at_commit,111.61376953125,,0,0
xair_atomic,100,101.0,0,age_bound_exceeded_at_commit,112.48095703125,,0,0
xair,100,91.5,0,deadline exceeded: elapsed 104.4ms > 100ms at release_at_publish,104.348388671875,,0,0
xair,100,98.0,0,deadline exceeded: elapsed 111.1ms > 100ms at release_at_publish,111.103515625,,0,0
xair_atomic,100,90.0,0,age_bound_exceeded_at_commit,102.57885742188,,0,0
xair,100,102.0,0,deadline exceeded: elapsed 114.9ms > 100ms at release_at_publish,114.8759765625,,0,0
xair_atomic,100,86.5,1,authorization_committed,98.406982421875,100.5341796875,0,1
xair_atomic,100,101.0,0,age_bound_exceeded_at_commit,113.90209960938,,0,0
xair,100,88.0,0,deadline exceeded: elapsed 101.5ms > 100ms at release_at_publish,101.486083984375,,0,0
xair_atomic,100,103.0,0,age_bound_exceeded_at_commit,113.94995117188,,0,0
xair,100,94.5,0,deadline exceeded: elapsed 107.7ms > 100ms at release_at_publish,107.640625,,0,0
xair,100,104.5,0,deadline exceeded: elapsed 119.0ms > 100ms at release_at_publish,119.0439453125,,0,0
xair_atomic,100,86.0,1,authorization_committed,98.5087890625,100.35888671875,0,1
xair_atomic,100,92.0,0,age_bound_exceeded_at_commit,105.0751953125,,0,0
xair,100,89.0,0,deadline exceeded: elapsed 103.2ms > 100ms at release_at_publish,103.227783203125,,0,0
xair_atomic,100,86.5,1,authorization_committed,98.557861328125,100.16357421875,0,1
xair_atomic,100,103.0,0,age_bound_exceeded_at_commit,116.67114257812,,0,0
xair,100,96.5,0,deadline exceeded: elapsed 111.0ms > 100ms at release_at_publish,110.9873046875,,0,0
xair,100,103.5,0,deadline exceeded: elapsed 116.8ms > 100ms at release_at_publish,116.806640625,,0,0
xair,100,95.0,0,deadline exceeded: elapsed 110.7ms > 100ms at release_at_publish,110.677734375,,0,0
xair,100,104.0,0,deadline exceeded: elapsed 119.8ms > 100ms at release_at_publish,119.7939453125,,0,0
xair,100,85.5,1,published_after_gate_recheck,99.920166015625,99.9677734375,0,0
xair_atomic,100,95.0,0,age_bound_exceeded_at_commit,106.587890625,,0,0
xair_atomic,100,96.5,0,age_bound_exceeded_at_commit,109.04614257812,,0,0
xair_atomic,100,95.0,0,age_bound_exceeded_at_commit,105.65185546875,,0,0
xair_atomic,100,93.5,0,age_bound_exceeded_at_commit,105.26123046875,,0,0
xair_atomic,100,91.0,0,age_bound_exceeded_at_commit,106.31494140625,,0,0
xair_atomic,100,85.0,1,authorization_committed,99.804931640625,101.947998046875,0,1
xair_atomic,100,96.0,0,age_bound_exceeded_at_commit,113.34594726562,,0,0
xair,100,89.0,0,deadline exceeded: elapsed 102.8ms > 100ms at release_at_publish,102.779541015625,,0,0
xair,100,89.5,0,deadline exceeded: elapsed 105.6ms > 100ms at release_at_publish,105.6220703125,,0,0
xair_atomic,100,88.0,0,age_bound_exceeded_at_commit,100.7119140625,,0,0
xair_atomic,100,99.5,0,age_bound_exceeded_at_commit,110.8740234375,,0,0
xair,100,101.0,0,deadline exceeded: elapsed 115.0ms > 100ms at release_at_publish,114.9599609375,,0,0
xair_atomic,100,102.5,0,age_bound_exceeded_at_commit,114.21508789062,,0,0
xair_atomic,100,89.5,0,age_bound_exceeded_at_commit,101.41796875,,0,0
xair,100,97.5,0,deadline exceeded: elapsed 110.5ms > 100ms at release_at_publish,110.529052734375,,0,0
xair_atomic,100,90.0,0,age_bound_exceeded_at_commit,101.05297851562,,0,0
xair,100,94.0,0,deadline exceeded: elapsed 108.8ms > 100ms at release_at_publish,108.8125,,0,0
xair,100,100.0,0,deadline exceeded: elapsed 114.2ms > 100ms at release_at_publish,114.19189453125,,0,0
xair_atomic,100,91.0,0,age_bound_exceeded_at_commit,103.07006835938,,0,0
xair,100,96.0,0,deadline exceeded: elapsed 110.2ms > 100ms at release_at_publish,110.142333984375,,0,0
xair,100,88.0,0,deadline exceeded: elapsed 101.0ms > 100ms at release_at_publish,100.992431640625,,0,0
xair_atomic,100,100.0,0,age_bound_exceeded_at_commit,113.2958984375,,0,0
xair,100,85.0,1,published_after_gate_recheck,98.1171875,98.1494140625,0,0
xair_atomic,100,94.0,0,age_bound_exceeded_at_commit,108.86596679688,,0,0
xair,100,88.5,0,deadline exceeded: elapsed 100.9ms > 100ms at release_at_publish,100.94482421875,,0,0
xair,100,96.5,0,deadline exceeded: elapsed 108.2ms > 100ms at release_at_publish,108.21337890625,,0,0
xair,100,99.0,0,deadline exceeded: elapsed 112.3ms > 100ms at release_at_publish,112.339599609375,,0,0
xair_atomic,100,89.5,0,age_bound_exceeded_at_commit,101.65991210938,,0,0
xair_atomic,100,95.5,0,age_bound_exceeded_at_commit,109.90209960938,,0,0
xair_atomic,100,94.5,0,age_bound_exceeded_at_commit,107.33203125,,0,0
