publishing_interval_ms,version_scope,intent_kind,run,trace_time_s,gateway_released,reason,e2e_latency_ms,validation_to_gate_ms,achieved_update_rate_hz
1000,predicate,continuous,0,0.291,1,published_after_gate_recheck,19.539188127964735,4.826163873076439,1.0
1000,readset,continuous,1,0.812,1,published_after_gate_recheck,16.679652966558933,4.112175200134516,1.0
1000,predicate,continuous,2,1.28,1,published_after_gate_recheck,17.08445232361555,4.471499007195234,1.0
1000,predicate,continuous,3,1.898,1,published_after_gate_recheck,17.643931787461042,4.400134552270174,1.0
1000,global,discrete,4,2.303,1,published_after_gate_recheck,17.83714396879077,4.709966946393251,1.0
1000,readset,discrete,5,2.783,1,published_after_gate_recheck,18.977084197103977,4.766372032463551,1.0
1000,predicate,continuous,6,3.101,1,published_after_gate_recheck,18.216426018625498,4.41114604473114,1.0
1000,readset,discrete,7,3.644,1,published_after_gate_recheck,17.3060679808259,4.496695939451456,1.0
1000,readset,continuous,8,4.066,1,published_after_gate_recheck,18.153457902371883,4.667405970394611,1.0
1000,predicate,continuous,9,4.673,1,published_after_gate_recheck,17.3880523070693,4.7188932076096535,1.0
1000,readset,discrete,10,5.29,1,published_after_gate_recheck,19.346515648066998,4.841422662138939,1.0
1000,readset,discrete,11,5.871,1,published_after_gate_recheck,20.47883113846183,6.517337169498205,1.0
1000,readset,continuous,12,6.449,1,published_after_gate_recheck,18.7522922642529,4.923316650092602,1.0
1000,global,continuous,13,6.728,1,published_after_gate_recheck,19.099432975053787,5.415380001068115,1.0
1000,global,continuous,14,7.367,1,published_after_gate_recheck,18.354475032538176,4.720296245068312,1.0
1000,global,discrete,15,7.719,1,published_after_gate_recheck,20.772842224687338,6.3853091560304165,1.0
1000,readset,discrete,16,8.001,1,published_after_gate_recheck,19.003894180059433,4.376691300421953,1.0
1000,predicate,discrete,17,8.65,1,published_after_gate_recheck,22.151388693600893,5.174026824533939,1.0
1000,readset,discrete,18,9.059,1,published_after_gate_recheck,17.964433878660202,4.216941073536873,1.0
1000,predicate,continuous,19,9.869,1,published_after_gate_recheck,19.07698018476367,4.26657497882843,1.0
1000,global,continuous,20,10.427,1,published_after_gate_recheck,17.972849309444427,4.424380138516426,1.0
1000,predicate,discrete,21,10.885,1,published_after_gate_recheck,19.172499887645245,4.795095883309841,1.0
1000,readset,continuous,22,11.074,1,published_after_gate_recheck,17.031562980264425,4.376340191811323,1.0
1000,global,discrete,23,11.792,1,published_after_gate_recheck,23.819629102945328,8.333154022693634,1.0
1000,global,discrete,24,12.414,1,published_after_gate_recheck,19.263590220361948,5.238237790763378,1.0
1000,global,discrete,25,12.787,1,published_after_gate_recheck,20.57395875453949,4.953572992235422,1.0
1000,readset,continuous,26,13.493,1,published_after_gate_recheck,19.140179734677076,4.757906310260296,1.0
1000,predicate,discrete,27,13.589,1,published_after_gate_recheck,16.653805039823055,4.770480096340179,1.0
1000,predicate,continuous,28,14.433,1,published_after_gate_recheck,17.53476681187749,4.279879853129387,1.0
1000,predicate,discrete,29,14.937,1,published_after_gate_recheck,21.453540306538343,6.014143116772175,1.0
1000,readset,continuous,30,15.127,1,published_after_gate_recheck,16.537046059966087,4.2793177999556065,1.0
1000,readset,continuous,31,15.76,1,published_after_gate_recheck,18.34403583779931,5.0318799912929535,1.0
1000,readset,discrete,32,16.388,1,published_after_gate_recheck,17.569351941347122,4.464284982532263,1.0
1000,global,continuous,33,16.506,1,published_after_gate_recheck,16.003074124455452,4.410765133798122,1.0
1000,predicate,continuous,34,17.378,1,published_after_gate_recheck,17.604267690330744,5.07019180804491,1.0
1000,predicate,discrete,35,17.594,1,published_after_gate_recheck,17.88122672587633,4.738939926028252,1.0
1000,predicate,continuous,36,18.238,1,published_after_gate_recheck,16.876522917300463,4.733630921691656,1.0
1000,readset,continuous,37,18.971,1,published_after_gate_recheck,19.14065983146429,5.371978972107172,1.0
1000,readset,discrete,38,19.137,1,published_after_gate_recheck,16.974036116153002,4.585632588714361,1.0
1000,global,continuous,39,19.996,0,context_version_changed_at_publish,20.622018724679947,6.146041210740805,1.0
1000,predicate,discrete,40,20.029,1,published_after_gate_recheck,18.491842783987522,5.046176724135876,1.0
1000,predicate,discrete,41,20.979,1,published_after_gate_recheck,15.90491971001029,4.038956947624683,1.0
1000,predicate,continuous,42,21.142,1,published_after_gate_recheck,17.881006933748722,4.877801984548569,1.0
1000,predicate,discrete,43,21.99,1,published_after_gate_recheck,17.65971165150404,4.628363996744156,1.0
1000,readset,discrete,44,22.166,1,published_after_gate_recheck,17.323161009699106,4.679810255765915,1.0
1000,readset,discrete,45,22.623,1,published_after_gate_recheck,17.27467915043235,4.414041992276907,1.0
1000,readset,continuous,46,23.246,1,published_after_gate_recheck,18.45205808058381,4.653590265661478,1.0
1000,readset,continuous,47,23.836,1,published_after_gate_recheck,16.300430987030268,4.281854256987572,1.0
1000,predicate,discrete,48,24.455,1,published_after_gate_recheck,16.16927608847618,4.26746578887105,1.0
1000,predicate,continuous,49,24.603,1,published_after_gate_recheck,18.647305201739073,4.836785141378641,1.0
1000,predicate,continuous,50,25.444,1,published_after_gate_recheck,20.826272666454315,4.208446014672518,1.0
1000,global,discrete,51,25.977,1,published_after_gate_recheck,17.792981583625078,4.526222124695778,1.0
1000,global,discrete,52,26.249,1,published_after_gate_recheck,17.083140090107918,4.326988011598587,1.0
1000,predicate,discrete,53,26.916,1,published_after_gate_recheck,19.55142104998231,5.2868579514324665,1.0
1000,global,continuous,54,27.163,1,published_after_gate_recheck,17.784395720809698,4.704616032540798,1.0
1000,global,continuous,55,27.728,1,published_after_gate_recheck,17.506674863398075,4.612913820892572,1.0
1000,readset,continuous,56,28.27,1,published_after_gate_recheck,21.362227853387594,4.9435049295425415,1.0
1000,global,discrete,57,28.7,1,published_after_gate_recheck,19.191625993698835,4.855780396610498,1.0
1000,readset,continuous,58,29.032,1,published_after_gate_recheck,17.240234650671482,4.646747838705778,1.0
1000,predicate,continuous,59,29.878,1,published_after_gate_recheck,16.558445990085602,4.233331885188818,1.0
1000,readset,continuous,60,30.237,1,published_after_gate_recheck,19.056071992963552,4.851551726460457,1.0
1000,readset,continuous,61,30.783,1,published_after_gate_recheck,18.319038674235344,4.760571755468845,1.0
1000,readset,discrete,62,31.371,1,published_after_gate_recheck,18.821722362190485,4.173610359430313,1.0
1000,global,discrete,63,31.524,1,published_after_gate_recheck,18.582713324576616,4.6669659204781055,1.0
1000,global,discrete,64,32.358,1,published_after_gate_recheck,18.01308523863554,4.658890888094902,1.0
1000,predicate,continuous,65,32.501,1,published_after_gate_recheck,16.806050203740597,4.540157970041037,1.0
1000,predicate,discrete,66,33.257,1,published_after_gate_recheck,16.08617976307869,4.1610668413341045,1.0
1000,predicate,continuous,67,33.521,1,published_after_gate_recheck,16.613007988780737,4.181765951216221,1.0
1000,readset,continuous,68,34.06,1,published_after_gate_recheck,17.107675783336163,4.544485826045275,1.0
1000,predicate,discrete,69,34.893,1,published_after_gate_recheck,17.854948062449694,4.551177844405174,1.0
1000,global,discrete,70,35.009,1,published_after_gate_recheck,15.709612984210253,4.276953637599945,1.0
1000,predicate,discrete,71,35.962,1,published_after_gate_recheck,16.672770027071238,4.1702440939843655,1.0
1000,predicate,continuous,72,36.036,1,published_after_gate_recheck,15.698463190346956,4.652137868106365,1.0
1000,readset,continuous,73,36.612,1,published_after_gate_recheck,17.935167998075485,4.503349307924509,1.0
1000,predicate,continuous,74,37.262,1,published_after_gate_recheck,23.27993605285883,4.735223017632961,1.0
1000,global,discrete,75,37.775,1,published_after_gate_recheck,16.48591971024871,4.220518283545971,1.0
1000,readset,discrete,76,38.102,1,published_after_gate_recheck,16.407432965934277,4.684680141508579,1.0
1000,readset,discrete,77,38.821,1,published_after_gate_recheck,16.176709905266762,3.9727031253278255,1.0
1000,predicate,discrete,78,39.279,1,published_after_gate_recheck,16.363620292395353,4.2183250188827515,1.0
1000,readset,discrete,79,39.639,1,published_after_gate_recheck,20.65545180812478,4.543494433164597,1.0
