run,mode,inject,inject_offset_ms,publish_delay_ms,injection_window,gateway_released,gate_blocked,stale_publish,potential_stale_publish,post_release_invalidation,injection_version,check_version,version_order,stale_exact,position_vs_middleware,residual_lo_ms,residual_hi_ms,t_middleware_ms,store_io_lo_ms,store_io_hi_ms,injection_store_lo_ms,injection_store_hi_ms,commit_status,commit_age_ms,outcome,reason,validation_to_gate_ms,validation_to_publish_ms,recheck_to_publish_ms,t_validate_end_ms,t_injection_start_ms,t_injection_end_ms,t_recheck_start_ms,t_recheck_end_ms,t_publish_end_ms
0,xair,0,,0.0,control,1,0,0,0,0,,1121,control,0,,0.8184551261365414,1.9606081768870354,9.134387131780386,7.173778954893351,8.315932005643845,,,,,EXECUTE,published_after_gate_recheck,4.264741204679012,4.278938286006451,0.014197081327438354,4.869505763053894,,,4.928376991301775,9.134246967732906,9.148444049060345
1,xair,1,0.0,0.0,concurrent,0,1,0,0,0,1123,1123,before_check,0,,,,,11.749865021556616,13.03827203810215,9.60508082062006,10.660189669579268,,,REVOKE,read_set_version_changed_at_gate,9.092288091778755,,,4.631900694221258,4.781039897352457,12.63312203809619,4.902918823063374,13.724188786000013,
2,xair,1,0.0,0.0,concurrent,1,0,0,1,0,1125,1124,after_check,0,after_middleware,1.007760874927044,2.2369972430169582,9.414743166416883,7.177745923399925,8.40698229148984,11.00830314680934,12.058593332767487,,,EXECUTE,published_after_gate_recheck,4.740914795547724,4.753889050334692,0.012974254786968231,4.67368820682168,4.771923180669546,13.991760089993477,4.892649129033089,9.414603002369404,9.427577257156372
3,xair,1,0.0,0.0,concurrent,1,0,0,1,0,1127,1126,after_check,0,after_middleware,0.9422581642866135,1.9983891397714615,8.833121974021196,6.834732834249735,7.890863809734583,10.475192684680223,11.837779078632593,,,EXECUTE,published_after_gate_recheck,4.4297813437879086,4.43855719640851,0.008775852620601654,4.403230734169483,4.517885856330395,13.858990743756294,4.657147917896509,8.833012077957392,8.841787930577993
4,xair,0,,0.0,control,1,0,0,0,0,,1128,control,0,,1.0656388476490974,2.1942872554063797,9.94641100987792,7.7521237544715405,8.880772162228823,,,,,EXECUTE,published_after_gate_recheck,4.670111928135157,4.682905972003937,0.012794043868780136,5.276178941130638,,,5.3443871438503265,9.946290869265795,9.959084913134575
5,xair,0,,0.0,control,1,0,0,0,0,,1129,control,0,,1.021265983581543,2.283022738993168,13.253945857286453,10.970923118293285,12.23267987370491,,,,,EXECUTE,published_after_gate_recheck,5.024506244808435,5.035217385739088,0.010711140930652618,8.22928873822093,,,8.265316020697355,13.253794983029366,13.264506123960018
6,xair,1,0.0,0.0,concurrent,0,1,0,0,0,1131,1131,before_check,0,,,,,12.787560932338238,13.73198302462697,10.473940055817366,11.574144940823317,,,REVOKE,read_set_version_changed_at_gate,9.533266071230173,,,5.011832807213068,5.216145887970924,13.880070764571428,5.431038793176413,14.545098878443241,
7,xair,0,,0.0,control,1,0,0,0,0,,1132,control,0,,4.172929096966982,5.813076160848141,12.523374985903502,6.710298825055361,8.35044588893652,,,,,EXECUTE,published_after_gate_recheck,8.190106134861708,8.200835902243853,0.010729767382144928,4.33301879093051,,,4.360159859061241,12.523124925792217,12.533854693174362
8,xair,1,0.0,0.0,concurrent,1,0,0,1,0,1134,1133,after_check,0,after_middleware,1.0131211020052433,2.3172381334006786,9.601995348930359,7.28475721552968,8.588874246925116,11.204821988940239,12.53988640382886,,,EXECUTE,published_after_gate_recheck,5.004448816180229,5.013275891542435,0.008827075362205505,4.597365390509367,4.724203143268824,14.82863025739789,4.831054247915745,9.601814206689596,9.610641282051802
9,xair,1,0.0,0.0,concurrent,1,0,0,1,0,1136,1135,after_check,0,after_middleware,1.177468802779913,2.4727690033614635,9.946701116859913,7.473932113498449,8.76923231408,11.217465158551931,12.43607047945261,,,EXECUTE,published_after_gate_recheck,5.009418353438377,5.021280143409967,0.011861789971590042,4.937123041599989,5.098465364426374,14.545419253408909,5.307517014443874,9.946541395038366,9.958403185009956
10,xair,1,0.0,0.0,concurrent,1,0,0,1,0,1138,1137,after_check,0,after_middleware,1.0072686709463596,2.3318747989833355,9.101876057684422,6.770001258701086,8.094607386738062,10.389873292297125,11.661208234727383,,,EXECUTE,published_after_gate_recheck,4.460387863218784,4.470366984605789,0.009979121387004852,4.641358274966478,4.721709061414003,13.498084153980017,4.848376382142305,9.101746138185263,9.111725259572268
11,xair,1,0.0,0.0,concurrent,0,1,0,0,0,1140,1140,before_check,0,,,,,11.418302077800035,12.727908790111542,9.267075918614864,10.205477010458708,,,REVOKE,read_set_version_changed_at_gate,8.639558218419552,,,5.05808973684907,5.185429006814957,12.370958924293518,5.294482689350843,13.697647955268621,
12,xair,1,0.0,0.0,concurrent,1,0,0,1,0,1142,1141,after_check,0,after_middleware,1.124249305576086,2.53367330878973,9.57872113212943,7.045047823339701,8.454471826553345,11.045583058148623,12.081095948815346,,,EXECUTE,published_after_gate_recheck,4.938876256346703,4.947943147271872,0.009066890925168991,4.639724735170603,4.750011954456568,14.355111867189407,4.853866994380951,9.578600991517305,9.587667882442474
13,xair,1,0.0,0.0,concurrent,0,1,0,0,0,1144,1144,before_check,0,,,,,11.133007239550352,12.440850958228111,9.853937197476625,11.101807933300734,,,REVOKE,read_set_version_changed_at_gate,8.541123941540718,,,4.725476261228323,4.913868848234415,14.422658830881119,5.207640118896961,13.266600202769041,
14,xair,1,0.0,0.0,concurrent,1,0,0,1,0,1146,1145,after_check,0,after_middleware,0.9801788255572319,2.1567270159721375,8.76150792464614,6.604780908674002,7.781329099088907,10.370195843279362,11.670584790408611,,,EXECUTE,published_after_gate_recheck,4.260072018951178,4.272244870662689,0.012172851711511612,4.501325078308582,4.624977242201567,13.630072120577097,4.940819926559925,8.76139709725976,8.773569948971272
15,xair,1,0.0,0.0,concurrent,0,1,0,0,0,1148,1148,before_check,0,,,,,12.247567996382713,13.310802634805441,10.040276683866978,11.08986558392644,,,REVOKE,read_set_version_changed_at_gate,9.282245300710201,,,5.03317266702652,5.233127623796463,13.20023462176323,5.47254690900445,14.315417967736721,
