scenario,run,baseline,seed,outcome,reason,paused_committed_before_submit,gateway_released,stale_executed,correct_revoke,ros_published,ros_observed,validation_latency_ms,e2e_latency_ms,intent_age_at_submit_ms,pause_ms,freshness_ms,exported_at
e1b,25,naive,42,EXECUTE,naive_temporal_only,1,1,1,0,0,,0.025016721338033676,2.9231319203972816,220.098,200,1000,2026-09-24T22:14:43.381372+00:00
e1b,26,naive,42,EXECUTE,naive_temporal_only,1,1,1,0,0,,0.024736858904361725,2.9790960252285004,219.1,200,1000,2026-09-24T22:14:43.662292+00:00
e1b,27,naive,42,EXECUTE,naive_temporal_only,1,1,1,0,0,,0.015900004655122757,3.1108129769563675,219.649,200,1000,2026-09-24T22:14:43.943554+00:00
e1b,28,naive,42,EXECUTE,naive_temporal_only,1,1,1,0,0,,0.02233218401670456,3.187446855008602,221.451,200,1000,2026-09-24T22:14:44.227218+00:00
e1b,29,naive,42,EXECUTE,naive_temporal_only,1,1,1,0,0,,0.02453615888953209,3.1438348814845085,221.416,200,1000,2026-09-24T22:14:44.512209+00:00
e1b,30,naive,42,EXECUTE,naive_temporal_only,1,1,1,0,0,,0.03677885979413986,3.5593039356172085,222.507,200,1000,2026-09-24T22:14:44.796258+00:00
e1b,31,naive,42,EXECUTE,naive_temporal_only,1,1,1,0,0,,0.018766149878501892,2.999934833496809,219.547,200,1000,2026-09-24T22:14:45.076719+00:00
e1b,32,naive,42,EXECUTE,naive_temporal_only,1,1,1,0,0,,0.025447923690080643,3.212524112313986,220.769,200,1000,2026-09-24T22:14:45.359182+00:00
e1b,33,naive,42,EXECUTE,naive_temporal_only,1,1,1,0,0,,0.028794165700674057,3.3626961521804333,219.615,200,1000,2026-09-24T22:14:45.640935+00:00
e1b,34,naive,42,EXECUTE,naive_temporal_only,1,1,1,0,0,,0.02898508682847023,3.3103167079389095,220.26,200,1000,2026-09-24T22:14:45.923933+00:00
e1b,35,naive,42,EXECUTE,naive_temporal_only,1,1,1,0,0,,0.02027815207839012,2.998902928084135,219.102,200,1000,2026-09-24T22:14:46.205976+00:00
e1b,36,naive,42,EXECUTE,naive_temporal_only,1,1,1,0,0,,0.02873409539461136,3.44233401119709,220.581,200,1000,2026-09-24T22:14:46.487272+00:00
e1b,37,naive,42,EXECUTE,naive_temporal_only,1,1,1,0,0,,0.026759691536426544,3.052573651075363,219.867,200,1000,2026-09-24T22:14:46.770219+00:00
e1b,38,naive,42,EXECUTE,naive_temporal_only,1,1,1,0,0,,0.02640020102262497,3.3171498216688633,218.987,200,1000,2026-09-24T22:14:47.051329+00:00
e1b,39,naive,42,EXECUTE,naive_temporal_only,1,1,1,0,0,,0.03735022619366646,3.609467763453722,221.899,200,1000,2026-09-24T22:14:47.335613+00:00
e1b,40,naive,42,EXECUTE,naive_temporal_only,1,1,1,0,0,,0.048622023314237595,3.8775396533310413,222.865,200,1000,2026-09-24T22:14:47.621296+00:00
e1b,41,naive,42,EXECUTE,naive_temporal_only,1,1,1,0,0,,0.02002716064453125,2.8677769005298615,219.312,200,1000,2026-09-24T22:14:47.902941+00:00
e1b,42,naive,42,EXECUTE,naive_temporal_only,1,1,1,0,0,,0.026168767362833023,3.1645940616726875,219.799,200,1000,2026-09-24T22:14:48.183846+00:00
e1b,43,naive,42,EXECUTE,naive_temporal_only,1,1,1,0,0,,0.01936592161655426,3.1759049743413925,219.457,200,1000,2026-09-24T22:14:48.464801+00:00
e1b,44,naive,42,EXECUTE,naive_temporal_only,1,1,1,0,0,,0.027511734515428543,3.6153392866253853,220.223,200,1000,2026-09-24T22:14:48.746685+00:00
e1b,45,naive,42,EXECUTE,naive_temporal_only,1,1,1,0,0,,0.02729194238781929,3.234485164284706,220.218,200,1000,2026-09-24T22:14:49.028682+00:00
e1b,46,naive,42,EXECUTE,naive_temporal_only,1,1,1,0,0,,0.021600164473056793,2.9476871713995934,220.871,200,1000,2026-09-24T22:14:49.311623+00:00
