version_scope,pattern,target_rate_hz,run,gateway_released,outcome,reason,e2e_latency_ms,validation_to_gate_ms,achieved_rate_hz,goodput_ips
global,unrelated,0,0,1,EXECUTE,published_after_gate_recheck,15.99369989708066,4.531366750597954,0.0,63.61663285578087
global,unrelated,0,1,1,EXECUTE,published_after_gate_recheck,13.798743952065706,3.690100274980068,0.0,63.61663285578087
global,unrelated,0,2,1,EXECUTE,published_after_gate_recheck,15.822738874703646,4.58928570151329,0.0,63.61663285578087
global,unrelated,0,3,1,EXECUTE,published_after_gate_recheck,14.932319056242704,3.966997843235731,0.0,63.61663285578087
global,unrelated,0,4,1,EXECUTE,published_after_gate_recheck,15.017468947917223,4.009318072348833,0.0,63.61663285578087
global,unrelated,0,5,1,EXECUTE,published_after_gate_recheck,15.47890529036522,4.262201953679323,0.0,63.61663285578087
global,unrelated,0,6,1,EXECUTE,published_after_gate_recheck,15.713454689830542,4.4741397723555565,0.0,63.61663285578087
global,unrelated,0,7,1,EXECUTE,published_after_gate_recheck,15.596465207636356,4.030787851661444,0.0,63.61663285578087
global,unrelated,0,8,1,EXECUTE,published_after_gate_recheck,15.218316111713648,4.2131198570132256,0.0,63.61663285578087
global,unrelated,0,9,1,EXECUTE,published_after_gate_recheck,14.11827327683568,3.9051021449267864,0.0,63.61663285578087
global,unrelated,0,10,1,EXECUTE,published_after_gate_recheck,15.325687360018492,4.2825196869671345,0.0,63.61663285578087
global,unrelated,0,11,1,EXECUTE,published_after_gate_recheck,16.21606620028615,4.183655139058828,0.0,63.61663285578087
global,unrelated,0,12,1,EXECUTE,published_after_gate_recheck,16.920498106628656,4.180970136076212,0.0,63.61663285578087
global,unrelated,0,13,1,EXECUTE,published_after_gate_recheck,17.810387071222067,4.678633064031601,0.0,63.61663285578087
global,unrelated,0,14,1,EXECUTE,published_after_gate_recheck,16.152577940374613,4.445766098797321,0.0,63.61663285578087
global,unrelated,0,15,1,EXECUTE,published_after_gate_recheck,14.813676942139864,4.387877881526947,0.0,63.61663285578087
global,unrelated,0,16,1,EXECUTE,published_after_gate_recheck,15.648962929844856,4.693320952355862,0.0,63.61663285578087
global,unrelated,0,17,1,EXECUTE,published_after_gate_recheck,15.656507574021816,4.243858158588409,0.0,63.61663285578087
global,unrelated,0,18,1,EXECUTE,published_after_gate_recheck,14.849725179374218,3.933986183255911,0.0,63.61663285578087
global,unrelated,0,19,1,EXECUTE,published_after_gate_recheck,15.7329011708498,4.349805880337954,0.0,63.61663285578087
global,unrelated,0,20,1,EXECUTE,published_after_gate_recheck,15.394635964185,4.393598064780235,0.0,63.61663285578087
global,unrelated,0,21,1,EXECUTE,published_after_gate_recheck,15.249885153025389,4.297317937016487,0.0,63.61663285578087
global,unrelated,0,22,1,EXECUTE,published_after_gate_recheck,14.358213171362877,4.3424819596111774,0.0,63.61663285578087
global,unrelated,0,23,1,EXECUTE,published_after_gate_recheck,14.759414829313755,4.303640220314264,0.0,63.61663285578087
global,unrelated,0,24,1,EXECUTE,published_after_gate_recheck,15.135800931602716,3.878201823681593,0.0,63.61663285578087
global,unrelated,0,25,1,EXECUTE,published_after_gate_recheck,15.103951096534729,4.308328963816166,0.0,63.61663285578087
global,unrelated,0,26,1,EXECUTE,published_after_gate_recheck,15.352708287537098,4.555282182991505,0.0,63.61663285578087
global,unrelated,0,27,1,EXECUTE,published_after_gate_recheck,15.279561281204224,4.321543965488672,0.0,63.61663285578087
global,unrelated,0,28,1,EXECUTE,published_after_gate_recheck,15.516615938395262,4.333364777266979,0.0,63.61663285578087
global,unrelated,0,29,1,EXECUTE,published_after_gate_recheck,14.72157472744584,4.062166903167963,0.0,63.61663285578087
global,unrelated,0,30,1,EXECUTE,published_after_gate_recheck,13.699938077479601,3.8801156915724277,0.0,63.61663285578087
global,unrelated,0,31,1,EXECUTE,published_after_gate_recheck,14.630163088440895,3.6287852562963963,0.0,63.61663285578087
global,unrelated,0,32,1,EXECUTE,published_after_gate_recheck,14.640522189438343,4.145453684031963,0.0,63.61663285578087
