run,mode,inject,inject_offset_ms,publish_delay_ms,injection_window,gateway_released,gate_blocked,stale_publish,potential_stale_publish,post_release_invalidation,injection_version,check_version,version_order,stale_exact,position_vs_middleware,residual_lo_ms,residual_hi_ms,t_middleware_ms,store_io_lo_ms,store_io_hi_ms,injection_store_lo_ms,injection_store_hi_ms,commit_status,commit_age_ms,outcome,reason,validation_to_gate_ms,validation_to_publish_ms,recheck_to_publish_ms,t_validate_end_ms,t_injection_start_ms,t_injection_end_ms,t_recheck_start_ms,t_recheck_end_ms,t_publish_end_ms
0,xair,0,,0.0,control,1,0,0,0,0,,2601,control,0,,0.9253448806703091,2.1096267737448215,10.156963020563126,8.047336246818304,9.231618139892817,,,,,EXECUTE,published_after_gate_recheck,4.762324038892984,4.776290152221918,0.013966113328933716,5.394299048930407,,,5.440105218440294,10.156623087823391,10.170589201152325
1,xair,0,,0.0,control,1,0,0,0,0,,2602,control,0,,1.1289981193840504,2.251843921840191,9.276360739022493,7.0245168171823025,8.147362619638443,,,,,EXECUTE,published_after_gate_recheck,4.595490638166666,4.605769645422697,0.010279007256031036,4.680729936808348,,,4.7167278826236725,9.276220574975014,9.286499582231045
2,xair,1,0.0,0.0,concurrent,0,1,0,0,0,2604,2604,before_check,0,,,,,12.037139851599932,13.581356965005398,9.570984169840813,10.78992011025548,,,REVOKE,read_set_version_changed_at_gate,9.8961740732193,,,4.6972609125077724,4.798711277544498,12.999024242162704,4.916943144053221,14.593434985727072,
3,xair,1,0.0,0.0,concurrent,1,0,0,1,0,2606,2605,after_check,0,after_middleware,1.167129259556532,2.239720895886421,9.805564302951097,7.565843407064676,8.638435043394566,11.49804936721921,12.662955094128847,,,EXECUTE,published_after_gate_recheck,5.051835905760527,5.074007902294397,0.022171996533870697,4.753608256578445,4.930930212140083,14.82295710593462,5.124563351273537,9.805444162338972,9.827616158872843
4,xair,1,0.0,0.0,concurrent,1,0,0,1,0,2608,2607,after_check,0,after_middleware,1.132383942604065,2.090141177177429,9.540437255054712,7.450296077877283,8.408053312450647,11.121854186058044,12.31966121122241,,,EXECUTE,published_after_gate_recheck,4.798782058060169,4.8080189153552055,0.009236857295036316,4.741535056382418,4.882139153778553,14.559312257915735,5.08733419701457,9.540317114442587,9.549553971737623
5,xair,1,0.0,0.0,concurrent,1,0,0,1,0,2610,2609,after_check,0,after_middleware,0.9205969981849194,2.077396959066391,9.351531974971294,7.274135015904903,8.430934976786375,11.535848956555128,12.727735098451376,,,EXECUTE,published_after_gate_recheck,4.491035360842943,4.499901086091995,0.008865725249052048,4.860376939177513,4.979019984602928,14.924566261470318,5.191338248550892,9.351412300020456,9.360278025269508
6,xair,1,0.0,0.0,concurrent,0,1,0,0,0,2612,2612,before_check,0,,,,,12.800232041627169,13.8271888718009,9.995470754802227,11.457502841949463,,,REVOKE,read_set_version_changed_at_gate,9.629243984818459,,,5.160309839993715,5.251200869679451,13.79821402952075,5.367849953472614,14.789553824812174,
7,xair,1,0.0,0.0,concurrent,0,1,0,0,0,2614,2614,before_check,0,,,,,14.067689888179302,15.362608712166548,9.93905495852232,12.608782853931189,,,REVOKE,read_set_version_changed_at_gate,11.189590208232403,,,4.993457812815905,5.0790878012776375,14.720754697918892,5.187601782381535,16.183048021048307,
8,xair,1,0.0,0.0,concurrent,0,1,0,0,0,2616,2616,before_check,0,,,,,13.727872166782618,15.18588699400425,11.023919098079205,12.081674300134182,,,REVOKE,read_set_version_changed_at_gate,11.02645369246602,,,5.264756269752979,5.539551377296448,14.841190073639154,5.782948341220617,16.291209962219,
9,xair,0,,0.0,control,1,0,0,0,0,,2617,control,0,,1.0868390090763569,2.41781584918499,9.101183153688908,6.683367304503918,8.01434414461255,,,,,EXECUTE,published_after_gate_recheck,4.560103639960289,4.570022691041231,0.009919051080942154,4.540938418358564,,,4.57601435482502,9.101042058318853,9.110961109399796
10,xair,1,0.0,0.0,concurrent,1,0,0,1,0,2619,2618,after_check,0,after_middleware,0.9143245406448841,1.8831221386790276,9.335381910204887,7.45225977152586,8.421057369560003,10.981178842484951,12.128450907766819,,,EXECUTE,published_after_gate_recheck,4.444377031177282,4.455917980521917,0.01154094934463501,4.890834912657738,4.991763737052679,13.951641973108053,5.139420740306377,9.33521194383502,9.346752893179655
