run,mode,inject,inject_offset_ms,publish_delay_ms,injection_window,gateway_released,gate_blocked,stale_publish,potential_stale_publish,post_release_invalidation,injection_version,check_version,version_order,stale_exact,outcome,reason,validation_to_gate_ms,validation_to_publish_ms,recheck_to_publish_ms,t_validate_end_ms,t_injection_start_ms,t_injection_end_ms,t_recheck_start_ms,t_recheck_end_ms,t_publish_end_ms
102,xair_atomic,1,2.0,0.0,concurrent,1,0,0,0,1,181,180,after_check,0,EXECUTE,atomic_actuation_committed,6.995376665145159,7.004513870924711,0.00913720577955246,5.187778268009424,7.33227888122201,17.317362129688263,5.276002921164036,12.183154933154583,12.192292138934135
103,xair_atomic,0,,0.0,control,1,0,0,0,0,,182,control,0,EXECUTE,atomic_actuation_committed,6.232736632227898,6.240260787308216,0.007524155080318451,4.534573294222355,,,4.539612215012312,10.767309926450253,10.774834081530571
104,xair_atomic,0,,0.0,control,1,0,0,0,0,,183,control,0,EXECUTE,atomic_actuation_committed,6.012164056301117,6.017293315380812,0.005129259079694748,4.558296874165535,,,4.561502952128649,10.570460930466652,10.575590189546347
105,xair_atomic,1,2.0,0.0,concurrent,1,0,0,0,1,185,184,after_check,0,EXECUTE,atomic_actuation_committed,6.220214068889618,6.228589918464422,0.008375849574804306,5.016305949538946,7.165676914155483,15.504693146795034,5.110613070428371,11.236520018428564,11.244895868003368
106,xair_atomic,1,2.0,0.0,concurrent,1,0,0,0,1,187,186,after_check,0,EXECUTE,atomic_actuation_committed,6.681899074465036,6.6902050748467445,0.008306000381708145,4.626304842531681,6.946555804461241,15.557982958853245,4.922129679471254,11.308203916996717,11.316509917378426
107,xair_atomic,1,2.0,0.0,concurrent,1,0,0,0,1,189,188,after_check,0,EXECUTE,atomic_actuation_committed,6.868478842079639,6.875092163681984,0.006613321602344513,4.347581882029772,6.579276639968157,15.527134761214256,4.534482955932617,11.216060724109411,11.222674045711756
108,xair_atomic,1,2.0,0.0,concurrent,1,0,0,0,1,191,190,after_check,0,EXECUTE,atomic_actuation_committed,6.638858933001757,6.646883673965931,0.00802474096417427,4.398397170007229,6.543859839439392,15.020675025880337,4.487163852900267,11.037256103008986,11.04528084397316
109,xair_atomic,0,,0.0,control,1,0,0,0,0,,192,control,0,EXECUTE,atomic_actuation_committed,6.745539139956236,6.759074050933123,0.01353491097688675,4.8790886066854,,,4.8891776241362095,11.624627746641636,11.638162657618523
110,xair_atomic,1,2.0,0.0,concurrent,1,0,0,0,1,194,193,after_check,0,EXECUTE,atomic_actuation_committed,6.585948634892702,6.5942248329520226,0.00827619805932045,4.564930219203234,6.713367998600006,15.680773183703423,4.6572331339120865,11.150878854095936,11.159155052155256
111,xair_atomic,1,2.0,0.0,concurrent,1,0,0,0,1,196,195,after_check,0,EXECUTE,atomic_actuation_committed,6.490429863333702,6.4980946481227875,0.007664784789085388,4.352441057562828,6.476443726569414,15.885406639426947,4.479929804801941,10.84287092089653,10.850535705685616
112,xair_atomic,0,,0.0,control,1,0,0,0,0,,197,control,0,EXECUTE,atomic_actuation_committed,6.546495016664267,6.550854071974754,0.004359055310487747,4.364694003015757,,,4.367920104414225,10.911189019680023,10.915548074990511
113,xair_atomic,1,2.0,0.0,concurrent,1,0,0,0,1,199,198,after_check,0,EXECUTE,atomic_actuation_committed,6.499607115983963,6.503965239971876,0.004358123987913132,4.307758063077927,6.457158364355564,15.297755133360624,4.405010025948286,10.80736517906189,10.811723303049803
114,xair_atomic,1,2.0,0.0,concurrent,1,0,0,0,1,201,200,after_check,0,EXECUTE,atomic_actuation_committed,6.46177725866437,6.466185208410025,0.00440794974565506,3.997224848717451,6.135615054517984,14.890030957758427,4.078908823430538,10.45900210738182,10.463410057127476
115,xair_atomic,1,2.0,0.0,concurrent,1,0,0,0,1,203,202,after_check,0,EXECUTE,atomic_actuation_committed,7.160085719078779,7.166638039052486,0.006552319973707199,4.140865057706833,6.428955122828484,16.212770715355873,4.386295098811388,11.300950776785612,11.30750309675932
116,xair_atomic,1,2.0,0.0,concurrent,1,0,0,0,1,205,204,after_check,0,EXECUTE,atomic_actuation_committed,6.762690842151642,6.769292987883091,0.006602145731449127,4.801183007657528,6.959409918636084,16.18697214871645,4.902321845293045,11.56387384980917,11.570475995540619
117,xair_atomic,1,2.0,0.0,concurrent,1,0,0,0,1,207,206,after_check,0,EXECUTE,atomic_actuation_committed,6.0179452411830425,6.025318056344986,0.007372815161943436,4.449232947081327,6.587312091141939,15.369029249995947,4.531817976385355,10.46717818826437,10.474551003426313
118,xair_atomic,0,,0.0,control,1,0,0,0,0,,208,control,0,EXECUTE,atomic_actuation_committed,6.255710031837225,6.264295894652605,0.008585862815380096,4.668653942644596,,,4.673342686146498,10.924363974481821,10.932949837297201
119,xair_atomic,1,2.0,0.0,concurrent,1,0,0,0,1,210,209,after_check,0,EXECUTE,atomic_actuation_committed,6.735490169376135,6.745509337633848,0.010019168257713318,4.385933745652437,6.619592662900686,16.29443373531103,4.568475764244795,11.121423915028572,11.131443083286285
