run,mode,inject,inject_offset_ms,publish_delay_ms,injection_window,gateway_released,gate_blocked,stale_publish,potential_stale_publish,post_release_invalidation,injection_version,check_version,version_order,stale_exact,position_vs_middleware,residual_lo_ms,residual_hi_ms,t_middleware_ms,store_io_lo_ms,store_io_hi_ms,injection_store_lo_ms,injection_store_hi_ms,commit_status,commit_age_ms,outcome,reason,validation_to_gate_ms,validation_to_publish_ms,recheck_to_publish_ms,t_validate_end_ms,t_injection_start_ms,t_injection_end_ms,t_recheck_start_ms,t_recheck_end_ms,t_publish_end_ms
0,xair_atomic,0,,50.0,control,1,0,0,0,0,,561,control,0,,1.2428420595824718,5.455624777823687,64.65107388794422,59.195449110120535,63.40823182836175,,,committed,68.27392578125,EXECUTE,authorization_committed,58.87212231755257,58.89057694002986,0.018454622477293015,5.77367190271616,,,55.85945025086403,64.64579422026873,64.66424884274602
1,xair_atomic,0,,50.0,control,1,0,0,0,0,,562,control,0,,1.070669386535883,2.5643212720751762,60.03782898187637,57.4735077098012,58.96715959534049,,,committed,60.9169921875,EXECUTE,authorization_committed,55.12900883331895,55.141962599009275,0.01295376569032669,4.905113019049168,,,54.988234769552946,60.034121852368116,60.04707561805844
2,xair_atomic,1,0.0,50.0,before_recheck,0,1,0,0,0,564,564,before_check,0,,,,,58.31315414980054,59.60481707006693,9.934247937053442,11.045462917536497,changed,61.60498046875,REVOKE,read_set_version_changed_at_commit,55.34279998391867,,,5.3308019414544106,5.486544221639633,13.2434768602252,55.72184221819043,60.67360192537308,
3,xair_atomic,1,0.0,50.0,before_recheck,0,1,0,0,0,566,566,before_check,0,,,,,58.209558948874474,59.60288271307945,9.177467785775661,10.423155035823584,changed,61.971923828125,REVOKE,read_set_version_changed_at_commit,55.95747381448746,,,4.782733041793108,4.986644722521305,12.849587015807629,55.32080912962556,60.740206856280565,
4,xair_atomic,1,0.0,50.0,before_recheck,0,1,0,0,0,568,568,before_check,0,,,,,58.08219965547323,59.638389851897955,9.12464875727892,10.51918463781476,changed,62.18603515625,REVOKE,read_set_version_changed_at_commit,56.212111841887236,,,4.542992915958166,4.633612930774689,12.90136482566595,54.903465788811445,60.7551047578454,
5,xair_atomic,1,0.0,50.0,before_recheck,0,1,0,0,0,570,570,before_check,0,,,,,62.85492377355695,64.51572990044951,16.636261716485023,17.86748180165887,changed,67.072998046875,REVOKE,read_set_version_changed_at_commit,56.69171130284667,,,8.987441658973694,9.4117377884686,21.14756591618061,59.97198587283492,65.67915296182036,
6,xair_atomic,1,0.0,50.0,before_recheck,0,1,0,0,0,572,572,before_check,0,,,,,59.06918179243803,60.418494045734406,10.828014928847551,12.2138150036335,changed,62.2529296875,REVOKE,read_set_version_changed_at_commit,55.957434233278036,,,5.82968769595027,5.987092852592468,14.067953918129206,56.24341079965234,61.787121929228306,
7,xair_atomic,1,0.0,50.0,before_recheck,0,1,0,0,0,574,574,before_check,0,,,,,62.14563408866525,63.06973798200488,13.698671013116837,15.094029251486063,changed,65.511962890625,REVOKE,read_set_version_changed_at_commit,56.38547660782933,,,7.75696337223053,8.709450252354145,17.989361193031073,59.057620353996754,64.14243998005986,
8,xair_atomic,1,0.0,50.0,before_recheck,0,1,0,0,0,576,576,before_check,0,,,,,57.798347901552916,59.25252614542842,9.664853103458881,10.820470750331879,changed,61.406982421875,REVOKE,read_set_version_changed_at_commit,55.44062377884984,,,4.956419114023447,5.065032746642828,12.859356123954058,55.31260371208191,60.39704289287329,
9,xair_atomic,0,,50.0,control,1,0,0,0,0,,577,control,0,,0.8820453658699989,2.055577002465725,59.93347428739071,57.877897284924984,59.05142892152071,,,committed,61.06591796875,EXECUTE,authorization_committed,54.921339731663465,54.94332080706954,0.021981075406074524,5.006523337215185,,,55.100526195019484,59.92786306887865,59.949844144284725
