publishing_interval_ms,version_scope,intent_kind,run,trace_time_s,gateway_released,reason,e2e_latency_ms,validation_to_gate_ms,achieved_update_rate_hz
1000,predicate,continuous,0,0.183,1,published_after_gate_recheck,17.401156947016716,4.78371512144804,1.0
1000,readset,discrete,1,0.719,1,published_after_gate_recheck,16.882574185729027,4.689428023993969,1.0
1000,readset,continuous,2,1.026,1,published_after_gate_recheck,17.99958012998104,4.586184397339821,1.0
1000,readset,continuous,3,1.981,1,published_after_gate_recheck,17.25496258586645,4.51893825083971,1.0
1000,predicate,continuous,4,2.125,1,published_after_gate_recheck,24.99404177069664,4.822577349841595,1.0
1000,predicate,discrete,5,2.63,1,published_after_gate_recheck,17.01027387753129,4.504441283643246,1.0
1000,predicate,discrete,6,3.445,1,published_after_gate_recheck,16.883565112948418,4.582707770168781,1.0
1000,global,discrete,7,3.934,1,published_after_gate_recheck,19.290291238576174,4.973832052201033,1.0
1000,global,continuous,8,4.182,1,published_after_gate_recheck,17.091386020183563,4.444768652319908,1.0
1000,readset,discrete,9,4.714,1,published_after_gate_recheck,20.495331846177578,5.091361701488495,1.0
1000,predicate,discrete,10,5.353,1,published_after_gate_recheck,19.384478218853474,4.604448098689318,1.0
1000,readset,discrete,11,5.767,1,published_after_gate_recheck,19.754181150346994,4.897378385066986,1.0
1000,predicate,discrete,12,6.261,1,published_after_gate_recheck,18.529654014855623,5.0970930606126785,1.0
1000,global,discrete,13,6.883,1,published_after_gate_recheck,20.510680973529816,5.118672735989094,1.0
1000,global,continuous,14,7.012,1,published_after_gate_recheck,17.330114264041185,4.561528097838163,1.0
1000,readset,discrete,15,7.771,1,published_after_gate_recheck,18.996510189026594,4.582867957651615,1.0
1000,global,continuous,16,8.379,1,published_after_gate_recheck,21.409806795418262,4.717180971056223,1.0
1000,predicate,continuous,17,8.851,1,published_after_gate_recheck,20.282773301005363,5.277791991829872,1.0
1000,global,continuous,18,9.161,1,published_after_gate_recheck,18.867127131670713,4.875216167420149,1.0
1000,readset,discrete,19,9.892,1,published_after_gate_recheck,19.67184664681554,5.283151753246784,1.0
1000,readset,continuous,20,10.443,1,published_after_gate_recheck,18.015179317444563,4.431154113262892,1.0
1000,global,discrete,21,10.992,0,context_version_changed_at_publish,22.61229418218136,8.777277078479528,1.0
1000,global,discrete,22,11.179,1,published_after_gate_recheck,16.044240910559893,3.8308370858430862,1.0
1000,predicate,continuous,23,11.805,1,published_after_gate_recheck,21.463267970830202,4.682995844632387,1.0
1000,predicate,discrete,24,12.159,1,published_after_gate_recheck,16.858438961207867,4.083971958607435,1.0
1000,predicate,continuous,25,12.62,1,published_after_gate_recheck,18.85586604475975,4.606651607900858,1.0
1000,global,continuous,26,13.133,1,published_after_gate_recheck,17.204758245497942,4.4509610161185265,1.0
1000,predicate,discrete,27,13.721,1,published_after_gate_recheck,17.593527678400278,4.278847947716713,1.0
1000,predicate,discrete,28,14.224,1,published_after_gate_recheck,18.666451331228018,5.191098898649216,1.0
1000,predicate,continuous,29,14.564,1,published_after_gate_recheck,19.568702671676874,5.245741922408342,1.0
1000,global,discrete,30,15.449,1,published_after_gate_recheck,16.665576957166195,4.4811079278588295,1.0
1000,predicate,discrete,31,15.727,1,published_after_gate_recheck,17.656175885349512,4.885957110673189,1.0
1000,readset,discrete,32,16.077,1,published_after_gate_recheck,18.737162929028273,4.750763066112995,1.0
1000,global,discrete,33,16.723,1,published_after_gate_recheck,21.504534874111414,5.062296986579895,1.0
1000,readset,continuous,34,17.294,1,published_after_gate_recheck,18.516690004616976,5.152266938239336,1.0
1000,predicate,discrete,35,17.945,1,published_after_gate_recheck,20.141087006777525,5.001713987439871,1.0
1000,predicate,continuous,36,18.087,1,published_after_gate_recheck,17.386820167303085,4.47858264669776,1.0
1000,global,continuous,37,18.688,1,published_after_gate_recheck,17.195662017911673,4.692413844168186,1.0
1000,predicate,discrete,38,19.35,1,published_after_gate_recheck,19.846364855766296,4.691791720688343,1.0
1000,readset,continuous,39,19.55,1,published_after_gate_recheck,17.349310219287872,4.820343106985092,1.0
1000,global,discrete,40,20.096,1,published_after_gate_recheck,16.742071136832237,4.633973818272352,1.0
1000,predicate,discrete,41,20.571,1,published_after_gate_recheck,16.728424932807684,4.062531981617212,1.0
1000,readset,discrete,42,21.009,1,published_after_gate_recheck,18.77178903669119,4.8312838189303875,1.0
1000,predicate,discrete,43,21.97,1,published_after_gate_recheck,16.19494426995516,4.018450155854225,1.0
1000,predicate,discrete,44,22.234,1,published_after_gate_recheck,17.132333014160395,3.932028077542782,1.0
1000,global,continuous,45,22.575,1,published_after_gate_recheck,17.27007096633315,4.524538293480873,1.0
1000,readset,discrete,46,23.111,1,published_after_gate_recheck,18.57222430408001,4.817076958715916,1.0
1000,global,continuous,47,23.711,1,published_after_gate_recheck,18.43227120116353,4.578038584440947,1.0
1000,readset,discrete,48,24.181,1,published_after_gate_recheck,17.802690155804157,4.674210213124752,1.0
1000,predicate,continuous,49,24.856,1,published_after_gate_recheck,17.35208509489894,4.598316736519337,1.0
1000,global,continuous,50,25.449,1,published_after_gate_recheck,19.811008125543594,5.197511985898018,1.0
1000,predicate,discrete,51,25.735,1,published_after_gate_recheck,18.26767297461629,4.190391860902309,1.0
1000,predicate,discrete,52,26.086,1,published_after_gate_recheck,18.44695908948779,5.1179323345422745,1.0
1000,global,continuous,53,26.624,1,published_after_gate_recheck,21.030114963650703,4.444960039108992,1.0
1000,predicate,discrete,54,27.125,1,published_after_gate_recheck,18.11089925467968,5.2088419906795025,1.0
1000,global,continuous,55,27.551,1,published_after_gate_recheck,24.79566028341651,5.382217932492495,1.0
1000,readset,discrete,56,28.259,1,published_after_gate_recheck,17.585422843694687,4.3277801014482975,1.0
1000,global,continuous,57,28.791,1,published_after_gate_recheck,17.772413790225983,4.758957773447037,1.0
1000,readset,discrete,58,29.162,1,published_after_gate_recheck,17.502917908132076,4.145428072661161,1.0
1000,global,discrete,59,29.631,1,published_after_gate_recheck,20.569821819663048,5.328266881406307,1.0
1000,predicate,continuous,60,30.196,1,published_after_gate_recheck,18.6850861646235,4.888071212917566,1.0
1000,readset,continuous,61,30.727,1,published_after_gate_recheck,18.25073082000017,4.809021949768066,1.0
1000,predicate,continuous,62,31.449,1,published_after_gate_recheck,17.903799656778574,4.62431600317359,1.0
1000,readset,discrete,63,31.875,1,published_after_gate_recheck,17.505302093923092,4.915591794997454,1.0
1000,readset,continuous,64,32.477,1,published_after_gate_recheck,18.221717327833176,4.527974873781204,1.0
1000,global,discrete,65,32.606,1,published_after_gate_recheck,17.457724083215,4.071739036589861,1.0
1000,global,discrete,66,33.052,1,published_after_gate_recheck,18.717977218329906,4.803963005542755,1.0
1000,global,discrete,67,33.679,1,published_after_gate_recheck,18.119744956493378,4.596644081175327,1.0
1000,global,discrete,68,34.358,1,published_after_gate_recheck,18.54830887168646,4.449788015335798,1.0
1000,global,discrete,69,34.594,1,published_after_gate_recheck,17.65411114320159,4.5738210901618,1.0
1000,readset,discrete,70,35.383,1,published_after_gate_recheck,16.85420097783208,4.67275595292449,1.0
1000,readset,continuous,71,35.614,1,published_after_gate_recheck,19.443518947809935,4.681712947785854,1.0
1000,readset,continuous,72,36.253,1,published_after_gate_recheck,18.656141124665737,4.780378192663193,1.0
1000,predicate,discrete,73,36.582,1,published_after_gate_recheck,17.72413309663534,4.856280982494354,1.0
1000,predicate,discrete,74,37.465,1,published_after_gate_recheck,29.34571634978056,7.65187619253993,1.0
1000,predicate,discrete,75,37.99,1,published_after_gate_recheck,19.9695760384202,5.479199346154928,1.0
1000,readset,discrete,76,38.31,1,published_after_gate_recheck,19.08701006323099,4.670062102377415,1.0
1000,predicate,continuous,77,38.744,1,published_after_gate_recheck,18.4830860234797,4.4205328449606895,1.0
1000,global,continuous,78,39.428,1,published_after_gate_recheck,24.2331949993968,4.821755923330784,1.0
1000,predicate,continuous,79,39.856,1,published_after_gate_recheck,20.15912067145109,4.842033609747887,1.0
1000,global,discrete,80,40.408,1,published_after_gate_recheck,18.553287722170353,4.375689197331667,1.0
1000,global,continuous,81,40.73,1,published_after_gate_recheck,17.131831031292677,4.410584922879934,1.0
1000,global,continuous,82,41.208,1,published_after_gate_recheck,20.19166201353073,7.2947656735777855,1.0
1000,readset,continuous,83,41.76,1,published_after_gate_recheck,17.92500913143158,4.515602253377438,1.0
1000,global,discrete,84,42.233,1,published_after_gate_recheck,18.21840088814497,4.555026069283485,1.0
1000,readset,continuous,85,42.943,1,published_after_gate_recheck,16.877104062587023,4.211582243442535,1.0
1000,predicate,continuous,86,43.5,1,published_after_gate_recheck,17.79020670801401,4.712210036814213,1.0
1000,readset,continuous,87,43.518,1,published_after_gate_recheck,15.154581982642412,4.7034150920808315,1.0
1000,predicate,discrete,88,44.032,1,published_after_gate_recheck,17.861441243439913,4.2372397147119045,1.0
1000,global,continuous,89,44.584,1,published_after_gate_recheck,18.263946287333965,4.940389189869165,1.0
1000,readset,continuous,90,45.383,1,published_after_gate_recheck,18.459551967680454,5.092003382742405,1.0
1000,predicate,continuous,91,45.905,1,published_after_gate_recheck,26.38127515092492,5.551465786993504,1.0
1000,readset,continuous,92,46.327,1,published_after_gate_recheck,17.128475941717625,4.576506093144417,1.0
1000,predicate,discrete,93,46.578,1,published_after_gate_recheck,16.02097786962986,3.9179609157145023,1.0
1000,global,continuous,94,47.143,1,published_after_gate_recheck,18.798117991536856,4.6740686520934105,1.0
1000,predicate,discrete,95,47.904,1,published_after_gate_recheck,22.55426486954093,5.037881433963776,1.0
1000,readset,continuous,96,48.418,1,published_after_gate_recheck,18.998404033482075,4.967560060322285,1.0
1000,global,discrete,97,48.582,1,published_after_gate_recheck,18.199143931269646,4.642629995942116,1.0
1000,global,discrete,98,49.365,1,published_after_gate_recheck,18.547588028013706,4.68496885150671,1.0
1000,readset,continuous,99,49.67,1,published_after_gate_recheck,18.063900992274284,4.589721094816923,1.0
1000,readset,discrete,100,50.487,1,published_after_gate_recheck,16.463066916912794,4.4981190003454685,1.0
1000,predicate,continuous,101,50.745,1,published_after_gate_recheck,17.307059839367867,4.440471064299345,1.0
1000,predicate,continuous,102,51.282,1,published_after_gate_recheck,19.50795017182827,5.494819022715092,1.0
1000,predicate,continuous,103,51.981,1,published_after_gate_recheck,18.717916682362556,4.728720989078283,1.0
1000,predicate,continuous,104,52.147,1,published_after_gate_recheck,18.47048383206129,5.013926886022091,1.0
1000,readset,discrete,105,52.868,1,published_after_gate_recheck,18.917040899395943,4.195170011371374,1.0
1000,global,continuous,106,53.495,1,published_after_gate_recheck,19.201484974473715,4.75529208779335,1.0
1000,global,continuous,107,53.708,1,published_after_gate_recheck,18.47275672480464,4.773125052452087,1.0
1000,readset,continuous,108,54.085,1,published_after_gate_recheck,17.321437131613493,4.669540096074343,1.0
1000,readset,discrete,109,54.8,1,published_after_gate_recheck,17.258379142731428,4.323300905525684,1.0
1000,global,discrete,110,55.455,1,published_after_gate_recheck,18.5803291387856,4.5922561548650265,1.0
1000,global,discrete,111,55.968,1,published_after_gate_recheck,18.06320995092392,5.130013916641474,1.0
1000,global,discrete,112,56.232,1,published_after_gate_recheck,18.940915819257498,4.530349746346474,1.0
1000,readset,continuous,113,56.655,1,published_after_gate_recheck,18.137749284505844,4.687273409217596,1.0
1000,global,continuous,114,57.031,1,published_after_gate_recheck,22.84902799874544,4.7778538428246975,1.0
1000,predicate,continuous,115,57.885,1,published_after_gate_recheck,19.39802384003997,5.5778450332582,1.0
1000,predicate,continuous,116,58.264,1,published_after_gate_recheck,20.04916500300169,5.544190760701895,1.0
1000,readset,continuous,117,58.665,1,published_after_gate_recheck,18.555844202637672,4.701961297541857,1.0
1000,global,continuous,118,59.484,1,published_after_gate_recheck,18.406343180686235,4.927734844386578,1.0
1000,predicate,continuous,119,59.664,1,published_after_gate_recheck,18.871476408094168,5.182503256946802,1.0
1000,predicate,continuous,120,60.003,1,published_after_gate_recheck,18.387116957455873,4.604818765074015,1.0
1000,predicate,continuous,121,60.982,1,published_after_gate_recheck,18.924735952168703,5.54106617346406,1.0
1000,readset,continuous,122,61.393,1,published_after_gate_recheck,18.45886092633009,4.720155615359545,1.0
1000,global,discrete,123,61.543,1,published_after_gate_recheck,17.577858176082373,4.84961923211813,1.0
1000,global,continuous,124,62.293,1,published_after_gate_recheck,16.999914776533842,4.0639652870595455,1.0
1000,predicate,discrete,125,62.75,1,published_after_gate_recheck,19.254623912274837,5.4665557108819485,1.0
1000,global,continuous,126,63.46,1,published_after_gate_recheck,20.941940136253834,6.85591297224164,1.0
1000,readset,discrete,127,63.544,1,published_after_gate_recheck,16.211755108088255,4.165245220065117,1.0
1000,global,discrete,128,64.378,1,published_after_gate_recheck,16.908241901546717,4.253871273249388,1.0
1000,global,continuous,129,64.579,1,published_after_gate_recheck,16.83614682406187,4.389164038002491,1.0
1000,predicate,continuous,130,65.423,1,published_after_gate_recheck,17.597554717212915,4.869245924055576,1.0
1000,readset,continuous,131,65.738,1,published_after_gate_recheck,17.803651746362448,4.73132636398077,1.0
1000,readset,discrete,132,66.464,1,published_after_gate_recheck,18.817995209246874,5.313449073582888,1.0
1000,global,discrete,133,66.907,1,published_after_gate_recheck,18.82883533835411,5.099637899547815,1.0
1000,readset,continuous,134,67.414,1,published_after_gate_recheck,19.845823757350445,4.949775990098715,1.0
1000,global,discrete,135,67.738,1,published_after_gate_recheck,17.908218316733837,4.655084107071161,1.0
1000,predicate,discrete,136,68.109,1,published_after_gate_recheck,17.850880045443773,4.7293128445744514,1.0
1000,predicate,continuous,137,68.613,1,published_after_gate_recheck,16.68447209522128,4.431634210050106,1.0
1000,readset,continuous,138,69.459,1,published_after_gate_recheck,17.87757081910968,4.652249161154032,1.0
1000,global,discrete,139,69.515,1,published_after_gate_recheck,16.474417876452208,4.844028037041426,1.0
