run,mode,inject,inject_offset_ms,publish_delay_ms,injection_window,gateway_released,gate_blocked,stale_publish,potential_stale_publish,post_release_invalidation,injection_version,check_version,version_order,stale_exact,position_vs_middleware,residual_lo_ms,residual_hi_ms,t_middleware_ms,store_io_lo_ms,store_io_hi_ms,injection_store_lo_ms,injection_store_hi_ms,commit_status,commit_age_ms,outcome,reason,validation_to_gate_ms,validation_to_publish_ms,recheck_to_publish_ms,t_validate_end_ms,t_injection_start_ms,t_injection_end_ms,t_recheck_start_ms,t_recheck_end_ms,t_publish_end_ms
0,xair,0,,50.0,control,1,0,0,0,0,,1,control,0,,1.14514771848917,2.256453037261963,59.94071112945676,57.684258092194796,58.79556341096759,,,,,EXECUTE,published_after_gate_recheck,54.80886436998844,54.823261220008135,0.014396850019693375,5.131436046212912,,,55.25524215772748,59.94030041620135,59.95469726622105
1,xair,0,,50.0,control,1,0,0,0,0,,2,control,0,,1.3639279641211033,3.0777426436543465,60.933352913707495,57.85561027005315,59.56942494958639,,,,,EXECUTE,published_after_gate_recheck,56.246341206133366,56.263392791152,0.017051585018634796,4.686782136559486,,,54.826497100293636,60.93312334269285,60.95017492771149
2,xair,1,0.0,50.0,before_recheck,0,1,0,0,0,4,4,before_check,0,,,,,59.08770114183426,60.5477299541235,11.047713924199343,12.077426072210073,,,REVOKE,read_set_version_changed_at_gate,56.089085061103106,,,5.630251951515675,5.922580137848854,14.342495240271091,56.32438696920872,61.71933701261878,
3,xair,1,0.0,50.0,before_recheck,0,1,0,0,0,6,6,before_check,0,,,,,59.15942508727312,60.932351276278496,10.223688092082739,11.232531163841486,,,REVOKE,read_set_version_changed_at_gate,56.41390522941947,,,5.5581359192729,5.778510123491287,13.249434065073729,56.07761396095157,61.97204114869237,
4,xair,1,0.0,50.0,before_recheck,0,1,0,0,0,8,8,before_check,0,,,,,57.315316051244736,58.22455184534192,8.717203047126532,10.034613776952028,,,REVOKE,read_set_version_changed_at_gate,55.05164014175534,,,4.439647775143385,4.5296368189156055,12.132599018514156,54.7927338629961,59.49128791689873,
5,xair,1,0.0,50.0,before_recheck,0,1,0,0,0,10,10,before_check,0,,,,,61.575768049806356,63.0663838237524,13.055299874395132,14.29792121052742,,,REVOKE,read_set_version_changed_at_gate,58.215685188770294,,,6.0509308241307735,6.246787961572409,16.469493974000216,58.48049186170101,64.26661601290107,
6,xair,1,0.0,50.0,before_recheck,0,1,0,0,0,12,12,before_check,0,,,,,59.4247430562973,60.86619710549712,10.62405901029706,13.058586046099663,,,REVOKE,read_set_version_changed_at_gate,56.78462004289031,,,5.191679112613201,5.407063290476799,15.043830033391714,55.776399094611406,61.97629915550351,
7,xair,1,0.0,50.0,before_recheck,0,1,0,0,0,14,14,before_check,0,,,,,59.15541714057326,60.67469669505954,10.756507050246,12.116468977183104,,,REVOKE,read_set_version_changed_at_gate,56.393065955489874,,,5.5294521152973175,5.705622956156731,14.239280950278044,55.96509296447039,61.92251807078719,
8,xair,1,0.0,50.0,before_recheck,0,1,0,0,0,16,16,before_check,0,,,,,60.0874163210392,61.33995531126857,11.013339273631573,12.320020236074924,,,REVOKE,read_set_version_changed_at_gate,56.50791106745601,,,6.041593383997679,6.253721192479134,14.424448367208242,56.548587046563625,62.549504451453686,
9,xair,0,,50.0,control,1,0,0,0,0,,17,control,0,,1.5368028543889523,3.051083069294691,61.66095705702901,58.60987398773432,60.12415420264006,,,,,EXECUTE,published_after_gate_recheck,56.29486218094826,56.30742525681853,0.012563075870275497,5.365835037082434,,,55.50370737910271,61.66069721803069,61.67326029390097
10,xair,1,0.0,50.0,before_recheck,0,1,0,0,0,19,19,before_check,0,,,,,58.66379523649812,59.814874082803726,10.008424054831266,10.863508097827435,,,REVOKE,read_set_version_changed_at_gate,55.95293082296848,,,5.125534255057573,5.3143491968512535,13.145218137651682,55.72350928559899,61.078465078026056,
11,xair,1,0.0,50.0,before_recheck,0,1,0,0,0,21,21,before_check,0,,,,,58.21977322921157,59.289520140737295,9.805114008486271,10.819606948643923,,,REVOKE,read_set_version_changed_at_gate,55.348796769976616,,,5.040486343204975,5.213240161538124,12.997000943869352,55.52807403728366,60.38928311318159,
12,xair,1,0.0,50.0,before_recheck,0,1,0,0,0,23,23,before_check,0,,,,,58.39704489335418,59.5172168686986,10.325029026716948,11.573391035199165,,,REVOKE,read_set_version_changed_at_gate,55.385055020451546,,,5.227766931056976,5.3814249113202095,13.857314828783274,55.67706283181906,60.61282195150852,
13,xair,1,0.0,50.0,before_recheck,0,1,0,0,0,25,25,before_check,0,,,,,58.11474611982703,59.14273392409086,9.819981176406145,11.019682046025991,,,REVOKE,read_set_version_changed_at_gate,55.04739098250866,,,5.148859228938818,5.24863600730896,12.782168108969927,55.480174254626036,60.19625021144748,
14,xair,0,,50.0,control,1,0,0,0,0,,26,control,0,,1.1900123208761215,2.6534870266914368,60.81262603402138,58.15913900732994,59.622613713145256,,,,,EXECUTE,published_after_gate_recheck,55.88511284440756,55.8979669585824,0.012854114174842834,4.9273730255663395,,,55.04485685378313,60.8124858699739,60.82533998414874
15,xair,0,,50.0,control,1,0,0,0,0,,27,control,0,,1.0532760061323643,2.3395982570946217,62.54727020859718,60.20767195150256,61.49399420246482,,,,,EXECUTE,published_after_gate_recheck,57.12834605947137,57.142992969602346,0.01464691013097763,5.4186442866921425,,,55.59360608458519,62.54699034616351,62.56163725629449
16,xair,1,0.0,50.0,before_recheck,0,1,0,0,0,29,29,before_check,0,,,,,61.131443828344345,62.714063096791506,12.241021730005741,13.502508867532015,,,REVOKE,read_set_version_changed_at_gate,57.66997113823891,,,6.409372668713331,6.518898066133261,15.63384709879756,56.75869109109044,64.07934380695224,
17,xair,1,0.0,50.0,before_recheck,0,1,0,0,0,31,31,before_check,0,,,,,61.65929418057203,64.24509501084685,9.991612285375595,11.120099108666182,,,REVOKE,read_set_version_changed_at_gate,60.18925737589598,,,5.345277022570372,5.542867351323366,13.070288114249706,57.53318406641483,65.53453439846635,
18,xair,1,0.0,50.0,before_recheck,0,1,0,0,0,33,33,before_check,0,,,,,60.45784102752805,61.66826095432043,12.34569912776351,13.974112924188375,,,REVOKE,read_set_version_changed_at_gate,55.9712341055274,,,6.834681145846844,6.969674024730921,17.062075901776552,57.30189010500908,62.805915251374245,
19,xair,1,0.0,50.0,before_recheck,0,1,0,0,0,35,35,before_check,0,,,,,62.00275896117091,64.37507923692465,13.866682071238756,14.989960007369518,,,REVOKE,read_set_version_changed_at_gate,57.11118318140507,,,8.653413038700819,8.871041238307953,16.934907995164394,59.29362727329135,65.76459622010589,
20,xair,1,0.0,50.0,before_recheck,0,1,0,0,0,37,37,before_check,0,,,,,58.09218296781182,59.39225200563669,10.471222922205925,11.287203058600426,,,REVOKE,read_set_version_changed_at_gate,55.80962123349309,,,4.745822865515947,5.023403093218803,13.504141941666603,55.43933715671301,60.55544409900904,
21,xair,1,0.0,50.0,before_recheck,0,1,0,0,0,39,39,before_check,0,,,,,64.88295225426555,66.48849416524172,25.529581122100353,27.201266027987003,,,REVOKE,read_set_version_changed_at_gate,58.84774075821042,,,8.80286330357194,9.00681596249342,31.197333242744207,59.54625131562352,67.65060406178236,
22,xair,1,0.0,50.0,before_recheck,0,1,0,0,0,41,41,before_check,0,,,,,62.2841059230268,63.583443872630596,15.052124857902527,16.46861294284463,,,REVOKE,read_set_version_changed_at_gate,55.8906439691782,,,8.816597983241081,9.048753883689642,19.58622084930539,59.43717574700713,64.70724195241928,
23,xair,1,0.0,50.0,before_recheck,0,1,0,0,0,43,43,before_check,0,,,,,58.21415223181248,59.689139015972614,9.427784942090511,10.636413004249334,,,REVOKE,read_set_version_changed_at_gate,56.25433474779129,,,4.679749254137278,4.805123899132013,12.799589894711971,55.026732850819826,60.93408400192857,
24,xair,0,,50.0,control,1,0,0,0,0,,44,control,0,,1.2509371154010296,2.496562898159027,60.064051765948534,57.56748886778951,58.813114650547504,,,,,EXECUTE,published_after_gate_recheck,55.69033790379763,55.7027910836041,0.012453179806470871,4.373603966087103,,,54.49250992387533,60.06394186988473,60.0763950496912
25,xair,1,0.0,50.0,before_recheck,0,1,0,0,0,46,46,before_check,0,,,,,58.381195180118084,59.79978619143367,9.488850366324186,10.690794326364994,,,REVOKE,read_set_version_changed_at_gate,56.26844195649028,,,4.6889763325452805,4.865026101469994,12.739978265017271,55.21702999249101,60.95741828903556,
26,xair,1,0.0,50.0,before_recheck,0,1,0,0,0,48,48,before_check,0,,,,,58.56635235249996,59.901086147874594,10.374230332672596,11.396938934922218,,,REVOKE,read_set_version_changed_at_gate,56.114913895726204,,,5.052568390965462,5.22621301934123,13.304066378623247,55.53098814561963,61.167482286691666,
27,xair,1,0.0,50.0,before_recheck,0,1,0,0,0,50,50,before_check,0,,,,,59.30779408663511,60.46508392319083,11.269108857959509,12.421059887856245,,,REVOKE,read_set_version_changed_at_gate,55.80025305971503,,,5.7245590724051,5.91481477022171,14.201840851455927,56.27104686573148,61.52481213212013,
28,xair,0,,50.0,control,1,0,0,0,0,,51,control,0,,1.4012488536536694,2.8381235897541046,60.5560545809567,57.71793099120259,59.15480572730303,,,,,EXECUTE,published_after_gate_recheck,55.9988459572196,56.01487681269646,0.01603085547685623,4.557027947157621,,,54.685321636497974,60.55587390437722,60.57190475985408
29,xair,1,0.0,50.0,before_recheck,0,1,0,0,0,53,53,before_check,0,,,,,60.31575379893184,61.659203842282295,11.120981071144342,12.357090134173632,,,REVOKE,read_set_version_changed_at_gate,57.03259585425258,,,6.004163064062595,6.26338878646493,14.635754749178886,56.58082803711295,63.03675891831517,
30,xair,0,,50.0,control,1,0,0,0,0,,54,control,0,,1.287234015762806,2.7517122216522694,61.05262599885464,58.30091377720237,59.76539198309183,,,,,EXECUTE,published_after_gate_recheck,55.578287690877914,55.59259466826916,0.014306977391242981,5.4740081541240215,,,55.59881590306759,61.052295845001936,61.06660282239318
31,xair,1,0.0,50.0,before_recheck,0,1,0,0,0,56,56,before_check,0,,,,,60.781968757510185,62.305415980517864,12.322825845330954,13.422608841210604,,,REVOKE,read_set_version_changed_at_gate,55.839817970991135,,,7.522040046751499,7.6655191369354725,15.521576162427664,57.93782277032733,63.361858017742634,
32,xair,1,0.0,50.0,before_recheck,0,1,0,0,0,58,58,before_check,0,,,,,59.46947680786252,60.686320066452026,11.142982635647058,12.08887668326497,,,REVOKE,read_set_version_changed_at_gate,55.87600590661168,,,6.0889520682394505,6.224276032298803,14.402437023818493,56.536304764449596,61.96495797485113,
33,xair,1,0.0,50.0,before_recheck,0,1,0,0,0,60,60,before_check,0,,,,,59.96888363733888,61.37385964393616,11.59067265689373,12.868870981037617,,,REVOKE,read_set_version_changed_at_gate,56.69409083202481,,,5.949319805949926,6.193638779222965,14.82423860579729,56.50644889101386,62.64341063797474,
34,xair,1,0.0,50.0,before_recheck,0,1,0,0,0,62,62,before_check,0,,,,,59.37979789450765,61.09300162643194,10.606525931507349,12.14147498831153,,,REVOKE,read_set_version_changed_at_gate,56.95019103586674,,,5.403175018727779,5.559898912906647,14.243938960134983,55.794982705265284,62.35336605459452,
35,xair,1,0.0,50.0,before_recheck,0,1,0,0,0,64,64,before_check,0,,,,,61.04343896731734,62.36074026674032,12.176631949841976,13.306059874594212,,,REVOKE,read_set_version_changed_at_gate,57.51225491985679,,,6.052213255316019,7.867779117077589,15.56930597871542,58.15676413476467,63.564468175172806,
36,xair,1,0.0,50.0,before_recheck,0,1,0,0,0,66,66,before_check,0,,,,,59.21528022736311,60.49350742250681,11.717811226844788,13.140279334038496,,,REVOKE,read_set_version_changed_at_gate,55.75569998472929,,,5.967564415186644,6.1796423979103565,15.582651365548372,56.51493417099118,61.723264399915934,
37,xair,0,,50.0,control,1,0,0,0,0,,67,control,0,,1.3461844064295292,2.679595723748207,63.07337712496519,60.393781401216984,61.72719271853566,,,,,EXECUTE,published_after_gate_recheck,55.9806521050632,55.995500180870295,0.014848075807094574,7.092555053532124,,,57.21445707604289,63.073207158595324,63.08805523440242
38,xair,0,,50.0,control,1,0,0,0,0,,68,control,0,,1.0715499520301819,2.6061581447720528,60.90022996068001,58.294071815907955,59.828680008649826,,,,,EXECUTE,published_after_gate_recheck,55.450307205319405,55.463312193751335,0.013004988431930542,5.449802614748478,,,55.57954963296652,60.90010982006788,60.91311480849981
39,xair,1,0.0,50.0,before_recheck,0,1,0,0,0,70,70,before_check,0,,,,,58.32628160715103,59.793153777718544,10.317754000425339,11.218964587897062,,,REVOKE,read_set_version_changed_at_gate,56.131556164473295,,,4.6734255738556385,4.8693339340388775,13.273929711431265,55.23807881399989,60.804981738328934,
40,xair,1,30.0,50.0,before_recheck,0,1,0,0,0,72,72,before_check,0,,,,,57.35120316967368,58.33706213161349,40.231307968497276,41.38461221009493,,,REVOKE,read_set_version_changed_at_gate,54.87756337970495,,,4.538573790341616,34.810388926416636,43.36149012669921,54.867222905159,59.41613717004657,
41,xair,0,,50.0,control,1,0,0,0,0,,73,control,0,,1.3277698308229446,2.9070228338241577,60.76799193397164,57.860969100147486,59.4402221031487,,,,,EXECUTE,published_after_gate_recheck,55.99879613146186,56.010507978498936,0.01171184703707695,4.768985789269209,,,54.883453994989395,60.76778192073107,60.779493767768145
42,xair,0,,50.0,control,1,0,0,0,0,,74,control,0,,1.1942698620259762,2.146426122635603,62.49576294794679,60.349336825311184,61.30149308592081,,,,,EXECUTE,published_after_gate_recheck,57.41470213979483,57.431063149124384,0.01636100932955742,5.080780945718288,,,55.21051678806543,62.495483085513115,62.51184409484267
43,xair,1,30.0,50.0,before_recheck,0,1,0,0,0,76,76,before_check,0,,,,,58.402384631335735,59.73626673221588,41.69603576883674,43.02128171548247,,,REVOKE,read_set_version_changed_at_gate,55.61388423666358,,,5.253073759377003,35.49990290775895,45.23778986185789,55.521811824291945,60.86695799604058,
44,xair,0,,50.0,control,1,0,0,0,0,,77,control,0,,1.470788847655058,3.2591838389635086,62.67197383567691,59.4127899967134,61.20118498802185,,,,,EXECUTE,published_after_gate_recheck,56.81185098364949,56.82703014463186,0.015179160982370377,5.859781987965107,,,56.05042306706309,62.6716329716146,62.68681213259697
