mode,deadline_ms,induced_delay_ms,gateway_released,reason,age_at_check_ms,age_at_middleware_ms,late_at_check,late_at_middleware
xair,100,90.0,0,deadline exceeded: elapsed 103.3ms > 100ms at release_at_publish,103.251220703125,,0,0
xair_atomic,100,99.5,0,age_bound_exceeded_at_commit,110.52416992188,,0,0
xair_atomic,100,103.0,0,age_bound_exceeded_at_commit,116.03100585938,,0,0
xair,100,102.0,0,deadline exceeded: elapsed 116.0ms > 100ms at release_at_publish,116.002685546875,,0,0
xair_atomic,100,86.5,1,authorization_committed,98.6650390625,100.645751953125,0,1
xair_atomic,100,93.0,0,age_bound_exceeded_at_commit,104.35278320312,,0,0
xair_atomic,100,90.0,0,age_bound_exceeded_at_commit,101.73022460938,,0,0
xair_atomic,100,93.5,0,age_bound_exceeded_at_commit,104.44116210938,,0,0
xair_atomic,100,102.0,0,age_bound_exceeded_at_commit,114.005859375,,0,0
xair_atomic,100,96.5,0,age_bound_exceeded_at_commit,110.41381835938,,0,0
xair,100,88.0,0,deadline exceeded: elapsed 103.4ms > 100ms at release_at_publish,103.35107421875,,0,0
xair_atomic,100,102.5,0,age_bound_exceeded_at_commit,115.50390625,,0,0
xair_atomic,100,88.0,0,age_bound_exceeded_at_commit,100.64794921875,,0,0
xair,100,93.0,0,deadline exceeded: elapsed 106.9ms > 100ms at release_at_publish,106.916259765625,,0,0
xair_atomic,100,93.5,0,age_bound_exceeded_at_commit,105.78491210938,,0,0
xair,100,97.0,0,deadline exceeded: elapsed 111.6ms > 100ms at release_at_publish,111.55615234375,,0,0
xair,100,91.0,0,deadline exceeded: elapsed 103.6ms > 100ms at release_at_publish,103.64013671875,,0,0
xair_atomic,100,90.0,0,age_bound_exceeded_at_commit,101.11499023438,,0,0
xair,100,86.5,0,deadline exceeded: elapsed 101.5ms > 100ms at release_at_publish,101.45947265625,,0,0
xair,100,98.5,0,deadline exceeded: elapsed 111.5ms > 100ms at release_at_publish,111.484130859375,,0,0
xair,100,101.0,0,deadline exceeded: elapsed 115.7ms > 100ms at release_at_publish,115.697265625,,0,0
xair_atomic,100,94.0,0,age_bound_exceeded_at_commit,106.73193359375,,0,0
xair,100,91.5,0,deadline exceeded: elapsed 105.7ms > 100ms at release_at_publish,105.652099609375,,0,0
xair,100,100.0,0,deadline exceeded: elapsed 114.2ms > 100ms at release_at_publish,114.17529296875,,0,0
xair,100,104.0,0,deadline exceeded: elapsed 117.6ms > 100ms at release_at_publish,117.617431640625,,0,0
xair,100,94.0,0,deadline exceeded: elapsed 109.0ms > 100ms at release_at_publish,109.017822265625,,0,0
xair_atomic,100,95.5,0,age_bound_exceeded_at_commit,107.78393554688,,0,0
xair,100,102.5,0,deadline exceeded: elapsed 117.3ms > 100ms at release_at_publish,117.306640625,,0,0
xair_atomic,100,97.0,0,age_bound_exceeded_at_commit,109.40698242188,,0,0
xair,100,86.0,0,deadline exceeded: elapsed 101.9ms > 100ms at release_at_publish,101.892822265625,,0,0
xair_atomic,100,85.5,1,authorization_committed,97.973876953125,100.2880859375,0,1
xair,100,96.0,0,deadline exceeded: elapsed 110.5ms > 100ms at release_at_publish,110.4873046875,,0,0
xair,100,104.5,0,deadline exceeded: elapsed 118.3ms > 100ms at release_at_publish,118.25048828125,,0,0
xair_atomic,100,103.5,0,age_bound_exceeded_at_commit,115.06591796875,,0,0
xair_atomic,100,95.0,0,age_bound_exceeded_at_commit,109.6669921875,,0,0
xair_atomic,100,85.0,1,authorization_committed,97.056884765625,98.654541015625,0,0
xair_atomic,100,102.0,0,age_bound_exceeded_at_commit,115.55493164062,,0,0
xair_atomic,100,92.0,0,age_bound_exceeded_at_commit,103.33813476562,,0,0
xair,100,101.0,0,deadline exceeded: elapsed 114.0ms > 100ms at release_at_publish,113.95751953125,,0,0
xair,100,93.5,0,deadline exceeded: elapsed 107.6ms > 100ms at release_at_publish,107.61279296875,,0,0
xair,100,97.0,0,deadline exceeded: elapsed 111.1ms > 100ms at release_at_publish,111.102783203125,,0,0
xair_atomic,100,89.0,0,age_bound_exceeded_at_commit,103.39599609375,,0,0
xair,100,104.5,0,deadline exceeded: elapsed 119.1ms > 100ms at release_at_publish,119.060791015625,,0,0
xair_atomic,100,92.0,0,age_bound_exceeded_at_commit,105.55590820312,,0,0
xair_atomic,100,100.0,0,age_bound_exceeded_at_commit,113.27294921875,,0,0
xair_atomic,100,96.5,0,age_bound_exceeded_at_commit,107.72705078125,,0,0
xair_atomic,100,95.5,0,age_bound_exceeded_at_commit,107.98999023438,,0,0
xair_atomic,100,93.0,0,age_bound_exceeded_at_commit,104.666015625,,0,0
xair_atomic,100,101.5,0,age_bound_exceeded_at_commit,112.8310546875,,0,0
xair,100,89.5,0,deadline exceeded: elapsed 101.7ms > 100ms at release_at_publish,101.642578125,,0,0
xair,100,94.0,0,deadline exceeded: elapsed 106.5ms > 100ms at release_at_publish,106.48583984375,,0,0
xair,100,104.0,0,deadline exceeded: elapsed 117.7ms > 100ms at release_at_publish,117.6728515625,,0,0
xair_atomic,100,90.0,0,age_bound_exceeded_at_commit,100.97412109375,,0,0
xair,100,90.0,0,deadline exceeded: elapsed 104.6ms > 100ms at release_at_publish,104.63525390625,,0,0
xair_atomic,100,102.5,0,age_bound_exceeded_at_commit,113.78393554688,,0,0
xair_atomic,100,85.0,1,authorization_committed,97.618896484375,99.813720703125,0,0
xair_atomic,100,91.5,0,age_bound_exceeded_at_commit,102.47680664062,,0,0
xair,100,94.0,0,deadline exceeded: elapsed 107.4ms > 100ms at release_at_publish,107.430419921875,,0,0
xair_atomic,100,105.0,0,age_bound_exceeded_at_commit,117.619140625,,0,0
xair,100,103.5,0,deadline exceeded: elapsed 119.1ms > 100ms at release_at_publish,119.140625,,0,0
xair_atomic,100,91.5,0,age_bound_exceeded_at_commit,104.35107421875,,0,0
xair_atomic,100,101.0,0,age_bound_exceeded_at_commit,113.43188476562,,0,0
xair,100,86.0,1,published_after_gate_recheck,99.00439453125,99.050048828125,0,0
xair,100,98.5,0,deadline exceeded: elapsed 111.3ms > 100ms at release_at_publish,111.337158203125,,0,0
xair,100,87.5,0,deadline exceeded: elapsed 100.9ms > 100ms at release_at_publish,100.87548828125,,0,0
xair,100,85.0,1,published_after_gate_recheck,98.992919921875,99.041015625,0,0
xair,100,96.5,0,deadline exceeded: elapsed 111.3ms > 100ms at release_at_publish,111.300537109375,,0,0
xair_atomic,100,100.5,0,age_bound_exceeded_at_commit,112.69799804688,,0,0
xair_atomic,100,103.5,0,age_bound_exceeded_at_commit,114.63403320312,,0,0
xair,100,92.0,0,deadline exceeded: elapsed 108.3ms > 100ms at release_at_publish,108.26904296875,,0,0
xair_atomic,100,99.0,0,age_bound_exceeded_at_commit,111.1220703125,,0,0
xair,100,90.5,0,deadline exceeded: elapsed 105.0ms > 100ms at release_at_publish,104.98193359375,,0,0
xair_atomic,100,86.0,1,authorization_committed,98.0361328125,99.802001953125,0,0
xair_atomic,100,102.0,0,age_bound_exceeded_at_commit,115.77807617188,,0,0
xair_atomic,100,95.5,0,age_bound_exceeded_at_commit,107.8359375,,0,0
xair,100,99.5,0,deadline exceeded: elapsed 114.1ms > 100ms at release_at_publish,114.064208984375,,0,0
xair,100,99.0,0,deadline exceeded: elapsed 113.6ms > 100ms at release_at_publish,113.53466796875,,0,0
xair,100,93.0,0,deadline exceeded: elapsed 108.6ms > 100ms at release_at_publish,108.60546875,,0,0
xair_atomic,100,105.0,0,age_bound_exceeded_at_commit,117.65405273438,,0,0
xair_atomic,100,101.5,0,age_bound_exceeded_at_commit,113.06909179688,,0,0
xair_atomic,100,86.0,1,authorization_committed,97.69091796875,99.454345703125,0,0
xair,100,98.0,0,deadline exceeded: elapsed 111.5ms > 100ms at release_at_publish,111.458740234375,,0,0
xair_atomic,100,97.5,0,age_bound_exceeded_at_commit,109.39599609375,,0,0
xair,100,104.5,0,deadline exceeded: elapsed 118.9ms > 100ms at release_at_publish,118.9384765625,,0,0
xair_atomic,100,94.0,0,age_bound_exceeded_at_commit,106.00610351562,,0,0
xair_atomic,100,104.5,0,age_bound_exceeded_at_commit,116.7900390625,,0,0
xair_atomic,100,90.5,0,age_bound_exceeded_at_commit,103.35424804688,,0,0
xair,100,91.0,0,deadline exceeded: elapsed 105.1ms > 100ms at release_at_publish,105.11669921875,,0,0
xair,100,85.0,1,published_after_gate_recheck,98.267822265625,98.3115234375,0,0
xair,100,92.5,0,deadline exceeded: elapsed 107.1ms > 100ms at release_at_publish,107.101806640625,,0,0
xair_atomic,100,95.5,0,age_bound_exceeded_at_commit,107.18603515625,,0,0
xair_atomic,100,97.5,0,age_bound_exceeded_at_commit,108.89697265625,,0,0
xair_atomic,100,87.5,1,authorization_committed,98.613037109375,100.183837890625,0,1
