run,inject,inject_offset_ms,publish_delay_ms,injection_window,gateway_released,gate_blocked,stale_publish,potential_stale_publish,post_release_invalidation,outcome,reason,validation_to_gate_ms,validation_to_publish_ms,recheck_to_publish_ms,t_validate_end_ms,t_injection_start_ms,t_injection_end_ms,t_recheck_start_ms,t_recheck_end_ms,t_publish_end_ms
50,0,,50.0,control,1,0,0,0,0,EXECUTE,published_after_gate_recheck,52.72187199443579,52.73115891031921,0.009286915883421898,6.648787064477801,,,56.73950910568237,59.37065905891359,59.37994597479701
51,1,40.0,50.0,concurrent,0,1,0,0,0,REVOKE,context_version_changed_at_publish,66.76474097184837,,,4.097685916349292,52.626383025199175,71.13813399337232,60.99615292623639,70.86242688819766,
52,0,,50.0,control,1,0,0,0,0,EXECUTE,published_after_gate_recheck,58.25630109757185,58.27360297553241,0.017301877960562706,13.043256010860205,,,63.18502500653267,71.29955710843205,71.31685898639262
53,1,40.0,50.0,before_recheck,0,1,0,0,0,REVOKE,context_version_changed_at_publish,59.797859052196145,,,4.472869914025068,44.857359025627375,51.22536886483431,56.65053287521005,64.27072896622121,
54,1,40.0,50.0,before_recheck,0,1,0,0,0,REVOKE,context_version_changed_at_publish,56.677032029256225,,,5.476910853758454,45.94671982340515,51.05179385282099,58.16457886248827,62.15394288301468,
55,1,40.0,50.0,before_recheck,0,1,0,0,0,REVOKE,context_version_changed_at_publish,60.5487460270524,,,3.589494852349162,50.40620383806527,58.995816856622696,59.5952698495239,64.13824087940156,
56,1,40.0,50.0,before_recheck,0,1,0,0,0,REVOKE,context_version_changed_at_publish,56.44458602182567,,,8.30439804121852,51.10859894193709,56.79531302303076,61.21237808838487,64.74898406304419,
57,1,40.0,50.0,before_recheck,0,1,0,0,0,REVOKE,context_version_changed_at_publish,56.956815999001265,,,9.110187878832221,51.105603808537126,60.66334992647171,62.386949779465795,66.06700387783349,
58,0,,50.0,control,1,0,0,0,0,EXECUTE,published_after_gate_recheck,59.82686299830675,59.839276131242514,0.012413132935762405,9.023214923217893,,,59.537831926718354,68.85007792152464,68.8624910544604
59,1,40.0,50.0,concurrent,0,1,0,0,0,REVOKE,context_version_changed_at_publish,52.679942920804024,,,15.848821960389614,59.349738992750645,66.87934487126768,66.36970094405115,68.52876488119364,
60,1,40.0,50.0,concurrent,0,1,0,0,0,REVOKE,context_version_changed_at_publish,56.91751302219927,,,4.461879143491387,47.26285510696471,60.59286813251674,55.77981099486351,61.37939216569066,
61,1,40.0,50.0,before_recheck,0,1,0,0,0,REVOKE,context_version_changed_at_publish,57.874826015904546,,,2.562160138040781,42.91648208163679,46.75456299446523,52.97391419298947,60.43698615394533,
62,1,40.0,50.0,concurrent,0,1,0,0,0,REVOKE,context_version_changed_at_publish,57.00898403301835,,,8.893671911209822,54.962600115686655,68.56423197314143,59.291339945048094,65.90265594422817,
63,0,,50.0,control,1,0,0,0,0,EXECUTE,published_after_gate_recheck,61.071455013006926,61.08247605152428,0.011021038517355919,6.111278897151351,,,56.22118781320751,67.18273391015828,67.19375494867563
64,1,40.0,50.0,before_recheck,0,1,0,0,0,REVOKE,context_version_changed_at_publish,55.893274024128914,,,10.931278811767697,51.30451684817672,55.2091218996793,61.290754936635494,66.82455283589661,
65,1,40.0,50.0,before_recheck,0,1,0,0,0,REVOKE,context_version_changed_at_publish,59.680999955162406,,,2.5854730047285557,42.91581083089113,46.84488079510629,53.46744880080223,62.26647295989096,
66,1,40.0,50.0,before_recheck,0,1,0,0,0,REVOKE,context_version_changed_at_publish,53.284717025235295,,,2.867951989173889,43.25587791390717,47.48105281032622,53.18903690204024,56.152669014409184,
67,1,40.0,50.0,before_recheck,0,1,0,0,0,REVOKE,context_version_changed_at_publish,53.880373015999794,,,2.4603998754173517,42.750451946631074,49.3854118976742,53.661393001675606,56.340772891417146,
68,1,40.0,50.0,before_recheck,0,1,0,0,0,REVOKE,context_version_changed_at_publish,59.91221289150417,,,4.98871598392725,52.606997080147266,61.791844898834825,62.06904398277402,64.90092887543142,
69,1,40.0,50.0,before_recheck,0,1,0,0,0,REVOKE,context_version_changed_at_publish,57.11295921355486,,,2.742367796599865,43.09603897854686,47.116330824792385,53.14551596529782,59.855327010154724,
70,0,,50.0,control,1,0,0,0,0,EXECUTE,published_after_gate_recheck,54.98969997279346,55.00293499790132,0.013235025107860565,5.353379994630814,,,55.48614100553095,60.34307996742427,60.356314992532134
71,0,,50.0,control,1,0,0,0,0,EXECUTE,published_after_gate_recheck,56.383762042969465,56.396967032924294,0.013204989954829216,2.5250110775232315,,,52.64932592399418,58.9087731204927,58.921978110447526
72,1,40.0,50.0,before_recheck,0,1,0,0,0,REVOKE,context_version_changed_at_publish,53.8025270216167,,,7.908977102488279,48.328351229429245,56.367072043940425,58.93211718648672,61.71150412410498,
73,0,,50.0,control,1,0,0,0,0,EXECUTE,published_after_gate_recheck,52.68995207734406,52.70183505490422,0.011882977560162544,3.276258008554578,,,53.382961079478264,55.96621008589864,55.9780930634588
74,1,40.0,50.0,before_recheck,0,1,0,0,0,REVOKE,context_version_changed_at_publish,54.89088594913483,,,2.4623030330985785,42.79427300207317,46.85584199614823,52.716672187671065,57.353188982233405,
75,1,40.0,50.0,concurrent,0,1,0,0,0,REVOKE,context_version_changed_at_publish,58.50332393310964,,,3.829363966360688,44.214353896677494,60.59021293185651,54.282034980133176,62.33268789947033,
76,1,40.0,50.0,concurrent,0,1,0,0,0,REVOKE,context_version_changed_at_publish,53.87422116473317,,,2.2703330032527447,44.83993514440954,59.14378305897117,52.50454507768154,56.144554167985916,
77,1,40.0,50.0,before_recheck,0,1,0,0,0,REVOKE,context_version_changed_at_publish,52.71739396266639,,,2.5348891504108906,42.90754604153335,49.878285033628345,52.985276095569134,55.25228311307728,
78,1,40.0,50.0,before_recheck,0,1,0,0,0,REVOKE,context_version_changed_at_publish,55.107031017541885,,,3.4808609634637833,43.77890797331929,50.83668092265725,56.15713796578348,58.58789198100567,
79,1,40.0,50.0,before_recheck,0,1,0,0,0,REVOKE,context_version_changed_at_publish,57.59740713983774,,,8.92499997280538,49.225501948967576,56.87861889600754,59.26092294976115,66.52240711264312,
