run,inject,inject_offset_ms,publish_delay_ms,injection_window,gateway_released,gate_blocked,stale_publish,potential_stale_publish,post_release_invalidation,outcome,reason,validation_to_gate_ms,validation_to_publish_ms,recheck_to_publish_ms,t_validate_end_ms,t_injection_start_ms,t_injection_end_ms,t_recheck_start_ms,t_recheck_end_ms,t_publish_end_ms
80,1,45.0,50.0,concurrent,1,0,0,1,0,EXECUTE,published_after_gate_recheck,67.97086098231375,67.98387505114079,0.013014068827033043,2.6955099310725927,48.61512896604836,75.60705696232617,54.60481997579336,70.66637091338634,70.67938498221338
81,1,45.0,50.0,concurrent,0,1,0,0,0,REVOKE,context_version_changed_at_publish,55.06752710789442,,,6.178575102239847,51.65281915105879,59.316868195310235,57.52845713868737,61.24610221013427,
82,0,,50.0,control,1,0,0,0,0,EXECUTE,published_after_gate_recheck,57.560397079214454,57.56923393346369,0.008836854249238968,3.3331839367747307,,,54.521183017641306,60.893581015989184,60.90241787023842
83,1,45.0,50.0,before_recheck,0,1,0,0,0,REVOKE,context_version_changed_at_publish,58.54938016273081,,,4.6849967911839485,50.036270869895816,53.78615600056946,56.08552391640842,63.23437695391476,
84,1,45.0,50.0,concurrent,0,1,0,0,0,REVOKE,context_version_changed_at_publish,57.61303496547043,,,3.780321916565299,49.14501099847257,56.24644481576979,55.31111289747059,61.39335688203573,
85,0,,50.0,control,1,0,0,0,0,EXECUTE,published_after_gate_recheck,53.3218658529222,53.33450995385647,0.012644100934267044,4.411064088344574,,,54.54515805467963,57.732929941266775,57.74557404220104
86,1,45.0,50.0,before_recheck,0,1,0,0,0,REVOKE,context_version_changed_at_publish,52.8525470290333,,,3.07058310136199,48.42023295350373,52.427900955080986,53.945074090734124,55.92313013039529,
87,0,,50.0,control,1,0,0,0,0,EXECUTE,published_after_gate_recheck,55.6949230376631,55.70759600959718,0.012672971934080124,2.941250102594495,,,53.063302068039775,58.6361731402576,58.64884611219168
88,1,45.0,50.0,concurrent,0,1,0,0,0,REVOKE,context_version_changed_at_publish,56.006555911153555,,,5.363017087802291,50.725362030789256,59.23815001733601,55.771224899217486,61.369572998955846,
89,0,,50.0,control,1,0,0,0,0,EXECUTE,published_after_gate_recheck,63.901676796376705,63.91264800913632,0.01097121275961399,4.170313011854887,,,54.454468889161944,68.07198980823159,68.0829610209912
90,0,,50.0,control,1,0,0,0,0,EXECUTE,published_after_gate_recheck,54.44603320211172,54.45698299445212,0.010949792340397835,7.7987900003790855,,,57.906224159523845,62.24482320249081,62.255772994831204
91,1,45.0,50.0,before_recheck,0,1,0,0,0,REVOKE,context_version_changed_at_publish,55.85206602700055,,,4.087628098204732,50.01980997622013,56.59217294305563,56.681649992242455,59.93969412520528,
92,1,45.0,50.0,concurrent,0,1,0,0,0,REVOKE,context_version_changed_at_publish,58.63607209175825,,,4.984969040378928,53.345580119639635,61.8006510194391,55.76756806112826,63.62104113213718,
93,1,45.0,50.0,before_recheck,0,1,0,0,0,REVOKE,context_version_changed_at_publish,53.18653304129839,,,4.592964891344309,49.92097499780357,55.453520035371184,55.59067684225738,57.7794979326427,
94,1,45.0,50.0,concurrent,0,1,0,0,0,REVOKE,context_version_changed_at_publish,53.73374815098941,,,3.312797052785754,48.61821513622999,54.98986202292144,53.68253216147423,57.04654520377517,
95,0,,50.0,control,1,0,0,0,0,EXECUTE,published_after_gate_recheck,56.97061191312969,56.98397685773671,0.013364944607019424,4.218433052301407,,,54.3411560356617,61.189044965431094,61.202409910038114
96,1,45.0,50.0,concurrent,0,1,0,0,0,REVOKE,context_version_changed_at_publish,74.17332986369729,,,6.088407011702657,55.265638045966625,75.47562103718519,58.9450909756124,80.26173687539995,
97,1,45.0,50.0,concurrent,0,1,0,0,0,REVOKE,context_version_changed_at_publish,55.53571414202452,,,3.809005953371525,49.72806409932673,57.814263040199876,54.35079406015575,59.34472009539604,
98,1,45.0,50.0,before_recheck,0,1,0,0,0,REVOKE,context_version_changed_at_publish,68.93531698733568,,,7.890291977673769,61.35204993188381,69.70357592217624,70.17036085017025,76.82560896500945,
99,1,45.0,50.0,concurrent,0,1,0,0,0,REVOKE,context_version_changed_at_publish,55.496420012786984,,,2.580043161287904,48.34818816743791,56.219915160909295,53.107614163309336,58.07646317407489,
100,1,45.0,50.0,concurrent,0,1,0,0,0,REVOKE,context_version_changed_at_publish,57.53269512206316,,,4.48234798386693,50.115169025957584,61.88310612924397,55.42207113467157,62.01504310593009,
101,0,,50.0,control,1,0,0,0,0,EXECUTE,published_after_gate_recheck,55.89735088869929,55.91174797154963,0.014397082850337029,5.065069068223238,,,56.44502700306475,60.96241995692253,60.97681703977287
102,1,45.0,50.0,concurrent,0,1,0,0,0,REVOKE,context_version_changed_at_publish,54.93372608907521,,,3.267752006649971,48.61977696418762,57.5671901460737,54.43678516894579,58.20147809572518,
103,1,45.0,50.0,concurrent,0,1,0,0,0,REVOKE,context_version_changed_at_publish,53.445518016815186,,,2.4012678768485785,48.2931649312377,54.84643182717264,53.432973800227046,55.846785893663764,
104,1,45.0,50.0,before_recheck,0,1,0,0,0,REVOKE,context_version_changed_at_publish,52.210774971172214,,,2.5446671061217785,48.318513203412294,52.18072817660868,52.8489900752902,54.75544207729399,
105,1,45.0,50.0,concurrent,0,1,0,0,0,REVOKE,context_version_changed_at_publish,56.85118795372546,,,3.981279209256172,50.061488058418036,58.496741112321615,56.75469804555178,60.83246716298163,
106,1,45.0,50.0,concurrent,0,1,0,0,0,REVOKE,context_version_changed_at_publish,55.93561311252415,,,3.8930028676986694,50.73491879738867,59.295597951859236,55.865741800516844,59.82861598022282,
107,1,45.0,50.0,concurrent,0,1,0,0,0,REVOKE,context_version_changed_at_publish,53.97880799137056,,,5.535379983484745,51.974713103845716,58.391975006088614,56.182065047323704,59.514187974855304,
108,1,45.0,50.0,concurrent,0,1,0,0,0,REVOKE,context_version_changed_at_publish,59.40290889702737,,,12.014017906039953,57.55592882633209,72.03527493402362,62.66727391630411,71.41692680306733,
109,1,45.0,50.0,before_recheck,0,1,0,0,0,REVOKE,context_version_changed_at_publish,57.06292390823364,,,3.8968310691416264,49.22188515774906,54.68865716829896,55.15030212700367,60.95975497737527,
110,0,,50.0,control,1,0,0,0,0,EXECUTE,published_after_gate_recheck,57.03645618632436,57.05032218247652,0.013865996152162552,8.134959964081645,,,58.27364302240312,65.171416150406,65.18528214655817
111,1,45.0,50.0,concurrent,0,1,0,0,0,REVOKE,context_version_changed_at_publish,54.4816090259701,,,4.486985970288515,49.84584404155612,56.530107045546174,54.961277171969414,58.96859499625862,
112,1,45.0,50.0,concurrent,0,1,0,0,0,REVOKE,context_version_changed_at_publish,54.30675204843283,,,2.4985310155898333,47.927480889484286,57.276334846392274,52.915955893695354,56.80528306402266,
113,1,45.0,50.0,concurrent,0,1,0,0,0,REVOKE,context_version_changed_at_publish,54.44693402387202,,,7.684116018936038,52.98500508069992,59.31733804754913,58.30156500451267,62.131050042808056,
114,0,,50.0,control,1,0,0,0,0,EXECUTE,published_after_gate_recheck,52.92610498145223,52.94950888492167,0.02340390346944332,2.98498198390007,,,53.19519899785519,55.9110869653523,55.93449086882174
115,1,45.0,50.0,concurrent,0,1,0,0,0,REVOKE,context_version_changed_at_publish,53.55848907493055,,,4.432314075529575,49.6914351824671,58.31475998274982,54.75193611346185,57.990803150460124,
116,1,45.0,50.0,before_recheck,0,1,0,0,0,REVOKE,context_version_changed_at_publish,52.518901880830526,,,2.698485041037202,48.08585694991052,52.358211018145084,53.363895043730736,55.21738692186773,
117,1,45.0,50.0,concurrent,0,1,0,0,0,REVOKE,context_version_changed_at_publish,57.1142309345305,,,4.176013171672821,51.75882810726762,59.299495071172714,55.40529917925596,61.29024410620332,
118,0,,50.0,control,1,0,0,0,0,EXECUTE,published_after_gate_recheck,63.60812718048692,63.62255406565964,0.014426885172724724,8.303145878016949,,,61.61020393483341,71.91127305850387,71.92569994367659
119,1,45.0,50.0,concurrent,1,0,0,1,0,EXECUTE,published_after_gate_recheck,60.01567700877786,60.0295530166477,0.013876007869839668,12.211408000439405,59.005164075642824,81.11494593322277,64.73316508345306,72.22708500921726,72.2409610170871
120,1,50.0,50.0,after_release,1,0,0,0,1,EXECUTE,published_after_gate_recheck,58.0213509965688,58.032121043652296,0.010770047083497047,4.034647950902581,66.37730496004224,78.25806294567883,55.90446386486292,62.05599894747138,62.06676899455488
121,1,50.0,50.0,concurrent,1,0,0,1,0,EXECUTE,published_after_gate_recheck,63.15021892078221,63.16423509269953,0.014016171917319298,3.984855953603983,54.34637609869242,66.94672210142016,55.66792190074921,67.13507487438619,67.14909104630351
122,1,50.0,50.0,concurrent,1,0,0,1,0,EXECUTE,published_after_gate_recheck,56.0174360871315,56.028847116976976,0.01141102984547615,9.139121975749731,59.59418695420027,68.34745593369007,60.62930589541793,65.15655806288123,65.16796909272671
123,1,50.0,50.0,concurrent,0,1,0,0,0,REVOKE,context_version_changed_at_publish,60.91033318080008,,,8.224717807024717,58.6586338467896,68.44161194749177,61.640319880098104,69.1350509878248,
124,1,50.0,50.0,concurrent,0,1,0,0,0,REVOKE,context_version_changed_at_publish,59.720844961702824,,,2.57290992885828,53.09993983246386,63.58654680661857,53.83987678214908,62.293754890561104,
125,1,50.0,50.0,concurrent,1,0,0,1,0,EXECUTE,published_after_gate_recheck,55.97822181880474,55.99200795404613,0.013786135241389275,3.412814112380147,53.64562291651964,73.91413510777056,54.03098510578275,59.39103593118489,59.40482206642628
126,0,,50.0,control,1,0,0,0,0,EXECUTE,published_after_gate_recheck,53.975480841472745,53.98709303699434,0.011612195521593094,6.372008007019758,,,56.501833954826,60.3474888484925,60.359101044014096
127,1,50.0,50.0,concurrent,0,1,0,0,0,REVOKE,context_version_changed_at_publish,60.74707699008286,,,6.477395072579384,56.814579060301185,67.86754704080522,58.92053502611816,67.22447206266224,
128,1,50.0,50.0,concurrent,1,0,0,1,0,EXECUTE,published_after_gate_recheck,63.66319092921913,63.675584038719535,0.012393109500408173,7.567727006971836,59.302330017089844,72.65937398187816,57.97773809172213,71.23091793619096,71.24331104569137
129,1,50.0,50.0,concurrent,0,1,0,0,0,REVOKE,context_version_changed_at_publish,62.09363881498575,,,2.544498071074486,52.77244700118899,65.30987587757409,53.64701594226062,64.63813688606024,
130,1,50.0,50.0,concurrent,0,1,0,0,0,REVOKE,context_version_changed_at_publish,60.396058950573206,,,2.6253589894622564,53.336964920163155,61.85177690349519,56.49888888001442,63.02141794003546,
131,1,50.0,50.0,concurrent,0,1,0,0,0,REVOKE,context_version_changed_at_publish,56.77828215993941,,,16.60356600768864,66.9814171269536,72.26770115084946,68.4655481018126,73.38184816762805,
132,0,,50.0,control,1,0,0,0,0,EXECUTE,published_after_gate_recheck,56.98832497000694,57.00231087394059,0.013985903933644295,3.885870100930333,,,53.99224208667874,60.874195070937276,60.88818097487092
133,0,,50.0,control,1,0,0,0,0,EXECUTE,published_after_gate_recheck,64.27489593625069,64.28812094964087,0.013225013390183449,2.314967103302479,,,52.543769124895334,66.58986303955317,66.60308805294335
134,1,50.0,50.0,concurrent,0,1,0,0,0,REVOKE,context_version_changed_at_publish,55.107120890170336,,,5.140621215105057,55.51638803444803,60.867894208058715,55.84026500582695,60.24774210527539,
135,1,50.0,50.0,concurrent,0,1,0,0,0,REVOKE,context_version_changed_at_publish,56.018849136307836,,,2.976296003907919,53.31187695264816,58.738524094223976,54.923966992646456,58.995145140215755,
136,0,,50.0,control,1,0,0,0,0,EXECUTE,published_after_gate_recheck,59.826120967045426,59.838624903932214,0.012503936886787415,2.8111771680414677,,,53.19020012393594,62.637298135086894,62.64980207197368
137,1,50.0,50.0,concurrent,1,0,0,1,0,EXECUTE,published_after_gate_recheck,62.160325003787875,62.17081402428448,0.010489020496606827,9.201579028740525,64.13592607714236,76.11229410395026,64.932098146528,71.3619040325284,71.37239305302501
138,0,,50.0,control,1,0,0,0,0,EXECUTE,published_after_gate_recheck,58.159970911219716,58.169367955997586,0.009397044777870178,2.500093076378107,,,52.58759018033743,60.66006398759782,60.66946103237569
139,1,50.0,50.0,concurrent,1,0,0,1,0,EXECUTE,published_after_gate_recheck,55.89664983563125,55.905357003211975,0.008707167580723763,6.851225160062313,58.58085909858346,66.36766716837883,57.41097708232701,62.747874995693564,62.75658216327429
140,1,50.0,50.0,concurrent,0,1,0,0,0,REVOKE,context_version_changed_at_publish,57.17454385012388,,,4.276262130588293,55.210495134815574,60.092160012573004,54.611583007499576,61.450805980712175,
141,1,50.0,50.0,concurrent,1,0,0,1,0,EXECUTE,published_after_gate_recheck,54.57775900140405,54.59335818886757,0.015599187463521957,4.299915861338377,54.755161982029676,66.96990504860878,56.23079603537917,58.877674862742424,58.893274050205946
142,1,50.0,50.0,concurrent,1,0,0,1,0,EXECUTE,published_after_gate_recheck,61.370175099000335,61.3843509927392,0.014175893738865852,3.888313891366124,59.61518594995141,75.98542491905391,57.9491148237139,65.25848899036646,65.27266488410532
143,1,50.0,50.0,concurrent,0,1,0,0,0,REVOKE,context_version_changed_at_publish,64.02990710921586,,,3.2057559583336115,56.52501713484526,65.71119697764516,58.343514101579785,67.23566306754947,
144,1,50.0,50.0,concurrent,1,0,0,1,0,EXECUTE,published_after_gate_recheck,54.39191102050245,54.40458515658975,0.012674136087298393,7.0484250318259,57.65428300946951,63.74341109767556,57.989540975540876,61.44033605232835,61.45301018841565
145,0,,50.0,control,1,0,0,0,0,EXECUTE,published_after_gate_recheck,57.43757705204189,57.45306587778032,0.015488825738430023,4.62361192330718,,,54.738429840654135,62.06118897534907,62.0766778010875
146,1,50.0,50.0,concurrent,1,0,0,1,0,EXECUTE,published_after_gate_recheck,62.43002996779978,62.44106008671224,0.01103011891245842,7.589027984067798,60.622944962233305,70.56500087492168,61.19490601122379,70.01905795186758,70.03008807078004
147,0,,50.0,control,1,0,0,0,0,EXECUTE,published_after_gate_recheck,54.763466818258166,54.77516888640821,0.011702068150043488,3.354354063048959,,,53.490292048081756,58.117820881307125,58.12952294945717
148,0,,50.0,control,1,0,0,0,0,EXECUTE,published_after_gate_recheck,55.60290883295238,55.61382998712361,0.010921154171228409,3.1693282071501017,,,53.30112809315324,58.77223704010248,58.78315819427371
149,1,50.0,50.0,concurrent,0,1,0,0,0,REVOKE,context_version_changed_at_publish,54.975083097815514,,,2.723962999880314,53.075494011864066,56.94643617607653,53.40022314339876,57.69904609769583,
