version_scope,pattern,target_rate_hz,run,gateway_released,outcome,reason,e2e_latency_ms,validation_to_gate_ms,achieved_rate_hz,goodput_ips
global,unrelated,0,0,1,EXECUTE,published_after_gate_recheck,15.606113942340016,1.9383239559829235,0.0,73.46170869296098
global,unrelated,0,1,1,EXECUTE,published_after_gate_recheck,18.22664705105126,7.336572976782918,0.0,73.46170869296098
global,unrelated,0,2,1,EXECUTE,published_after_gate_recheck,15.816458966583014,5.949001992121339,0.0,73.46170869296098
global,unrelated,0,3,1,EXECUTE,published_after_gate_recheck,23.29620998352766,8.996735094115138,0.0,73.46170869296098
global,unrelated,0,4,1,EXECUTE,published_after_gate_recheck,13.163997093215585,2.725169062614441,0.0,73.46170869296098
global,unrelated,0,5,1,EXECUTE,published_after_gate_recheck,11.603110935539007,3.0004940927028656,0.0,73.46170869296098
global,unrelated,0,6,1,EXECUTE,published_after_gate_recheck,18.35619006305933,2.580877859145403,0.0,73.46170869296098
global,unrelated,0,7,1,EXECUTE,published_after_gate_recheck,10.775037808343768,2.4272501468658447,0.0,73.46170869296098
global,unrelated,0,8,1,EXECUTE,published_after_gate_recheck,16.873450949788094,6.264863070100546,0.0,73.46170869296098
global,unrelated,0,9,1,EXECUTE,published_after_gate_recheck,20.70769784040749,6.506986916065216,0.0,73.46170869296098
global,unrelated,0,10,1,EXECUTE,published_after_gate_recheck,9.396513924002647,1.6752199735492468,0.0,73.46170869296098
global,unrelated,0,11,1,EXECUTE,published_after_gate_recheck,17.510815057903528,1.7944639548659325,0.0,73.46170869296098
global,unrelated,0,12,1,EXECUTE,published_after_gate_recheck,9.519885061308742,1.590802101418376,0.0,73.46170869296098
global,unrelated,0,13,1,EXECUTE,published_after_gate_recheck,12.115682009607553,2.3263408802449703,0.0,73.46170869296098
global,unrelated,0,14,1,EXECUTE,published_after_gate_recheck,12.11010105907917,4.407842876389623,0.0,73.46170869296098
global,unrelated,0,15,1,EXECUTE,published_after_gate_recheck,8.751345099881291,3.194008022546768,0.0,73.46170869296098
global,unrelated,0,16,1,EXECUTE,published_after_gate_recheck,19.741317024454474,7.805732078850269,0.0,73.46170869296098
global,unrelated,0,17,1,EXECUTE,published_after_gate_recheck,17.6739611197263,2.428713021799922,0.0,73.46170869296098
global,unrelated,0,18,1,EXECUTE,published_after_gate_recheck,16.765858978033066,5.153510021045804,0.0,73.46170869296098
global,unrelated,0,19,1,EXECUTE,published_after_gate_recheck,13.65721202455461,3.8826381787657738,0.0,73.46170869296098
global,unrelated,0,20,1,EXECUTE,published_after_gate_recheck,18.778200959786773,3.5744011402130127,0.0,73.46170869296098
global,unrelated,0,21,1,EXECUTE,published_after_gate_recheck,11.013105046004057,2.3873350583016872,0.0,73.46170869296098
