delay_ms,jitter_ms,loss_pct,run,drifted,outcome,reason,gateway_released,e2e_latency_ms,netem_applied
100,10,0,1,1,REVOKE,precondition_failed: line.state == 'RUN',0,811.5086210891604,1
100,10,0,2,1,REVOKE,precondition_failed: line.state == 'RUN',0,813.4789869654924,1
100,10,0,3,1,REVOKE,precondition_failed: line.state == 'RUN',0,790.4348019510508,1
100,10,0,4,1,REVOKE,precondition_failed: line.state == 'RUN',0,831.2874408438802,1
100,10,0,5,1,REVOKE,precondition_failed: line.state == 'RUN',0,837.710197083652,1
100,10,0,6,1,REVOKE,precondition_failed: line.state == 'RUN',0,822.8200869634748,1
100,10,0,7,1,REVOKE,precondition_failed: line.state == 'RUN',0,830.3440210875124,1
100,10,0,8,1,REVOKE,precondition_failed: line.state == 'RUN',0,796.9224210828543,1
100,10,0,9,1,REVOKE,precondition_failed: line.state == 'RUN',0,824.0564470179379,1
100,10,0,10,1,REVOKE,precondition_failed: line.state == 'RUN',0,801.9800479523838,1
100,10,0,11,1,REVOKE,precondition_failed: line.state == 'RUN',0,791.7964260559529,1
100,10,0,12,1,REVOKE,precondition_failed: line.state == 'RUN',0,794.5679251570255,1
100,10,0,13,1,REVOKE,precondition_failed: line.state == 'RUN',0,819.4911531172693,1
100,10,0,14,1,REVOKE,precondition_failed: line.state == 'RUN',0,830.28499991633,1
100,10,0,15,1,REVOKE,precondition_failed: line.state == 'RUN',0,802.2170627955347,1
100,10,0,16,1,REVOKE,precondition_failed: line.state == 'RUN',0,815.2192609850317,1
100,10,0,17,1,REVOKE,precondition_failed: line.state == 'RUN',0,811.279651010409,1
100,10,0,18,1,REVOKE,precondition_failed: line.state == 'RUN',0,822.7991389576346,1
100,10,0,19,1,REVOKE,precondition_failed: line.state == 'RUN',0,828.9366508834064,1
100,10,0,20,1,REVOKE,precondition_failed: line.state == 'RUN',0,824.5285220909864,1
100,10,0,21,1,REVOKE,precondition_failed: line.state == 'RUN',0,802.5914349127561,1
100,10,0,22,1,REVOKE,precondition_failed: line.state == 'RUN',0,840.910259867087,1
100,10,0,23,1,REVOKE,precondition_failed: line.state == 'RUN',0,827.7886470314115,1
100,10,0,24,1,REVOKE,precondition_failed: line.state == 'RUN',0,835.8873489778489,1
100,10,0,25,1,REVOKE,precondition_failed: line.state == 'RUN',0,822.3907831124961,1
100,10,0,26,1,REVOKE,precondition_failed: line.state == 'RUN',0,800.8741729427129,1
100,10,0,27,1,REVOKE,precondition_failed: line.state == 'RUN',0,836.5163081325591,1
100,10,0,28,1,REVOKE,precondition_failed: line.state == 'RUN',0,823.2079059816897,1
100,10,0,29,1,REVOKE,precondition_failed: line.state == 'RUN',0,829.8890970181674,1
