run,inject,inject_offset_ms,publish_delay_ms,injection_window,gateway_released,gate_blocked,stale_publish,potential_stale_publish,post_release_invalidation,outcome,reason,validation_to_gate_ms,validation_to_publish_ms,recheck_to_publish_ms,t_validate_end_ms,t_injection_start_ms,t_injection_end_ms,t_recheck_start_ms,t_recheck_end_ms,t_publish_end_ms
134,1,10,50.0,before_recheck,0,1,0,0,0,REVOKE,context_version_changed_at_publish,53.377229953184724,,,2.517526037991047,12.834194116294384,16.686761984601617,52.897921996191144,55.89475599117577,
135,1,10,50.0,before_recheck,0,1,0,0,0,REVOKE,context_version_changed_at_publish,52.45023290626705,,,2.131654182448983,12.275548186153173,15.425438992679119,52.28614597581327,54.58188708871603,
136,0,,50.0,control,1,0,0,0,0,EXECUTE,published_after_gate_recheck,54.06469805166125,54.07594912685454,0.011251075193285942,2.8024499770253897,,,53.104679100215435,56.86714802868664,56.87839910387993
137,1,10,50.0,before_recheck,0,1,0,0,0,REVOKE,context_version_changed_at_publish,53.87954111211002,,,2.718233037739992,13.239423977211118,16.482079168781638,53.27458819374442,56.59777414985001,
138,0,,50.0,control,1,0,0,0,0,EXECUTE,published_after_gate_recheck,53.00315888598561,53.014630917459726,0.011472031474113464,2.5787311606109142,,,52.68768803216517,55.58189004659653,55.59336207807064
139,0,,50.0,control,1,0,0,0,0,EXECUTE,published_after_gate_recheck,53.40681504458189,53.41810593381524,0.011290889233350754,2.213005907833576,,,52.35733883455396,55.619820952415466,55.63111184164882
140,1,10,50.0,before_recheck,0,1,0,0,0,REVOKE,context_version_changed_at_publish,53.23956208303571,,,2.147203078493476,12.378170154988766,15.739998081699014,52.42189997807145,55.38676516152918,
141,0,,50.0,control,1,0,0,0,0,EXECUTE,published_after_gate_recheck,52.767748944461346,52.77563305571675,0.007884111255407333,1.746681984513998,,,51.84763390570879,54.514430928975344,54.52231504023075
142,0,,50.0,control,1,0,0,0,0,EXECUTE,published_after_gate_recheck,52.90567595511675,52.91640595532954,0.010730000212788582,2.775761066004634,,,52.9611308593303,55.68143702112138,55.69216702133417
143,1,10,50.0,before_recheck,0,1,0,0,0,REVOKE,context_version_changed_at_publish,52.641901886090636,,,1.9116620533168316,12.271370040252805,15.652725007385015,52.29788785800338,54.55356393940747,
144,1,10,50.0,before_recheck,0,1,0,0,0,REVOKE,context_version_changed_at_publish,52.991766948252916,,,3.108714008703828,13.267314992845058,16.461168881505728,53.3667600248009,56.100480956956744,
145,1,10,50.0,before_recheck,0,1,0,0,0,REVOKE,context_version_changed_at_publish,52.7633901219815,,,2.6309089735150337,12.814287096261978,15.972624067217112,52.87711299024522,55.394299095496535,
146,1,10,50.0,before_recheck,0,1,0,0,0,REVOKE,context_version_changed_at_publish,52.59953299537301,,,2.610680880025029,12.864851858466864,17.201205948367715,52.89308284409344,55.21021387539804,
147,1,10,50.0,before_recheck,0,1,0,0,0,REVOKE,context_version_changed_at_publish,53.299964871257544,,,2.1704260725528,12.439585058018565,15.419727889820933,52.48710187152028,55.470390943810344,
148,1,10,50.0,before_recheck,0,1,0,0,0,REVOKE,context_version_changed_at_publish,53.38812107220292,,,1.5396939124912024,11.722059920430183,15.666390070691705,51.75828700885177,54.92781498469412,
149,1,10,50.0,before_recheck,0,1,0,0,0,REVOKE,context_version_changed_at_publish,52.82723996788263,,,2.51779705286026,12.73913704790175,16.49695704691112,52.790862042456865,55.34503702074289,
150,1,10,50.0,before_recheck,0,1,0,0,0,REVOKE,context_version_changed_at_publish,52.85734590142965,,,1.5286640264093876,11.808502953499556,14.725576853379607,51.887789042666554,54.38600992783904,
151,0,,50.0,control,1,0,0,0,0,EXECUTE,published_after_gate_recheck,52.72991699166596,52.739314967766404,0.009397976100444794,1.8764249980449677,,,51.98240606114268,54.60634198971093,54.61573996581137
152,1,10,50.0,before_recheck,0,1,0,0,0,REVOKE,context_version_changed_at_publish,53.156466921791434,,,2.69626104272902,13.006377033889294,16.781259095296264,52.95982793904841,55.852727964520454,
153,1,10,50.0,before_recheck,0,1,0,0,0,REVOKE,context_version_changed_at_publish,52.95056104660034,,,2.1169250831007957,12.395392172038555,16.531541012227535,52.45379917323589,55.06748612970114,
154,1,10,50.0,before_recheck,0,1,0,0,0,REVOKE,context_version_changed_at_publish,54.07982598990202,,,1.7848440911620855,12.110649142414331,16.64986298419535,52.2007062099874,55.864670081064105,
155,1,10,50.0,before_recheck,0,1,0,0,0,REVOKE,context_version_changed_at_publish,52.49159084632993,,,1.7798850312829018,11.931082932278514,15.177845023572445,51.96183896623552,54.27147587761283,
156,1,10,50.0,before_recheck,0,1,0,0,0,REVOKE,context_version_changed_at_publish,55.3248489741236,,,2.034451114013791,12.234800960868597,15.617909142747521,53.81514015607536,57.35930008813739,
157,1,10,50.0,before_recheck,0,1,0,0,0,REVOKE,context_version_changed_at_publish,58.08724393136799,,,4.254060098901391,18.628458958119154,29.629389056935906,57.96992406249046,62.341304030269384,
158,1,10,50.0,before_recheck,0,1,0,0,0,REVOKE,context_version_changed_at_publish,56.41853716224432,,,9.293210925534368,19.660352962091565,31.429000897333026,61.156104085966945,65.71174808777869,
159,1,10,50.0,before_recheck,0,1,0,0,0,REVOKE,context_version_changed_at_publish,57.94895510189235,,,5.097700050100684,15.294554177671671,19.862592220306396,55.34130008891225,63.046655151993036,
160,0,,50.0,control,1,0,0,0,0,EXECUTE,published_after_gate_recheck,53.51977702230215,53.53279202245176,0.013015000149607658,4.444976802915335,,,54.578459821641445,57.964753825217485,57.97776882536709
161,1,30,50.0,before_recheck,0,1,0,0,0,REVOKE,context_version_changed_at_publish,59.42097306251526,,,6.101150065660477,37.41555707529187,45.55524606257677,59.98650216497481,65.52212312817574,
162,0,,50.0,control,1,0,0,0,0,EXECUTE,published_after_gate_recheck,64.84200898557901,64.85388102009892,0.011872034519910812,10.794111993163824,,,60.91318791732192,75.63612097874284,75.64799301326275
163,0,,50.0,control,1,0,0,0,0,EXECUTE,published_after_gate_recheck,56.21895403601229,56.230594869703054,0.01164083369076252,3.8831450510770082,,,54.828589083626866,60.1020990870893,60.11373992078006
164,1,30,50.0,before_recheck,0,1,0,0,0,REVOKE,context_version_changed_at_publish,53.98133210837841,,,8.643032051622868,39.08907203003764,47.68394399434328,59.49196615256369,62.62436416000128,
165,1,30,50.0,before_recheck,0,1,0,0,0,REVOKE,context_version_changed_at_publish,52.8067818377167,,,1.8423511646687984,32.15143410488963,37.97657717950642,52.188192028552294,54.6491330023855,
166,1,30,50.0,before_recheck,0,1,0,0,0,REVOKE,context_version_changed_at_publish,54.787552915513515,,,2.876227954402566,35.23872792720795,41.33220389485359,53.31121594645083,57.66378086991608,
167,1,30,50.0,before_recheck,0,1,0,0,0,REVOKE,context_version_changed_at_publish,58.03080787882209,,,3.573365043848753,34.441163996234536,38.677130127325654,54.54604001715779,61.60417292267084,
168,1,30,50.0,before_recheck,0,1,0,0,0,REVOKE,context_version_changed_at_publish,62.479062005877495,,,4.610538017004728,37.78947703540325,46.05038417503238,57.85588105209172,67.08960002288222,
169,1,30,50.0,before_recheck,0,1,0,0,0,REVOKE,context_version_changed_at_publish,54.16980502195656,,,3.174948040395975,33.56625512242317,38.23249717243016,53.614314179867506,57.34475306235254,
170,1,30,50.0,before_recheck,0,1,0,0,0,REVOKE,context_version_changed_at_publish,57.37192393280566,,,2.408501924946904,32.766256015747786,38.500809809193015,53.904176922515035,59.78042585775256,
171,1,30,50.0,before_recheck,0,1,0,0,0,REVOKE,context_version_changed_at_publish,58.72433818876743,,,5.259633995592594,38.76987402327359,51.14665115252137,60.72668917477131,63.98397218436003,
172,1,30,50.0,before_recheck,0,1,0,0,0,REVOKE,context_version_changed_at_publish,57.099602883681655,,,2.5959841441363096,33.36754301562905,42.765810154378414,53.2534581143409,59.695587027817965,
173,1,30,50.0,before_recheck,0,1,0,0,0,REVOKE,context_version_changed_at_publish,52.75072599761188,,,1.913504907861352,32.49994688667357,40.133718866854906,52.17099003493786,54.66423090547323,
174,1,30,50.0,before_recheck,0,1,0,0,0,REVOKE,context_version_changed_at_publish,54.914769949391484,,,2.597557147964835,33.67762407287955,42.067833011969924,53.49610303528607,57.51232709735632,
175,0,,50.0,control,1,0,0,0,0,EXECUTE,published_after_gate_recheck,55.126095889136195,55.139651987701654,0.013556098565459251,5.7113501243293285,,,55.83394295535982,60.837446013465524,60.85100211203098
176,0,,50.0,control,1,0,0,0,0,EXECUTE,published_after_gate_recheck,53.99683094583452,54.007319966331124,0.010489020496606827,3.2951929606497288,,,53.66085097193718,57.292023906484246,57.30251292698085
177,1,30,50.0,before_recheck,0,1,0,0,0,REVOKE,context_version_changed_at_publish,57.85499908961356,,,3.1422169413417578,35.56490992195904,47.199846943840384,54.40889298915863,60.997216030955315,
178,1,30,50.0,before_recheck,0,1,0,0,0,REVOKE,context_version_changed_at_publish,57.31512699276209,,,3.7419311702251434,36.01244813762605,42.860117042437196,57.466451078653336,61.05705816298723,
179,1,30,50.0,before_recheck,0,1,0,0,0,REVOKE,context_version_changed_at_publish,55.76865002512932,,,2.0737750455737114,32.39183500409126,37.92380797676742,52.475760923698545,57.84242507070303,
180,1,30,50.0,before_recheck,0,1,0,0,0,REVOKE,context_version_changed_at_publish,55.164128076285124,,,9.860873920843005,40.42415297590196,47.87014308385551,60.36574300378561,65.02500199712813,
181,1,30,50.0,before_recheck,0,1,0,0,0,REVOKE,context_version_changed_at_publish,53.02001000382006,,,2.987887943163514,33.645994029939175,37.32501692138612,53.6662710364908,56.007897946983576,
182,1,30,50.0,before_recheck,0,1,0,0,0,REVOKE,context_version_changed_at_publish,59.03365695849061,,,2.940468955785036,33.33355882205069,37.81138779595494,53.275288781151175,61.974125914275646,
183,1,30,50.0,before_recheck,0,1,0,0,0,REVOKE,context_version_changed_at_publish,58.46778699196875,,,4.3695359490811825,34.736506873741746,41.01797589100897,54.79381396435201,62.83732294104993,
184,1,30,50.0,before_recheck,0,1,0,0,0,REVOKE,context_version_changed_at_publish,53.99636994116008,,,2.5086000096052885,32.99271105788648,39.81796791777015,53.87999187223613,56.50496995076537,
185,0,,50.0,control,1,0,0,0,0,EXECUTE,published_after_gate_recheck,56.03781505487859,56.05002702213824,0.012211967259645462,2.6757330633699894,,,52.812252193689346,58.71354811824858,58.72576008550823
186,0,,50.0,control,1,0,0,0,0,EXECUTE,published_after_gate_recheck,54.654412902891636,54.66753710061312,0.013124197721481323,5.408261902630329,,,56.02300679311156,60.062674805521965,60.075799003243446
187,1,30,50.0,before_recheck,0,1,0,0,0,REVOKE,context_version_changed_at_publish,56.27816519699991,,,2.39607784897089,32.8747290186584,38.877415005117655,54.878932889550924,58.6742430459708,
188,1,30,50.0,before_recheck,0,1,0,0,0,REVOKE,context_version_changed_at_publish,56.75023002550006,,,5.701059941202402,37.133256904780865,46.05314810760319,57.21954791806638,62.45128996670246,
189,1,30,50.0,before_recheck,0,1,0,0,0,REVOKE,context_version_changed_at_publish,55.96346501260996,,,5.256147822365165,36.39649786055088,44.15677580982447,57.91014293208718,61.21961283497512,
190,1,30,50.0,before_recheck,0,1,0,0,0,REVOKE,context_version_changed_at_publish,59.80374896898866,,,7.8657870180904865,38.309020921587944,50.038815941661596,58.59265080653131,67.66953598707914,
191,1,30,50.0,before_recheck,0,1,0,0,0,REVOKE,context_version_changed_at_publish,61.20943301357329,,,7.353967055678368,37.74071508087218,45.65797816030681,59.764445992186666,68.56340006925166,
192,1,30,50.0,before_recheck,0,1,0,0,0,REVOKE,context_version_changed_at_publish,55.610253009945154,,,7.612582063302398,37.87341411225498,42.414171155542135,58.83987410925329,63.22283507324755,
193,1,30,50.0,before_recheck,0,1,0,0,0,REVOKE,context_version_changed_at_publish,53.51055902428925,,,3.9450409822165966,34.288296941667795,53.36902383714914,54.31248201057315,57.45560000650585,
194,0,,50.0,control,1,0,0,0,0,EXECUTE,published_after_gate_recheck,57.07021802663803,57.08374292589724,0.013524899259209633,9.826680179685354,,,60.54941611364484,66.89689820632339,66.9104231055826
195,1,30,50.0,before_recheck,0,1,0,0,0,REVOKE,context_version_changed_at_publish,65.87541499175131,,,12.804629048332572,43.64648018963635,59.89952012896538,66.57771114259958,78.68004404008389,
196,1,30,50.0,before_recheck,0,1,0,0,0,REVOKE,context_version_changed_at_publish,64.50768187642097,,,7.425862131640315,44.68525596894324,53.12136001884937,67.509476095438,71.93354400806129,
197,0,,50.0,control,1,0,0,0,0,EXECUTE,published_after_gate_recheck,54.54908590763807,54.58582495339215,0.03673904575407505,4.032033961266279,,,54.16939500719309,58.58111986890435,58.61785891465843
198,0,,50.0,control,1,0,0,0,0,EXECUTE,published_after_gate_recheck,56.482617976143956,56.49277684278786,0.01015886664390564,2.6986361481249332,,,54.223635932430625,59.18125412426889,59.191412990912795
199,1,30,50.0,before_recheck,0,1,0,0,0,REVOKE,context_version_changed_at_publish,60.697473818436265,,,7.310135988518596,37.79818397015333,47.92896285653114,58.073137886822224,68.00760980695486,
