run,inject,inject_offset_ms,publish_delay_ms,injection_window,gateway_released,gate_blocked,stale_publish,potential_stale_publish,post_release_invalidation,outcome,reason,validation_to_gate_ms,validation_to_publish_ms,recheck_to_publish_ms,t_validate_end_ms,t_injection_start_ms,t_injection_end_ms,t_recheck_start_ms,t_recheck_end_ms,t_publish_end_ms
101,1,3,50.0,before_recheck,0,1,0,0,0,REVOKE,context_version_changed_at_publish,55.00382790341973,,,2.5710968766361475,5.861360812559724,9.336832910776138,52.94540082104504,57.57492478005588,
102,1,3,50.0,before_recheck,0,1,0,0,0,REVOKE,context_version_changed_at_publish,53.37763112038374,,,2.8723108116537333,6.510146893560886,10.534064844250679,53.580580977723,56.24994193203747,
103,1,3,50.0,before_recheck,0,1,0,0,0,REVOKE,context_version_changed_at_publish,53.654939867556095,,,2.236359054222703,5.584622034803033,11.798583902418613,52.66144894994795,55.8912989217788,
104,1,3,50.0,before_recheck,0,1,0,0,0,REVOKE,context_version_changed_at_publish,53.038225043565035,,,2.5331759825348854,5.832657916471362,8.710850030183792,52.85029299557209,55.57140102609992,
105,1,3,50.0,before_recheck,0,1,0,0,0,REVOKE,context_version_changed_at_publish,53.266383009031415,,,1.929735066369176,5.258030956611037,10.15980402007699,52.38904897123575,55.19611807540059,
106,0,,50.0,control,1,0,0,0,0,EXECUTE,published_after_gate_recheck,56.66806502267718,56.68063904158771,0.01257401891052723,3.6379459779709578,,,53.78123698756099,60.30601100064814,60.31858501955867
107,1,3,50.0,before_recheck,0,1,0,0,0,REVOKE,context_version_changed_at_publish,53.85615793056786,,,2.067883964627981,5.225058877840638,9.056636830791831,52.26035788655281,55.92404189519584,
108,1,3,50.0,before_recheck,0,1,0,0,0,REVOKE,context_version_changed_at_publish,54.10140682943165,,,1.7450591549277306,4.956856137141585,7.147571071982384,51.99427902698517,55.846465984359384,
109,1,3,50.0,before_recheck,0,1,0,0,0,REVOKE,context_version_changed_at_publish,53.40550187975168,,,3.3800131641328335,6.725579965859652,9.938059141859412,53.77161898650229,56.785515043884516,
110,1,3,50.0,before_recheck,0,1,0,0,0,REVOKE,context_version_changed_at_publish,54.23916387371719,,,4.016424994915724,7.799381855875254,11.756484862416983,55.093124974519014,58.25558886863291,
111,1,3,50.0,before_recheck,0,1,0,0,0,REVOKE,context_version_changed_at_publish,53.726864978671074,,,3.9636860601603985,7.336665177717805,12.294453103095293,54.4101451523602,57.69055103883147,
112,1,3,50.0,before_recheck,0,1,0,0,0,REVOKE,context_version_changed_at_publish,53.12450719065964,,,3.600724972784519,6.819435162469745,10.53598802536726,53.89341711997986,56.72523216344416,
113,1,3,50.0,before_recheck,0,1,0,0,0,REVOKE,context_version_changed_at_publish,54.30458695627749,,,2.604690147563815,5.818972131237388,9.362771175801754,52.9723921790719,56.909277103841305,
114,1,3,50.0,before_recheck,0,1,0,0,0,REVOKE,context_version_changed_at_publish,53.65664302371442,,,2.338621998205781,6.0724669601768255,8.413693169131875,53.47630614414811,55.995265021920204,
115,1,3,50.0,before_recheck,0,1,0,0,0,REVOKE,context_version_changed_at_publish,52.72434721700847,,,1.8136869184672832,5.0057279877364635,6.951413117349148,52.10307193920016,54.538034135475755,
116,1,3,50.0,before_recheck,0,1,0,0,0,REVOKE,context_version_changed_at_publish,52.48016002587974,,,1.5953879337757826,4.818756831809878,7.218863815069199,51.811276003718376,54.07554795965552,
117,1,3,50.0,before_recheck,0,1,0,0,0,REVOKE,context_version_changed_at_publish,53.48306801170111,,,1.767040928825736,4.931159084662795,7.332638138905168,51.96269997395575,55.25010894052684,
118,1,3,50.0,before_recheck,0,1,0,0,0,REVOKE,context_version_changed_at_publish,54.12788596004248,,,4.751823144033551,8.016369072720408,11.071713175624609,55.08166318759322,58.87970910407603,
119,0,,50.0,control,1,0,0,0,0,EXECUTE,published_after_gate_recheck,52.68428195267916,52.6953327935189,0.011050840839743614,2.225839998573065,,,52.337421802803874,54.91012195125222,54.921172792091966
120,1,10,50.0,before_recheck,0,1,0,0,0,REVOKE,context_version_changed_at_publish,52.46092309243977,,,2.345894929021597,12.579618021845818,17.439071089029312,52.648243959993124,54.80681802146137,
121,1,10,50.0,before_recheck,0,1,0,0,0,REVOKE,context_version_changed_at_publish,54.51526213437319,,,2.585984067991376,12.882173992693424,15.993583016097546,53.55758802033961,57.101246202364564,
122,1,10,50.0,before_recheck,0,1,0,0,0,REVOKE,context_version_changed_at_publish,53.2234210986644,,,3.4553040750324726,13.781860005110502,17.166431061923504,53.79434209316969,56.678725173696876,
123,1,10,50.0,before_recheck,0,1,0,0,0,REVOKE,context_version_changed_at_publish,54.6183749102056,,,3.2403510995209217,13.536500046029687,18.957074964419007,53.56946005485952,57.858726009726524,
124,1,10,50.0,before_recheck,0,1,0,0,0,REVOKE,context_version_changed_at_publish,52.75220889598131,,,1.9114010501652956,12.258254922926426,16.895101871341467,52.2795629221946,54.66360994614661,
125,0,,50.0,control,1,0,0,0,0,EXECUTE,published_after_gate_recheck,52.91881086304784,52.933078026399016,0.01426716335117817,1.8029981292784214,,,51.8617311026901,54.72180899232626,54.73607615567744
126,1,10,50.0,before_recheck,0,1,0,0,0,REVOKE,context_version_changed_at_publish,52.966339979320765,,,3.0897289980202913,13.365769991651177,17.876992002129555,53.43409604392946,56.056068977341056,
127,1,10,50.0,before_recheck,0,1,0,0,0,REVOKE,context_version_changed_at_publish,52.98385303467512,,,3.1330790370702744,13.456379994750023,17.230870900675654,53.634040988981724,56.116932071745396,
128,1,10,50.0,before_recheck,0,1,0,0,0,REVOKE,context_version_changed_at_publish,53.12087992206216,,,2.6182651054114103,12.764943996444345,17.004076158627868,52.79363598674536,55.73914502747357,
129,0,,50.0,control,1,0,0,0,0,EXECUTE,published_after_gate_recheck,53.955442970618606,53.967676125466824,0.012233154848217964,2.678819000720978,,,52.814505994319916,56.63426197133958,56.6464951261878
130,0,,50.0,control,1,0,0,0,0,EXECUTE,published_after_gate_recheck,53.37375309318304,53.38812991976738,0.014376826584339142,1.299465075135231,,,51.46086006425321,54.67321816831827,54.68759499490261
131,1,10,50.0,before_recheck,0,1,0,0,0,REVOKE,context_version_changed_at_publish,52.753580966964364,,,3.1725941225886345,13.455809094011784,17.491720151156187,53.47710708156228,55.926175089553,
132,1,10,50.0,before_recheck,0,1,0,0,0,REVOKE,context_version_changed_at_publish,55.0586199387908,,,1.7682830803096294,11.913841124624014,16.498059034347534,51.94035801105201,56.82690301910043,
133,0,,50.0,control,1,0,0,0,0,EXECUTE,published_after_gate_recheck,52.90072690695524,52.91128694079816,0.010560033842921257,3.6985890474170446,,,53.77786001190543,56.59931595437229,56.60987598821521
