intents,elapsed_s,throughput_ips,outcome_execute,outcome_delay,outcome_revoke,outcome_degrade,vl_internal_p50_ms,vl_internal_p99_ms,vl_e2e_p50_ms,vl_e2e_p99_ms
10000,25.10137262591161,398.38458832634575,10000,0,0,0,0.02185092307627201,0.061484985053539276,1.7082199919968843,10.35315589979291
