scenario,baseline,run,outcome,reason,gateway_released,stale_executed
STOP,local,2,REVOKE,precondition_failed: robot.moving == true,0,0
STOP,local,3,REVOKE,precondition_failed: robot.moving == true,0,0
STOP,local,4,REVOKE,precondition_failed: robot.moving == true,0,0
STOP,local,5,REVOKE,precondition_failed: robot.moving == true,0,0
STOP,local,6,REVOKE,precondition_failed: robot.moving == true,0,0
STOP,local,7,REVOKE,precondition_failed: robot.moving == true,0,0
STOP,local,8,REVOKE,precondition_failed: robot.moving == true,0,0
STOP,local,9,REVOKE,precondition_failed: robot.moving == true,0,0
STOP,local,10,REVOKE,precondition_failed: robot.moving == true,0,0
STOP,local,11,REVOKE,precondition_failed: robot.moving == true,0,0
STOP,local,12,REVOKE,precondition_failed: robot.moving == true,0,0
STOP,local,13,REVOKE,precondition_failed: robot.moving == true,0,0
STOP,local,14,REVOKE,precondition_failed: robot.moving == true,0,0
STOP,local,15,REVOKE,precondition_failed: robot.moving == true,0,0
STOP,local,16,REVOKE,precondition_failed: robot.moving == true,0,0
STOP,local,17,REVOKE,precondition_failed: robot.moving == true,0,0
STOP,local,18,REVOKE,precondition_failed: robot.moving == true,0,0
STOP,local,19,REVOKE,precondition_failed: robot.moving == true,0,0
STOP,local,20,REVOKE,precondition_failed: robot.moving == true,0,0
STOP,local,21,REVOKE,precondition_failed: robot.moving == true,0,0
STOP,local,22,REVOKE,precondition_failed: robot.moving == true,0,0
STOP,local,23,REVOKE,precondition_failed: robot.moving == true,0,0
STOP,local,24,REVOKE,precondition_failed: robot.moving == true,0,0
STOP,local,25,REVOKE,precondition_failed: robot.moving == true,0,0
STOP,local,26,REVOKE,precondition_failed: robot.moving == true,0,0
STOP,local,27,REVOKE,precondition_failed: robot.moving == true,0,0
STOP,local,28,REVOKE,precondition_failed: robot.moving == true,0,0
STOP,local,29,REVOKE,precondition_failed: robot.moving == true,0,0
STOP,local,30,REVOKE,precondition_failed: robot.moving == true,0,0
STOP,local,31,REVOKE,precondition_failed: robot.moving == true,0,0
STOP,local,32,REVOKE,precondition_failed: robot.moving == true,0,0
STOP,local,33,REVOKE,precondition_failed: robot.moving == true,0,0
STOP,local,34,REVOKE,precondition_failed: robot.moving == true,0,0
STOP,local,35,REVOKE,precondition_failed: robot.moving == true,0,0
STOP,local,36,REVOKE,precondition_failed: robot.moving == true,0,0
STOP,local,37,REVOKE,precondition_failed: robot.moving == true,0,0
STOP,local,38,REVOKE,precondition_failed: robot.moving == true,0,0
STOP,local,39,REVOKE,precondition_failed: robot.moving == true,0,0
STOP,local,40,REVOKE,precondition_failed: robot.moving == true,0,0
STOP,local,41,REVOKE,precondition_failed: robot.moving == true,0,0
STOP,local,42,REVOKE,precondition_failed: robot.moving == true,0,0
STOP,local,43,REVOKE,precondition_failed: robot.moving == true,0,0
STOP,local,44,REVOKE,precondition_failed: robot.moving == true,0,0
STOP,local,45,REVOKE,precondition_failed: robot.moving == true,0,0
STOP,local,46,REVOKE,precondition_failed: robot.moving == true,0,0
STOP,local,47,REVOKE,precondition_failed: robot.moving == true,0,0
STOP,local,48,REVOKE,precondition_failed: robot.moving == true,0,0
STOP,local,49,REVOKE,precondition_failed: robot.moving == true,0,0
STOP,local,50,REVOKE,precondition_failed: robot.moving == true,0,0
STOP,local,51,REVOKE,precondition_failed: robot.moving == true,0,0
STOP,local,52,REVOKE,precondition_failed: robot.moving == true,0,0
STOP,local,53,REVOKE,precondition_failed: robot.moving == true,0,0
STOP,local,54,REVOKE,precondition_failed: robot.moving == true,0,0
STOP,local,55,REVOKE,precondition_failed: robot.moving == true,0,0
STOP,local,56,REVOKE,precondition_failed: robot.moving == true,0,0
STOP,local,57,REVOKE,precondition_failed: robot.moving == true,0,0
STOP,local,58,REVOKE,precondition_failed: robot.moving == true,0,0
STOP,local,59,REVOKE,precondition_failed: robot.moving == true,0,0
STOP,local,60,REVOKE,precondition_failed: robot.moving == true,0,0
STOP,local,61,REVOKE,precondition_failed: robot.moving == true,0,0
STOP,local,62,REVOKE,precondition_failed: robot.moving == true,0,0
STOP,local,63,REVOKE,precondition_failed: robot.moving == true,0,0
STOP,local,64,REVOKE,precondition_failed: robot.moving == true,0,0
STOP,local,65,REVOKE,precondition_failed: robot.moving == true,0,0
STOP,local,66,REVOKE,precondition_failed: robot.moving == true,0,0
STOP,local,67,REVOKE,precondition_failed: robot.moving == true,0,0
STOP,local,68,REVOKE,precondition_failed: robot.moving == true,0,0
STOP,local,69,REVOKE,precondition_failed: robot.moving == true,0,0
STOP,local,70,REVOKE,precondition_failed: robot.moving == true,0,0
STOP,local,71,REVOKE,precondition_failed: robot.moving == true,0,0
STOP,local,72,REVOKE,precondition_failed: robot.moving == true,0,0
STOP,local,73,REVOKE,precondition_failed: robot.moving == true,0,0
STOP,local,74,REVOKE,precondition_failed: robot.moving == true,0,0
STOP,local,75,REVOKE,precondition_failed: robot.moving == true,0,0
STOP,local,76,REVOKE,precondition_failed: robot.moving == true,0,0
STOP,local,77,REVOKE,precondition_failed: robot.moving == true,0,0
STOP,local,78,REVOKE,precondition_failed: robot.moving == true,0,0
STOP,local,79,REVOKE,precondition_failed: robot.moving == true,0,0
STOP,local,80,REVOKE,precondition_failed: robot.moving == true,0,0
STOP,local,81,REVOKE,precondition_failed: robot.moving == true,0,0
STOP,local,82,REVOKE,precondition_failed: robot.moving == true,0,0
STOP,local,83,REVOKE,precondition_failed: robot.moving == true,0,0
STOP,local,84,REVOKE,precondition_failed: robot.moving == true,0,0
STOP,local,85,REVOKE,precondition_failed: robot.moving == true,0,0
STOP,local,86,REVOKE,precondition_failed: robot.moving == true,0,0
STOP,local,87,REVOKE,precondition_failed: robot.moving == true,0,0
STOP,local,88,REVOKE,precondition_failed: robot.moving == true,0,0
STOP,local,89,REVOKE,precondition_failed: robot.moving == true,0,0
STOP,local,90,REVOKE,precondition_failed: robot.moving == true,0,0
STOP,local,91,REVOKE,precondition_failed: robot.moving == true,0,0
STOP,local,92,REVOKE,precondition_failed: robot.moving == true,0,0
STOP,local,93,REVOKE,precondition_failed: robot.moving == true,0,0
STOP,local,94,REVOKE,precondition_failed: robot.moving == true,0,0
STOP,local,95,REVOKE,precondition_failed: robot.moving == true,0,0
STOP,local,96,REVOKE,precondition_failed: robot.moving == true,0,0
STOP,local,97,REVOKE,precondition_failed: robot.moving == true,0,0
STOP,local,98,REVOKE,precondition_failed: robot.moving == true,0,0
STOP,local,99,REVOKE,precondition_failed: robot.moving == true,0,0
STOP,xair,0,REVOKE,precondition_failed: robot.moving == true,0,0
STOP,xair,1,REVOKE,precondition_failed: robot.moving == true,0,0
STOP,xair,2,REVOKE,precondition_failed: robot.moving == true,0,0
STOP,xair,3,REVOKE,precondition_failed: robot.moving == true,0,0
STOP,xair,4,REVOKE,precondition_failed: robot.moving == true,0,0
STOP,xair,5,REVOKE,precondition_failed: robot.moving == true,0,0
STOP,xair,6,REVOKE,precondition_failed: robot.moving == true,0,0
STOP,xair,7,REVOKE,precondition_failed: robot.moving == true,0,0
STOP,xair,8,REVOKE,precondition_failed: robot.moving == true,0,0
STOP,xair,9,REVOKE,precondition_failed: robot.moving == true,0,0
STOP,xair,10,REVOKE,precondition_failed: robot.moving == true,0,0
STOP,xair,11,REVOKE,precondition_failed: robot.moving == true,0,0
STOP,xair,12,REVOKE,precondition_failed: robot.moving == true,0,0
STOP,xair,13,REVOKE,precondition_failed: robot.moving == true,0,0
STOP,xair,14,REVOKE,precondition_failed: robot.moving == true,0,0
STOP,xair,15,REVOKE,precondition_failed: robot.moving == true,0,0
STOP,xair,16,REVOKE,precondition_failed: robot.moving == true,0,0
STOP,xair,17,REVOKE,precondition_failed: robot.moving == true,0,0
STOP,xair,18,REVOKE,precondition_failed: robot.moving == true,0,0
STOP,xair,19,REVOKE,precondition_failed: robot.moving == true,0,0
STOP,xair,20,REVOKE,precondition_failed: robot.moving == true,0,0
STOP,xair,21,REVOKE,precondition_failed: robot.moving == true,0,0
STOP,xair,22,REVOKE,precondition_failed: robot.moving == true,0,0
STOP,xair,23,REVOKE,precondition_failed: robot.moving == true,0,0
STOP,xair,24,REVOKE,precondition_failed: robot.moving == true,0,0
STOP,xair,25,REVOKE,precondition_failed: robot.moving == true,0,0
STOP,xair,26,REVOKE,precondition_failed: robot.moving == true,0,0
STOP,xair,27,REVOKE,precondition_failed: robot.moving == true,0,0
STOP,xair,28,REVOKE,precondition_failed: robot.moving == true,0,0
STOP,xair,29,REVOKE,precondition_failed: robot.moving == true,0,0
STOP,xair,30,REVOKE,precondition_failed: robot.moving == true,0,0
STOP,xair,31,REVOKE,precondition_failed: robot.moving == true,0,0
STOP,xair,32,REVOKE,precondition_failed: robot.moving == true,0,0
STOP,xair,33,REVOKE,precondition_failed: robot.moving == true,0,0
STOP,xair,34,REVOKE,precondition_failed: robot.moving == true,0,0
STOP,xair,35,REVOKE,precondition_failed: robot.moving == true,0,0
STOP,xair,36,REVOKE,precondition_failed: robot.moving == true,0,0
STOP,xair,37,REVOKE,precondition_failed: robot.moving == true,0,0
STOP,xair,38,REVOKE,precondition_failed: robot.moving == true,0,0
STOP,xair,39,REVOKE,precondition_failed: robot.moving == true,0,0
STOP,xair,40,REVOKE,precondition_failed: robot.moving == true,0,0
STOP,xair,41,REVOKE,precondition_failed: robot.moving == true,0,0
STOP,xair,42,REVOKE,precondition_failed: robot.moving == true,0,0
STOP,xair,43,REVOKE,precondition_failed: robot.moving == true,0,0
STOP,xair,44,REVOKE,precondition_failed: robot.moving == true,0,0
STOP,xair,45,REVOKE,precondition_failed: robot.moving == true,0,0
STOP,xair,46,REVOKE,precondition_failed: robot.moving == true,0,0
STOP,xair,47,REVOKE,precondition_failed: robot.moving == true,0,0
STOP,xair,48,REVOKE,precondition_failed: robot.moving == true,0,0
STOP,xair,49,REVOKE,precondition_failed: robot.moving == true,0,0
STOP,xair,50,REVOKE,precondition_failed: robot.moving == true,0,0
STOP,xair,51,REVOKE,precondition_failed: robot.moving == true,0,0
STOP,xair,52,REVOKE,precondition_failed: robot.moving == true,0,0
STOP,xair,53,REVOKE,precondition_failed: robot.moving == true,0,0
STOP,xair,54,REVOKE,precondition_failed: robot.moving == true,0,0
STOP,xair,55,REVOKE,precondition_failed: robot.moving == true,0,0
STOP,xair,56,REVOKE,precondition_failed: robot.moving == true,0,0
STOP,xair,57,REVOKE,precondition_failed: robot.moving == true,0,0
STOP,xair,58,REVOKE,precondition_failed: robot.moving == true,0,0
STOP,xair,59,REVOKE,precondition_failed: robot.moving == true,0,0
STOP,xair,60,REVOKE,precondition_failed: robot.moving == true,0,0
STOP,xair,61,REVOKE,precondition_failed: robot.moving == true,0,0
STOP,xair,62,REVOKE,precondition_failed: robot.moving == true,0,0
STOP,xair,63,REVOKE,precondition_failed: robot.moving == true,0,0
STOP,xair,64,REVOKE,precondition_failed: robot.moving == true,0,0
STOP,xair,65,REVOKE,precondition_failed: robot.moving == true,0,0
STOP,xair,66,REVOKE,precondition_failed: robot.moving == true,0,0
STOP,xair,67,REVOKE,precondition_failed: robot.moving == true,0,0
STOP,xair,68,REVOKE,precondition_failed: robot.moving == true,0,0
STOP,xair,69,REVOKE,precondition_failed: robot.moving == true,0,0
STOP,xair,70,REVOKE,precondition_failed: robot.moving == true,0,0
STOP,xair,71,REVOKE,precondition_failed: robot.moving == true,0,0
STOP,xair,72,REVOKE,precondition_failed: robot.moving == true,0,0
STOP,xair,73,REVOKE,precondition_failed: robot.moving == true,0,0
STOP,xair,74,REVOKE,precondition_failed: robot.moving == true,0,0
STOP,xair,75,REVOKE,precondition_failed: robot.moving == true,0,0
STOP,xair,76,REVOKE,precondition_failed: robot.moving == true,0,0
STOP,xair,77,REVOKE,precondition_failed: robot.moving == true,0,0
STOP,xair,78,REVOKE,precondition_failed: robot.moving == true,0,0
STOP,xair,79,REVOKE,precondition_failed: robot.moving == true,0,0
STOP,xair,80,REVOKE,precondition_failed: robot.moving == true,0,0
STOP,xair,81,REVOKE,precondition_failed: robot.moving == true,0,0
STOP,xair,82,REVOKE,precondition_failed: robot.moving == true,0,0
STOP,xair,83,REVOKE,precondition_failed: robot.moving == true,0,0
STOP,xair,84,REVOKE,precondition_failed: robot.moving == true,0,0
STOP,xair,85,REVOKE,precondition_failed: robot.moving == true,0,0
STOP,xair,86,REVOKE,precondition_failed: robot.moving == true,0,0
STOP,xair,87,REVOKE,precondition_failed: robot.moving == true,0,0
STOP,xair,88,REVOKE,precondition_failed: robot.moving == true,0,0
STOP,xair,89,REVOKE,precondition_failed: robot.moving == true,0,0
STOP,xair,90,REVOKE,precondition_failed: robot.moving == true,0,0
STOP,xair,91,REVOKE,precondition_failed: robot.moving == true,0,0
STOP,xair,92,REVOKE,precondition_failed: robot.moving == true,0,0
STOP,xair,93,REVOKE,precondition_failed: robot.moving == true,0,0
STOP,xair,94,REVOKE,precondition_failed: robot.moving == true,0,0
STOP,xair,95,REVOKE,precondition_failed: robot.moving == true,0,0
STOP,xair,96,REVOKE,precondition_failed: robot.moving == true,0,0
STOP,xair,97,REVOKE,precondition_failed: robot.moving == true,0,0
STOP,xair,98,REVOKE,precondition_failed: robot.moving == true,0,0
STOP,xair,99,REVOKE,precondition_failed: robot.moving == true,0,0
GRASP,direct,0,EXECUTE,direct_bypass_no_validation,1,1
GRASP,direct,1,EXECUTE,direct_bypass_no_validation,1,1
GRASP,direct,2,EXECUTE,direct_bypass_no_validation,1,1
GRASP,direct,3,EXECUTE,direct_bypass_no_validation,1,1
GRASP,direct,4,EXECUTE,direct_bypass_no_validation,1,1
GRASP,direct,5,EXECUTE,direct_bypass_no_validation,1,1
GRASP,direct,6,EXECUTE,direct_bypass_no_validation,1,1
GRASP,direct,7,EXECUTE,direct_bypass_no_validation,1,1
GRASP,direct,8,EXECUTE,direct_bypass_no_validation,1,1
GRASP,direct,9,EXECUTE,direct_bypass_no_validation,1,1
GRASP,direct,10,EXECUTE,direct_bypass_no_validation,1,1
GRASP,direct,11,EXECUTE,direct_bypass_no_validation,1,1
GRASP,direct,12,EXECUTE,direct_bypass_no_validation,1,1
GRASP,direct,13,EXECUTE,direct_bypass_no_validation,1,1
GRASP,direct,14,EXECUTE,direct_bypass_no_validation,1,1
GRASP,direct,15,EXECUTE,direct_bypass_no_validation,1,1
GRASP,direct,16,EXECUTE,direct_bypass_no_validation,1,1
GRASP,direct,17,EXECUTE,direct_bypass_no_validation,1,1
GRASP,direct,18,EXECUTE,direct_bypass_no_validation,1,1
GRASP,direct,19,EXECUTE,direct_bypass_no_validation,1,1
GRASP,direct,20,EXECUTE,direct_bypass_no_validation,1,1
GRASP,direct,21,EXECUTE,direct_bypass_no_validation,1,1
GRASP,direct,22,EXECUTE,direct_bypass_no_validation,1,1
GRASP,direct,23,EXECUTE,direct_bypass_no_validation,1,1
GRASP,direct,24,EXECUTE,direct_bypass_no_validation,1,1
GRASP,direct,25,EXECUTE,direct_bypass_no_validation,1,1
GRASP,direct,26,EXECUTE,direct_bypass_no_validation,1,1
GRASP,direct,27,EXECUTE,direct_bypass_no_validation,1,1
GRASP,direct,28,EXECUTE,direct_bypass_no_validation,1,1
GRASP,direct,29,EXECUTE,direct_bypass_no_validation,1,1
GRASP,direct,30,EXECUTE,direct_bypass_no_validation,1,1
GRASP,direct,31,EXECUTE,direct_bypass_no_validation,1,1
GRASP,direct,32,EXECUTE,direct_bypass_no_validation,1,1
GRASP,direct,33,EXECUTE,direct_bypass_no_validation,1,1
GRASP,direct,34,EXECUTE,direct_bypass_no_validation,1,1
GRASP,direct,35,EXECUTE,direct_bypass_no_validation,1,1
GRASP,direct,36,EXECUTE,direct_bypass_no_validation,1,1
GRASP,direct,37,EXECUTE,direct_bypass_no_validation,1,1
GRASP,direct,38,EXECUTE,direct_bypass_no_validation,1,1
GRASP,direct,39,EXECUTE,direct_bypass_no_validation,1,1
GRASP,direct,40,EXECUTE,direct_bypass_no_validation,1,1
GRASP,direct,41,EXECUTE,direct_bypass_no_validation,1,1
GRASP,direct,42,EXECUTE,direct_bypass_no_validation,1,1
GRASP,direct,43,EXECUTE,direct_bypass_no_validation,1,1
GRASP,direct,44,EXECUTE,direct_bypass_no_validation,1,1
GRASP,direct,45,EXECUTE,direct_bypass_no_validation,1,1
GRASP,direct,46,EXECUTE,direct_bypass_no_validation,1,1
GRASP,direct,47,EXECUTE,direct_bypass_no_validation,1,1
GRASP,direct,48,EXECUTE,direct_bypass_no_validation,1,1
GRASP,direct,49,EXECUTE,direct_bypass_no_validation,1,1
GRASP,direct,50,EXECUTE,direct_bypass_no_validation,1,1
GRASP,direct,51,EXECUTE,direct_bypass_no_validation,1,1
GRASP,direct,52,EXECUTE,direct_bypass_no_validation,1,1
GRASP,direct,53,EXECUTE,direct_bypass_no_validation,1,1
GRASP,direct,54,EXECUTE,direct_bypass_no_validation,1,1
GRASP,direct,55,EXECUTE,direct_bypass_no_validation,1,1
GRASP,direct,56,EXECUTE,direct_bypass_no_validation,1,1
GRASP,direct,57,EXECUTE,direct_bypass_no_validation,1,1
GRASP,direct,58,EXECUTE,direct_bypass_no_validation,1,1
GRASP,direct,59,EXECUTE,direct_bypass_no_validation,1,1
GRASP,direct,60,EXECUTE,direct_bypass_no_validation,1,1
GRASP,direct,61,EXECUTE,direct_bypass_no_validation,1,1
GRASP,direct,62,EXECUTE,direct_bypass_no_validation,1,1
GRASP,direct,63,EXECUTE,direct_bypass_no_validation,1,1
GRASP,direct,64,EXECUTE,direct_bypass_no_validation,1,1
GRASP,direct,65,EXECUTE,direct_bypass_no_validation,1,1
GRASP,direct,66,EXECUTE,direct_bypass_no_validation,1,1
GRASP,direct,67,EXECUTE,direct_bypass_no_validation,1,1
GRASP,direct,68,EXECUTE,direct_bypass_no_validation,1,1
GRASP,direct,69,EXECUTE,direct_bypass_no_validation,1,1
GRASP,direct,70,EXECUTE,direct_bypass_no_validation,1,1
GRASP,direct,71,EXECUTE,direct_bypass_no_validation,1,1
GRASP,direct,72,EXECUTE,direct_bypass_no_validation,1,1
GRASP,direct,73,EXECUTE,direct_bypass_no_validation,1,1
GRASP,direct,74,EXECUTE,direct_bypass_no_validation,1,1
GRASP,direct,75,EXECUTE,direct_bypass_no_validation,1,1
GRASP,direct,76,EXECUTE,direct_bypass_no_validation,1,1
GRASP,direct,77,EXECUTE,direct_bypass_no_validation,1,1
GRASP,direct,78,EXECUTE,direct_bypass_no_validation,1,1
GRASP,direct,79,EXECUTE,direct_bypass_no_validation,1,1
GRASP,direct,80,EXECUTE,direct_bypass_no_validation,1,1
GRASP,direct,81,EXECUTE,direct_bypass_no_validation,1,1
GRASP,direct,82,EXECUTE,direct_bypass_no_validation,1,1
GRASP,direct,83,EXECUTE,direct_bypass_no_validation,1,1
GRASP,direct,84,EXECUTE,direct_bypass_no_validation,1,1
GRASP,direct,85,EXECUTE,direct_bypass_no_validation,1,1
GRASP,direct,86,EXECUTE,direct_bypass_no_validation,1,1
GRASP,direct,87,EXECUTE,direct_bypass_no_validation,1,1
GRASP,direct,88,EXECUTE,direct_bypass_no_validation,1,1
GRASP,direct,89,EXECUTE,direct_bypass_no_validation,1,1
GRASP,direct,90,EXECUTE,direct_bypass_no_validation,1,1
GRASP,direct,91,EXECUTE,direct_bypass_no_validation,1,1
GRASP,direct,92,EXECUTE,direct_bypass_no_validation,1,1
GRASP,direct,93,EXECUTE,direct_bypass_no_validation,1,1
GRASP,direct,94,EXECUTE,direct_bypass_no_validation,1,1
GRASP,direct,95,EXECUTE,direct_bypass_no_validation,1,1
GRASP,direct,96,EXECUTE,direct_bypass_no_validation,1,1
GRASP,direct,97,EXECUTE,direct_bypass_no_validation,1,1
GRASP,direct,98,EXECUTE,direct_bypass_no_validation,1,1
GRASP,direct,99,EXECUTE,direct_bypass_no_validation,1,1
GRASP,local,0,REVOKE,precondition_failed: gripper.state == 'OPEN',0,0
GRASP,local,1,REVOKE,precondition_failed: gripper.state == 'OPEN',0,0
GRASP,local,2,REVOKE,precondition_failed: gripper.state == 'OPEN',0,0
GRASP,local,3,REVOKE,precondition_failed: gripper.state == 'OPEN',0,0
GRASP,local,4,REVOKE,precondition_failed: gripper.state == 'OPEN',0,0
GRASP,local,5,REVOKE,precondition_failed: gripper.state == 'OPEN',0,0
GRASP,local,6,REVOKE,precondition_failed: gripper.state == 'OPEN',0,0
GRASP,local,7,REVOKE,precondition_failed: gripper.state == 'OPEN',0,0
GRASP,local,8,REVOKE,precondition_failed: gripper.state == 'OPEN',0,0
GRASP,local,9,REVOKE,precondition_failed: gripper.state == 'OPEN',0,0
GRASP,local,10,REVOKE,precondition_failed: gripper.state == 'OPEN',0,0
GRASP,local,11,REVOKE,precondition_failed: gripper.state == 'OPEN',0,0
GRASP,local,12,REVOKE,precondition_failed: gripper.state == 'OPEN',0,0
GRASP,local,13,REVOKE,precondition_failed: gripper.state == 'OPEN',0,0
GRASP,local,14,REVOKE,precondition_failed: gripper.state == 'OPEN',0,0
GRASP,local,15,REVOKE,precondition_failed: gripper.state == 'OPEN',0,0
GRASP,local,16,REVOKE,precondition_failed: gripper.state == 'OPEN',0,0
GRASP,local,17,REVOKE,precondition_failed: gripper.state == 'OPEN',0,0
GRASP,local,18,REVOKE,precondition_failed: gripper.state == 'OPEN',0,0
GRASP,local,19,REVOKE,precondition_failed: gripper.state == 'OPEN',0,0
GRASP,local,20,REVOKE,precondition_failed: gripper.state == 'OPEN',0,0
GRASP,local,21,REVOKE,precondition_failed: gripper.state == 'OPEN',0,0
GRASP,local,22,REVOKE,precondition_failed: gripper.state == 'OPEN',0,0
GRASP,local,23,REVOKE,precondition_failed: gripper.state == 'OPEN',0,0
GRASP,local,24,REVOKE,precondition_failed: gripper.state == 'OPEN',0,0
GRASP,local,25,REVOKE,precondition_failed: gripper.state == 'OPEN',0,0
GRASP,local,26,REVOKE,precondition_failed: gripper.state == 'OPEN',0,0
GRASP,local,27,REVOKE,precondition_failed: gripper.state == 'OPEN',0,0
GRASP,local,28,REVOKE,precondition_failed: gripper.state == 'OPEN',0,0
GRASP,local,29,REVOKE,precondition_failed: gripper.state == 'OPEN',0,0
GRASP,local,30,REVOKE,precondition_failed: gripper.state == 'OPEN',0,0
GRASP,local,31,REVOKE,precondition_failed: gripper.state == 'OPEN',0,0
GRASP,local,32,REVOKE,precondition_failed: gripper.state == 'OPEN',0,0
GRASP,local,33,REVOKE,precondition_failed: gripper.state == 'OPEN',0,0
GRASP,local,34,REVOKE,precondition_failed: gripper.state == 'OPEN',0,0
GRASP,local,35,REVOKE,precondition_failed: gripper.state == 'OPEN',0,0
GRASP,local,36,REVOKE,precondition_failed: gripper.state == 'OPEN',0,0
GRASP,local,37,REVOKE,precondition_failed: gripper.state == 'OPEN',0,0
GRASP,local,38,REVOKE,precondition_failed: gripper.state == 'OPEN',0,0
GRASP,local,39,REVOKE,precondition_failed: gripper.state == 'OPEN',0,0
GRASP,local,40,REVOKE,precondition_failed: gripper.state == 'OPEN',0,0
GRASP,local,41,REVOKE,precondition_failed: gripper.state == 'OPEN',0,0
GRASP,local,42,REVOKE,precondition_failed: gripper.state == 'OPEN',0,0
GRASP,local,43,REVOKE,precondition_failed: gripper.state == 'OPEN',0,0
GRASP,local,44,REVOKE,precondition_failed: gripper.state == 'OPEN',0,0
GRASP,local,45,REVOKE,precondition_failed: gripper.state == 'OPEN',0,0
GRASP,local,46,REVOKE,precondition_failed: gripper.state == 'OPEN',0,0
GRASP,local,47,REVOKE,precondition_failed: gripper.state == 'OPEN',0,0
GRASP,local,48,REVOKE,precondition_failed: gripper.state == 'OPEN',0,0
GRASP,local,49,REVOKE,precondition_failed: gripper.state == 'OPEN',0,0
GRASP,local,50,REVOKE,precondition_failed: gripper.state == 'OPEN',0,0
GRASP,local,51,REVOKE,precondition_failed: gripper.state == 'OPEN',0,0
GRASP,local,52,REVOKE,precondition_failed: gripper.state == 'OPEN',0,0
GRASP,local,53,REVOKE,precondition_failed: gripper.state == 'OPEN',0,0
GRASP,local,54,REVOKE,precondition_failed: gripper.state == 'OPEN',0,0
GRASP,local,55,REVOKE,precondition_failed: gripper.state == 'OPEN',0,0
GRASP,local,56,REVOKE,precondition_failed: gripper.state == 'OPEN',0,0
GRASP,local,57,REVOKE,precondition_failed: gripper.state == 'OPEN',0,0
GRASP,local,58,REVOKE,precondition_failed: gripper.state == 'OPEN',0,0
GRASP,local,59,REVOKE,precondition_failed: gripper.state == 'OPEN',0,0
GRASP,local,60,REVOKE,precondition_failed: gripper.state == 'OPEN',0,0
GRASP,local,61,REVOKE,precondition_failed: gripper.state == 'OPEN',0,0
GRASP,local,62,REVOKE,precondition_failed: gripper.state == 'OPEN',0,0
GRASP,local,63,REVOKE,precondition_failed: gripper.state == 'OPEN',0,0
GRASP,local,64,REVOKE,precondition_failed: gripper.state == 'OPEN',0,0
GRASP,local,65,REVOKE,precondition_failed: gripper.state == 'OPEN',0,0
GRASP,local,66,REVOKE,precondition_failed: gripper.state == 'OPEN',0,0
GRASP,local,67,REVOKE,precondition_failed: gripper.state == 'OPEN',0,0
GRASP,local,68,REVOKE,precondition_failed: gripper.state == 'OPEN',0,0
GRASP,local,69,REVOKE,precondition_failed: gripper.state == 'OPEN',0,0
GRASP,local,70,REVOKE,precondition_failed: gripper.state == 'OPEN',0,0
GRASP,local,71,REVOKE,precondition_failed: gripper.state == 'OPEN',0,0
GRASP,local,72,REVOKE,precondition_failed: gripper.state == 'OPEN',0,0
GRASP,local,73,REVOKE,precondition_failed: gripper.state == 'OPEN',0,0
GRASP,local,74,REVOKE,precondition_failed: gripper.state == 'OPEN',0,0
GRASP,local,75,REVOKE,precondition_failed: gripper.state == 'OPEN',0,0
GRASP,local,76,REVOKE,precondition_failed: gripper.state == 'OPEN',0,0
GRASP,local,77,REVOKE,precondition_failed: gripper.state == 'OPEN',0,0
GRASP,local,78,REVOKE,precondition_failed: gripper.state == 'OPEN',0,0
GRASP,local,79,REVOKE,precondition_failed: gripper.state == 'OPEN',0,0
GRASP,local,80,REVOKE,precondition_failed: gripper.state == 'OPEN',0,0
GRASP,local,81,REVOKE,precondition_failed: gripper.state == 'OPEN',0,0
GRASP,local,82,REVOKE,precondition_failed: gripper.state == 'OPEN',0,0
GRASP,local,83,REVOKE,precondition_failed: gripper.state == 'OPEN',0,0
GRASP,local,84,REVOKE,precondition_failed: gripper.state == 'OPEN',0,0
GRASP,local,85,REVOKE,precondition_failed: gripper.state == 'OPEN',0,0
GRASP,local,86,REVOKE,precondition_failed: gripper.state == 'OPEN',0,0
GRASP,local,87,REVOKE,precondition_failed: gripper.state == 'OPEN',0,0
GRASP,local,88,REVOKE,precondition_failed: gripper.state == 'OPEN',0,0
GRASP,local,89,REVOKE,precondition_failed: gripper.state == 'OPEN',0,0
GRASP,local,90,REVOKE,precondition_failed: gripper.state == 'OPEN',0,0
GRASP,local,91,REVOKE,precondition_failed: gripper.state == 'OPEN',0,0
GRASP,local,92,REVOKE,precondition_failed: gripper.state == 'OPEN',0,0
GRASP,local,93,REVOKE,precondition_failed: gripper.state == 'OPEN',0,0
GRASP,local,94,REVOKE,precondition_failed: gripper.state == 'OPEN',0,0
GRASP,local,95,REVOKE,precondition_failed: gripper.state == 'OPEN',0,0
GRASP,local,96,REVOKE,precondition_failed: gripper.state == 'OPEN',0,0
GRASP,local,97,REVOKE,precondition_failed: gripper.state == 'OPEN',0,0
GRASP,local,98,REVOKE,precondition_failed: gripper.state == 'OPEN',0,0
GRASP,local,99,REVOKE,precondition_failed: gripper.state == 'OPEN',0,0
GRASP,xair,0,REVOKE,precondition_failed: gripper.state == 'OPEN',0,0
GRASP,xair,1,REVOKE,precondition_failed: gripper.state == 'OPEN',0,0
GRASP,xair,2,REVOKE,precondition_failed: gripper.state == 'OPEN',0,0
