intents,elapsed_s,throughput_ips,outcome_execute,outcome_delay,outcome_revoke,outcome_degrade,vl_internal_p50_ms,vl_internal_p99_ms,vl_e2e_p50_ms,vl_e2e_p99_ms
10000,12.621575518976897,792.2941145473254,10000,0,0,0,0.013855751603841782,0.03342190757393837,1.0217949748039246,4.6849120408296585
