intents,elapsed_s,throughput_ips,outcome_execute,outcome_delay,outcome_revoke,outcome_degrade,vl_internal_p50_ms,vl_internal_p99_ms,vl_e2e_p50_ms,vl_e2e_p99_ms
10000,10.5815767981112,945.0387395747096,10000,0,0,0,0.013183802366256714,0.027029775083065033,0.9710397571325302,1.4344989322125912
