run,inject,inject_offset_ms,publish_delay_ms,timing_valid,validation_to_gate_ms,validation_to_publish_ms,recheck_to_publish_ms,t_validate_end_ms,t_injection_start_ms,t_injection_end_ms,t_recheck_end_ms,toctou_blocked,authorized_publish,stale_publish,outcome,reason
156,1,60.0,50.0,0,53.009090945124626,53.31202899105847,0.30293804593384266,2.169837011024356,62.40236503072083,65.24756702128798,55.17892795614898,0,1,1,EXECUTE,published_after_gate_recheck
157,1,60.0,50.0,0,53.58807696029544,53.94816095940769,0.3600839991122484,2.307794988155365,62.58051795884967,66.12944998778403,55.895871948450804,0,1,1,EXECUTE,published_after_gate_recheck
158,1,60.0,50.0,0,53.42271598055959,53.7114969920367,0.28878101147711277,2.9979380778968334,63.321937108412385,66.298425081186,56.42065405845642,0,1,1,EXECUTE,published_after_gate_recheck
159,1,60.0,50.0,0,53.439978044480085,53.737445967271924,0.29746792279183865,2.4421169655397534,62.802332919090986,65.92136796098202,55.88209501001984,0,1,1,EXECUTE,published_after_gate_recheck
160,0,0,50.0,,53.36434696801007,53.645915002562106,0.2815680345520377,2.0450230222195387,,,55.40936999022961,0,1,0,EXECUTE,published_after_gate_recheck
161,1,100.0,50.0,0,53.805734030902386,54.059610003605485,0.25387597270309925,3.0210609547793865,103.37888495996594,107.98011894803494,56.82679498568177,0,1,1,EXECUTE,published_after_gate_recheck
162,0,0,50.0,,53.17499197553843,53.430430009029806,0.25543803349137306,3.4996389877051115,,,56.674630963243544,0,1,0,EXECUTE,published_after_gate_recheck
163,0,0,50.0,,53.01463103387505,53.26314701233059,0.24851597845554352,2.436005976051092,,,55.45063700992614,0,1,0,EXECUTE,published_after_gate_recheck
164,1,100.0,50.0,0,53.023418062366545,53.255332983098924,0.23191492073237896,3.057910013012588,103.40520506724715,107.50353499315679,56.08132807537913,0,1,1,EXECUTE,published_after_gate_recheck
165,1,100.0,50.0,0,53.88025403954089,54.27873006556183,0.3984760260209441,2.6984369615092874,103.2678079791367,107.09824599325657,56.578691001050174,0,1,1,EXECUTE,published_after_gate_recheck
166,1,100.0,50.0,0,53.61615004949272,53.86271106544882,0.2465610159561038,3.4746109740808606,103.87777106370777,107.98566997982562,57.09076102357358,0,1,1,EXECUTE,published_after_gate_recheck
167,1,100.0,50.0,0,53.17499197553843,53.45347395632416,0.2784819807857275,2.4939830182120204,102.7831690153107,107.1826129918918,55.66897499375045,0,1,1,EXECUTE,published_after_gate_recheck
168,1,100.0,50.0,0,53.600669954903424,53.89718501828611,0.2965150633826852,2.60408001486212,102.9455530224368,107.0556869963184,56.204749969765544,0,1,1,EXECUTE,published_after_gate_recheck
169,1,100.0,50.0,0,53.28912602271885,53.57739597093314,0.2882699482142925,2.6637320406734943,102.9922110028565,107.52541699912399,55.95285806339234,0,1,1,EXECUTE,published_after_gate_recheck
170,1,100.0,50.0,0,53.416013019159436,53.65163495298475,0.23562193382531404,3.031271044164896,103.40031597297639,107.74462798144668,56.44728406332433,0,1,1,EXECUTE,published_after_gate_recheck
171,1,100.0,50.0,0,53.42205602210015,53.77001699525863,0.34796097315847874,3.4551749704405665,103.84326591156423,107.87195595912635,56.87723099254072,0,1,1,EXECUTE,published_after_gate_recheck
172,1,100.0,50.0,0,53.42368897981942,53.700115997344255,0.27642701752483845,2.3411569418385625,102.81356598716229,106.90757900010794,55.76484592165798,0,1,1,EXECUTE,published_after_gate_recheck
173,1,100.0,50.0,0,53.567829076200724,53.86943300254643,0.301603926345706,2.770832972601056,103.10178704094142,107.97801497392356,56.33866204880178,0,1,1,EXECUTE,published_after_gate_recheck
174,1,100.0,50.0,0,54.71357493661344,54.964384995400906,0.2508100587874651,3.2915989868342876,103.6907599773258,107.81016992405057,58.00517392344773,0,1,1,EXECUTE,published_after_gate_recheck
175,0,0,50.0,,54.196877987124026,54.52528200112283,0.3284040139988065,2.340405946597457,,,56.53728393372148,0,1,0,EXECUTE,published_after_gate_recheck
176,0,0,50.0,,53.9333641063422,54.19382208492607,0.2604579785838723,2.249755896627903,,,56.1831200029701,0,1,0,EXECUTE,published_after_gate_recheck
177,1,100.0,50.0,0,53.45528700854629,53.836190956644714,0.3809039480984211,4.613206023350358,104.91347196511924,109.38793804962188,58.06849303189665,0,1,1,EXECUTE,published_after_gate_recheck
178,1,100.0,50.0,0,54.15239394642413,54.462003987282515,0.30961004085838795,2.612968091852963,102.94648609124124,107.19777306076139,56.76536203827709,0,1,1,EXECUTE,published_after_gate_recheck
179,1,100.0,50.0,0,53.46291197929531,53.69982693810016,0.2369149588048458,2.790138009004295,103.10418100561947,106.63076001219451,56.25304998829961,0,1,1,EXECUTE,published_after_gate_recheck
180,1,100.0,50.0,0,53.24924096930772,53.51091094780713,0.26166997849941254,2.788426005281508,103.08859206270427,107.51209198497236,56.03766697458923,0,1,1,EXECUTE,published_after_gate_recheck
181,1,100.0,50.0,0,53.783692070282996,54.093443090096116,0.30975101981312037,3.0332650057971478,103.37616107426584,107.62002400588244,56.81695707608014,0,1,1,EXECUTE,published_after_gate_recheck
182,1,100.0,50.0,0,53.03579103201628,53.31378197297454,0.2779909409582615,2.809635945595801,103.1851340085268,107.39244800060987,55.84542697761208,0,1,1,EXECUTE,published_after_gate_recheck
183,1,100.0,50.0,0,53.50760498549789,53.859964944422245,0.3523599589243531,2.3039779625833035,102.65020094811916,109.00255595333874,55.811582948081195,0,1,1,EXECUTE,published_after_gate_recheck
184,1,100.0,50.0,0,53.91312495339662,54.279821924865246,0.36669697146862745,4.764007986523211,105.09521292988211,109.1023919871077,58.67713293991983,0,1,1,EXECUTE,published_after_gate_recheck
185,0,0,50.0,,53.18110401276499,53.43683296814561,0.25572895538061857,2.172742038965225,,,55.353846051730216,0,1,0,EXECUTE,published_after_gate_recheck
186,0,0,50.0,,53.31253993790597,53.55752003379166,0.24498009588569403,3.5281809978187084,,,56.840720935724676,0,1,0,EXECUTE,published_after_gate_recheck
187,1,100.0,50.0,0,53.38279204443097,53.67874703370035,0.2959549892693758,3.0982060125097632,103.37035008706152,107.33477002941072,56.480998056940734,0,1,1,EXECUTE,published_after_gate_recheck
188,1,100.0,50.0,0,53.32288006320596,53.5971240606159,0.27424399740993977,2.4611320113763213,102.78020508121699,106.54930805321783,55.78401207458228,0,1,1,EXECUTE,published_after_gate_recheck
189,1,100.0,50.0,0,53.20495902560651,53.504370036534965,0.299411010928452,1.8322529504075646,102.18117199838161,105.72445101570338,55.03721197601408,0,1,1,EXECUTE,published_after_gate_recheck
190,1,100.0,50.0,0,53.29464597161859,53.59510995913297,0.30046398751437664,2.550821052864194,102.90486901067197,107.29633795563132,55.84546702448279,0,1,1,EXECUTE,published_after_gate_recheck
191,1,100.0,50.0,0,53.64116607233882,53.95920109003782,0.3180350176990032,2.6408489793539047,103.05425804108381,107.91237198282033,56.282015051692724,0,1,1,EXECUTE,published_after_gate_recheck
192,1,100.0,50.0,0,53.221108042635024,53.519177017733455,0.2980689750984311,2.9240999137982726,103.21116191335022,107.12475690525025,56.145207956433296,0,1,1,EXECUTE,published_after_gate_recheck
193,1,100.0,50.0,0,53.73467202298343,54.097592015750706,0.3629199927672744,2.7251660358160734,102.96793607994914,107.10933699738234,56.459838058799505,0,1,1,EXECUTE,published_after_gate_recheck
194,0,0,50.0,,53.45244298223406,53.71871101669967,0.266268034465611,3.7302799755707383,,,57.1827229578048,0,1,0,EXECUTE,published_after_gate_recheck
195,1,100.0,50.0,0,53.53735003154725,53.92301396932453,0.3856639377772808,1.842424040660262,102.13247197680175,106.62746499292552,55.37977407220751,0,1,1,EXECUTE,published_after_gate_recheck
196,1,100.0,50.0,0,53.47994400653988,53.778333007358015,0.29838900081813335,2.658862038515508,102.94226801488549,106.94873600732535,56.13880604505539,0,1,1,EXECUTE,published_after_gate_recheck
197,0,0,50.0,,53.71054506395012,53.98245505057275,0.27190998662263155,2.396371914073825,,,56.106916978023946,0,1,0,EXECUTE,published_after_gate_recheck
198,0,0,50.0,,53.37283294647932,53.64149704109877,0.26866409461945295,2.341276966035366,,,55.71410991251469,0,1,0,EXECUTE,published_after_gate_recheck
199,1,100.0,50.0,0,53.75037994235754,54.11206802818924,0.36168808583170176,2.635568962432444,102.97232388984412,107.16868797317147,56.385948904789984,0,1,1,EXECUTE,published_after_gate_recheck
