run,inject,inject_offset_ms,publish_delay_ms,timing_valid,validation_to_gate_ms,validation_to_publish_ms,recheck_to_publish_ms,t_validate_end_ms,t_injection_start_ms,t_injection_end_ms,t_recheck_end_ms,toctou_blocked,authorized_publish,stale_publish,outcome,reason
124,1,10,50.0,1,53.88099898118526,,,2.585969981737435,12.935190927237272,20.719090942293406,56.46696896292269,1,0,0,REVOKE,context_version_changed_at_publish
125,0,0,50.0,,54.39084500540048,54.725212045013905,0.33436703961342573,3.925933036953211,,,58.31677804235369,0,1,0,EXECUTE,published_after_gate_recheck
126,1,10,50.0,1,53.180844988673925,,,2.436370006762445,12.764972052536905,15.64027403946966,55.61721499543637,1,0,0,REVOKE,context_version_changed_at_publish
127,1,10,50.0,1,53.20869805291295,,,3.166949958540499,13.497525011189282,16.981540014967322,56.37564801145345,1,0,0,REVOKE,context_version_changed_at_publish
128,1,10,50.0,1,53.641739999875426,,,2.7893410297110677,13.086884981021285,16.270937048830092,56.431081029586494,1,0,0,REVOKE,context_version_changed_at_publish
129,0,0,50.0,,53.03954996634275,53.36557200644165,0.32602204009890556,2.4545330088585615,,,55.49408297520131,0,1,0,EXECUTE,published_after_gate_recheck
130,0,0,50.0,,53.644074010662735,53.930531023070216,0.28645701240748167,2.1280619548633695,,,55.772135965526104,0,1,0,EXECUTE,published_after_gate_recheck
131,1,10,50.0,1,53.19900088943541,,,2.883056062273681,13.164179981686175,15.932130976580083,56.08205695170909,1,0,0,REVOKE,context_version_changed_at_publish
132,1,10,50.0,1,53.26348100788891,,,2.395491930656135,12.840503011830151,16.798015916720033,55.65897293854505,1,0,0,REVOKE,context_version_changed_at_publish
133,0,0,50.0,,52.91095899883658,53.18239808548242,0.2714390866458416,1.981545938178897,,,54.892504937015474,0,1,0,EXECUTE,published_after_gate_recheck
134,1,10,50.0,1,53.62014996353537,,,2.807887038215995,13.107214006595314,16.712696058675647,56.42803700175136,1,0,0,REVOKE,context_version_changed_at_publish
135,1,10,50.0,1,53.49188903346658,,,2.199835958890617,12.4363349750638,15.488809905946255,55.691724992357194,1,0,0,REVOKE,context_version_changed_at_publish
136,0,0,50.0,,53.303795983083546,53.58769802842289,0.28390204533934593,1.9451889675110579,,,55.248984950594604,0,1,0,EXECUTE,published_after_gate_recheck
137,1,10,50.0,1,53.163454052992165,,,2.6514120399951935,13.04057810921222,16.271979082375765,55.81486609298736,1,0,0,REVOKE,context_version_changed_at_publish
138,0,0,50.0,,53.308786009438336,53.63080999813974,0.32202398870140314,3.1517520546913147,,,56.46053806412965,0,1,0,EXECUTE,published_after_gate_recheck
139,0,0,50.0,,53.50975296460092,53.776543005369604,0.26679004076868296,3.1356409890577197,,,56.64539395365864,0,1,0,EXECUTE,published_after_gate_recheck
140,1,10,50.0,1,53.923569037579,,,4.206759971566498,14.45735595189035,18.623269046656787,58.1303290091455,1,0,0,REVOKE,context_version_changed_at_publish
141,0,0,50.0,,53.11429989524186,53.38498798664659,0.27068809140473604,2.4235460441559553,,,55.53784593939781,0,1,0,EXECUTE,published_after_gate_recheck
142,0,0,50.0,,53.75300894957036,54.066245909780264,0.3132369602099061,2.720572054386139,,,56.4735810039565,0,1,0,EXECUTE,published_after_gate_recheck
143,1,10,50.0,1,53.35885798558593,,,1.9942710641771555,12.208889005705714,16.043771058321,55.35312904976308,1,0,0,REVOKE,context_version_changed_at_publish
144,1,10,50.0,1,53.560005966573954,,,2.4469700874760747,12.797804083675146,15.84726304281503,56.00697605405003,1,0,0,REVOKE,context_version_changed_at_publish
145,1,10,50.0,1,54.2848069453612,,,2.2711690980941057,12.617164989933372,16.096631065011024,56.5559760434553,1,0,0,REVOKE,context_version_changed_at_publish
146,1,10,50.0,1,54.40747598186135,,,2.616478013806045,13.27574998140335,16.90974598750472,57.0239539956674,1,0,0,REVOKE,context_version_changed_at_publish
147,1,10,50.0,1,53.70951700024307,,,2.0402660593390465,12.391461059451103,16.126205096952617,55.749783059582114,1,0,0,REVOKE,context_version_changed_at_publish
148,1,10,50.0,1,53.26335097197443,,,2.0618669223040342,12.308775912970304,16.095949918963015,55.32521789427847,1,0,0,REVOKE,context_version_changed_at_publish
149,1,10,50.0,1,54.76408393587917,,,2.4929670616984367,12.694691075012088,15.863624052144587,57.25705099757761,1,0,0,REVOKE,context_version_changed_at_publish
150,1,10,50.0,1,53.011367097496986,,,3.4778330009430647,13.840028084814548,18.654829007573426,56.48920009844005,1,0,0,REVOKE,context_version_changed_at_publish
151,0,0,50.0,,54.07867906615138,54.40376896876842,0.3250899026170373,2.686599036678672,,,56.76527810283005,0,1,0,EXECUTE,published_after_gate_recheck
152,1,10,50.0,1,53.8065389264375,,,2.2128900745883584,12.529289000667632,15.791317098774016,56.019429001025856,1,0,0,REVOKE,context_version_changed_at_publish
153,1,10,50.0,1,53.51056298241019,,,2.071254071779549,12.42842001374811,15.767222037538886,55.58181705418974,1,0,0,REVOKE,context_version_changed_at_publish
154,1,10,50.0,1,53.29414794687182,,,2.512493054382503,12.738513061776757,15.613735071383417,55.80664100125432,1,0,0,REVOKE,context_version_changed_at_publish
155,1,10,50.0,1,53.30137093551457,,,2.434847061522305,12.645508046261966,16.568665974773467,55.736217997036874,1,0,0,REVOKE,context_version_changed_at_publish
