intents,elapsed_s,throughput_ips,outcome_execute,outcome_delay,outcome_revoke,outcome_degrade,vl_internal_p50_ms,vl_internal_p99_ms,vl_e2e_p50_ms,vl_e2e_p99_ms
10000,18.106453331070952,552.2892759367649,10000,0,0,0,0.022372114472091198,0.06407999899238348,1.6803810140118003,3.0191519763320684
