scenario,run,baseline,seed,outcome,ros_published,ros_observed,stale_executed,stale_observed,witness_agreement,obsolete_intent,correct_revoke,validation_latency_ms,e2e_latency_ms,pause_ms,freshness_ms
e1b,74,local,42,REVOKE,False,False,False,False,True,True,True,2.788016921840608,4.051776020787656,400,500
e1b,75,local,42,REVOKE,False,False,False,False,True,True,True,2.7293460443615913,3.9140479639172554,400,500
e1b,76,local,42,REVOKE,False,False,False,False,True,True,True,2.6405910030007362,4.266587900929153,400,500
e1b,77,local,42,REVOKE,False,False,False,False,True,True,True,2.601388026960194,4.274994018487632,400,500
e1b,78,local,42,REVOKE,False,False,False,False,True,True,True,2.6712389662861824,4.483375931158662,400,500
e1b,79,local,42,REVOKE,False,False,False,False,True,True,True,2.3511990439146757,4.337731981649995,400,500
e1b,80,local,42,REVOKE,False,False,False,False,True,True,True,2.3597630206495523,3.7959570763632655,400,500
e1b,81,local,42,REVOKE,False,False,False,False,True,True,True,2.447177073918283,3.824510029517114,400,500
e1b,82,local,42,REVOKE,False,False,False,False,True,True,True,2.600874984636903,3.809001063928008,400,500
e1b,83,local,42,REVOKE,False,False,False,False,True,True,True,2.573074074462056,3.786789020523429,400,500
e1b,84,local,42,REVOKE,False,False,False,False,True,True,True,2.540942979976535,3.855848917737603,400,500
e1b,85,local,42,REVOKE,False,False,False,False,True,True,True,4.169436986558139,5.959233036264777,400,500
e1b,86,local,42,REVOKE,False,False,False,False,True,True,True,2.760196104645729,5.395394982770085,400,500
e1b,87,local,42,REVOKE,False,False,False,False,True,True,True,3.156356979161501,4.802734008990228,400,500
e1b,88,local,42,REVOKE,False,False,False,False,True,True,True,3.112205071374774,5.121161928400397,400,500
e1b,89,local,42,REVOKE,False,False,False,False,True,True,True,2.590907970443368,4.119714023545384,400,500
e1b,90,local,42,REVOKE,False,False,False,False,True,True,True,2.6072580367326736,4.04288899153471,400,500
e1b,91,local,42,REVOKE,False,False,False,False,True,True,True,2.9283600160852075,4.464570083655417,400,500
e1b,92,local,42,REVOKE,False,False,False,False,True,True,True,3.408149001188576,5.018839030526578,400,500
e1b,93,local,42,REVOKE,False,False,False,False,True,True,True,2.918862970545888,4.25179093144834,400,500
e1b,94,local,42,REVOKE,False,False,False,False,True,True,True,2.7121739694848657,4.189674975350499,400,500
e1b,95,local,42,REVOKE,False,False,False,False,True,True,True,2.0758219761773944,3.258047974668443,400,500
e1b,96,local,42,REVOKE,False,False,False,False,True,True,True,2.748562954366207,3.929516999050975,400,500
e1b,97,local,42,REVOKE,False,False,False,False,True,True,True,2.9224889585748315,4.253964987583458,400,500
e1b,98,local,42,REVOKE,False,False,False,False,True,True,True,2.4805200519040227,4.009968019090593,400,500
e1b,99,local,42,REVOKE,False,False,False,False,True,True,True,2.334697055630386,3.985872957855463,400,500
e1b,0,local_stale,42,REVOKE,False,False,False,False,True,True,True,0.026329071260988712,1.328601036220789,400,500
e1b,1,local_stale,42,REVOKE,False,False,False,False,True,True,True,0.033152056857943535,1.4366440009325743,400,500
e1b,2,local_stale,42,REVOKE,False,False,False,False,True,True,True,0.0521679176017642,2.0243050530552864,400,500
e1b,3,local_stale,42,REVOKE,False,False,False,False,True,True,True,0.025267014279961586,1.659882953390479,400,500
e1b,4,local_stale,42,REVOKE,False,False,False,False,True,True,True,0.02615898847579956,1.1588030029088259,400,500
e1b,5,local_stale,42,REVOKE,False,False,False,False,True,True,True,0.0511660473421216,1.7882930114865303,400,500
e1b,6,local_stale,42,REVOKE,False,False,False,False,True,True,True,0.03825209569185972,1.782942097634077,400,500
e1b,7,local_stale,42,REVOKE,False,False,False,False,True,True,True,0.02534699160605669,1.6258690739050508,400,500
e1b,8,local_stale,42,REVOKE,False,False,False,False,True,True,True,0.035325996577739716,1.6906590899452567,400,500
e1b,9,local_stale,42,REVOKE,False,False,False,False,True,True,True,0.0287139555439353,1.8297811038792133,400,500
e1b,10,local_stale,42,REVOKE,False,False,False,False,True,True,True,0.025107990950345993,1.6530590364709496,400,500
e1b,11,local_stale,42,REVOKE,False,False,False,False,True,True,True,0.0474490225315094,1.332859043031931,400,500
e1b,12,local_stale,42,REVOKE,False,False,False,False,True,True,True,0.02448598388582468,1.4169460628181696,400,500
e1b,13,local_stale,42,REVOKE,False,False,False,False,True,True,True,0.024946988560259342,1.7175199463963509,400,500
e1b,14,local_stale,42,REVOKE,False,False,False,False,True,True,True,0.028052018024027348,1.6265891026705503,400,500
e1b,15,local_stale,42,REVOKE,False,False,False,False,True,True,True,0.03581703640520573,1.4893010957166553,400,500
e1b,16,local_stale,42,REVOKE,False,False,False,False,True,True,True,0.024065026082098484,1.3850269606336951,400,500
e1b,17,local_stale,42,REVOKE,False,False,False,False,True,True,True,0.027021043933928013,1.5525509370490909,400,500
e1b,18,local_stale,42,REVOKE,False,False,False,False,True,True,True,0.03909296356141567,2.23206402733922,400,500
e1b,19,local_stale,42,REVOKE,False,False,False,False,True,True,True,0.030357041396200657,1.619196031242609,400,500
e1b,20,local_stale,42,REVOKE,False,False,False,False,True,True,True,0.028283102437853813,1.7942630220204592,400,500
e1b,21,local_stale,42,REVOKE,False,False,False,False,True,True,True,0.035967910662293434,2.0855889888480306,400,500
e1b,22,local_stale,42,REVOKE,False,False,False,False,True,True,True,0.0379109987989068,1.6412469558417797,400,500
e1b,23,local_stale,42,REVOKE,False,False,False,False,True,True,True,0.03378395922482014,1.6116420738399029,400,500
e1b,24,local_stale,42,REVOKE,False,False,False,False,True,True,True,0.03154901787638664,1.5172749990597367,400,500
e1b,25,local_stale,42,REVOKE,False,False,False,False,True,True,True,0.03281200770288706,1.6763019375503063,400,500
e1b,26,local_stale,42,REVOKE,False,False,False,False,True,True,True,0.02305302768945694,1.0579139925539494,400,500
e1b,27,local_stale,42,REVOKE,False,False,False,False,True,True,True,0.03292097244411707,1.225096988491714,400,500
e1b,28,local_stale,42,REVOKE,False,False,False,False,True,True,True,0.02390495501458645,1.455157995223999,400,500
e1b,29,local_stale,42,REVOKE,False,False,False,False,True,True,True,0.026299036107957363,1.8230079440400004,400,500
e1b,30,local_stale,42,REVOKE,False,False,False,False,True,True,True,0.025277025997638702,1.3918090844526887,400,500
e1b,31,local_stale,42,REVOKE,False,False,False,False,True,True,True,0.02270203549414873,1.2171919224783778,400,500
e1b,32,local_stale,42,REVOKE,False,False,False,False,True,True,True,0.029545044526457787,1.7371770227327943,400,500
e1b,33,local_stale,42,REVOKE,False,False,False,False,True,True,True,0.026899971999228,1.4919779496267438,400,500
e1b,34,local_stale,42,REVOKE,False,False,False,False,True,True,True,0.03234099131077528,1.3390809763222933,400,500
e1b,35,local_stale,42,REVOKE,False,False,False,False,True,True,True,0.025426968932151794,1.422477071173489,400,500
e1b,36,local_stale,42,REVOKE,False,False,False,False,True,True,True,0.07833598647266626,1.909860991872847,400,500
e1b,37,local_stale,42,REVOKE,False,False,False,False,True,True,True,0.02656003925949335,1.7211759695783257,400,500
e1b,38,local_stale,42,REVOKE,False,False,False,False,True,True,True,0.032510957680642605,1.5692120650783181,400,500
e1b,39,local_stale,42,REVOKE,False,False,False,False,True,True,True,0.03704905975610018,1.934395986609161,400,500
e1b,40,local_stale,42,REVOKE,False,False,False,False,True,True,True,0.023755012080073357,1.2319500092417002,400,500
e1b,41,local_stale,42,REVOKE,False,False,False,False,True,True,True,0.03013701643794775,1.5117339789867401,400,500
e1b,42,local_stale,42,REVOKE,False,False,False,False,True,True,True,0.03801099956035614,1.6666249139234424,400,500
e1b,43,local_stale,42,REVOKE,False,False,False,False,True,True,True,0.026199035346508026,2.0859900396317244,400,500
e1b,44,local_stale,42,REVOKE,False,False,False,False,True,True,True,0.042560044676065445,2.035505953244865,400,500
e1b,45,local_stale,42,REVOKE,False,False,False,False,True,True,True,0.02887495793402195,2.0917931105941534,400,500
e1b,46,local_stale,42,REVOKE,False,False,False,False,True,True,True,0.036207959055900574,1.637761015444994,400,500
e1b,47,local_stale,42,REVOKE,False,False,False,False,True,True,True,0.032951938919723034,2.0487720612436533,400,500
e1b,48,local_stale,42,REVOKE,False,False,False,False,True,True,True,0.03568700049072504,1.7533270874992013,400,500
e1b,49,local_stale,42,REVOKE,False,False,False,False,True,True,True,0.026991008780896664,1.5119749587029219,400,500
e1b,50,local_stale,42,REVOKE,False,False,False,False,True,True,True,0.0383920269086957,2.054020995274186,400,500
e1b,51,local_stale,42,REVOKE,False,False,False,False,True,True,True,0.023363973014056683,1.6095680184662342,400,500
e1b,52,local_stale,42,REVOKE,False,False,False,False,True,True,True,0.029676011763513088,1.663417904637754,400,500
e1b,53,local_stale,42,REVOKE,False,False,False,False,True,True,True,0.0325619475916028,1.8824780127033591,400,500
e1b,54,local_stale,42,REVOKE,False,False,False,False,True,True,True,0.039804959669709206,1.8663989612832665,400,500
e1b,55,local_stale,42,REVOKE,False,False,False,False,True,True,True,0.03267207648605108,1.7150460043922067,400,500
e1b,56,local_stale,42,REVOKE,False,False,False,False,True,True,True,0.029004993848502636,1.9258810207247734,400,500
e1b,57,local_stale,42,REVOKE,False,False,False,False,True,True,True,0.03127905074506998,1.8034810200333595,400,500
e1b,58,local_stale,42,REVOKE,False,False,False,False,True,True,True,0.03224099054932594,1.745251938700676,400,500
e1b,59,local_stale,42,REVOKE,False,False,False,False,True,True,True,0.03373401705175638,1.8499590223655105,400,500
e1b,60,local_stale,42,REVOKE,False,False,False,False,True,True,True,0.02645899076014757,4.3344260193407536,400,500
e1b,61,local_stale,42,REVOKE,False,False,False,False,True,True,True,0.027350964955985546,1.501824939623475,400,500
e1b,62,local_stale,42,REVOKE,False,False,False,False,True,True,True,0.03220001235604286,1.981866080313921,400,500
e1b,63,local_stale,42,REVOKE,False,False,False,False,True,True,True,0.03392400685697794,1.5956310089677572,400,500
e1b,64,local_stale,42,REVOKE,False,False,False,False,True,True,True,0.03325205761939287,1.951398910023272,400,500
e1b,65,local_stale,42,REVOKE,False,False,False,False,True,True,True,0.0330520560964942,1.2637589825317264,400,500
e1b,66,local_stale,42,REVOKE,False,False,False,False,True,True,True,0.04715798422694206,1.6952689038589597,400,500
e1b,67,local_stale,42,REVOKE,False,False,False,False,True,True,True,0.02581905573606491,1.231338013894856,400,500
e1b,68,local_stale,42,REVOKE,False,False,False,False,True,True,True,0.03221107181161642,1.4488359447568655,400,500
e1b,69,local_stale,42,REVOKE,False,False,False,False,True,True,True,0.03565696533769369,1.9020459149032831,400,500
e1b,70,local_stale,42,REVOKE,False,False,False,False,True,True,True,0.029213959351181984,1.3726830948144197,400,500
e1b,71,local_stale,42,REVOKE,False,False,False,False,True,True,True,0.03633799497038126,1.8522629979997873,400,500
e1b,72,local_stale,42,REVOKE,False,False,False,False,True,True,True,0.03570702392607927,1.865107100456953,400,500
e1b,73,local_stale,42,REVOKE,False,False,False,False,True,True,True,0.0274518970400095,1.40026502776891,400,500
e1b,74,local_stale,42,REVOKE,False,False,False,False,True,True,True,0.04972296301275492,1.6264290316030383,400,500
e1b,75,local_stale,42,REVOKE,False,False,False,False,True,True,True,0.041257007978856564,1.652499078772962,400,500
e1b,76,local_stale,42,REVOKE,False,False,False,False,True,True,True,0.027392059564590454,1.7936319345608354,400,500
e1b,77,local_stale,42,REVOKE,False,False,False,False,True,True,True,0.02521707210689783,1.4203919563442469,400,500
e1b,78,local_stale,42,REVOKE,False,False,False,False,True,True,True,0.028474023565649986,1.8543860642239451,400,500
e1b,79,local_stale,42,REVOKE,False,False,False,False,True,True,True,0.027631991542875767,1.3585769338533282,400,500
e1b,80,local_stale,42,REVOKE,False,False,False,False,True,True,True,0.02738193143159151,1.7752180574461818,400,500
e1b,81,local_stale,42,REVOKE,False,False,False,False,True,True,True,0.04976300988346338,1.4217860298231244,400,500
e1b,82,local_stale,42,REVOKE,False,False,False,False,True,True,True,0.03150897100567818,1.6165610868483782,400,500
e1b,83,local_stale,42,REVOKE,False,False,False,False,True,True,True,0.035665929317474365,1.566999009810388,400,500
e1b,84,local_stale,42,REVOKE,False,False,False,False,True,True,True,0.02692092675715685,1.2564749922603369,400,500
e1b,85,local_stale,42,REVOKE,False,False,False,False,True,True,True,0.029966002330183983,1.5165639342740178,400,500
e1b,86,local_stale,42,REVOKE,False,False,False,False,True,True,True,0.047959969379007816,2.020588028244674,400,500
e1b,87,local_stale,42,REVOKE,False,False,False,False,True,True,True,0.026399968191981316,1.5639819903299212,400,500
e1b,88,local_stale,42,REVOKE,False,False,False,False,True,True,True,0.026589026674628258,1.4993600780144334,400,500
e1b,89,local_stale,42,REVOKE,False,False,False,False,True,True,True,0.034424010664224625,1.572808949276805,400,500
e1b,90,local_stale,42,REVOKE,False,False,False,False,True,True,True,0.02504698932170868,1.677072956226766,400,500
e1b,91,local_stale,42,REVOKE,False,False,False,False,True,True,True,0.0238840002566576,1.7971090273931623,400,500
e1b,92,local_stale,42,REVOKE,False,False,False,False,True,True,True,0.027731992304325104,1.9610670860856771,400,500
e1b,93,local_stale,42,REVOKE,False,False,False,False,True,True,True,0.03182899672538042,1.8118169391527772,400,500
e1b,94,local_stale,42,REVOKE,False,False,False,False,True,True,True,0.03170000854879618,1.7835539765655994,400,500
e1b,95,local_stale,42,REVOKE,False,False,False,False,True,True,True,0.025648041628301144,1.7508920282125473,400,500
e1b,96,local_stale,42,REVOKE,False,False,False,False,True,True,True,0.03062805626541376,1.5093900728970766,400,500
e1b,97,local_stale,42,REVOKE,False,False,False,False,True,True,True,0.034213997423648834,1.9877859158441424,400,500
e1b,98,local_stale,42,REVOKE,False,False,False,False,True,True,True,0.03465497866272926,1.7466149292886257,400,500
e1b,99,local_stale,42,REVOKE,False,False,False,False,True,True,True,0.033692922443151474,1.6215400537475944,400,500
e1b,0,xair,42,REVOKE,False,False,False,False,True,True,True,0.1784639898687601,4.916828009299934,400,500
e1b,1,xair,42,REVOKE,False,False,False,False,True,True,True,0.0577589962631464,5.407738033682108,400,500
e1b,2,xair,42,REVOKE,False,False,False,False,True,True,True,0.04559603985399008,5.976543994620442,400,500
e1b,3,xair,42,REVOKE,False,False,False,False,True,True,True,0.05172693636268377,5.107925971969962,400,500
e1b,4,xair,42,REVOKE,False,False,False,False,True,True,True,0.043672043830156326,4.866353003308177,400,500
e1b,5,xair,42,REVOKE,False,False,False,False,True,True,True,0.046596978791058064,4.5777709456160665,400,500
e1b,6,xair,42,REVOKE,False,False,False,False,True,True,True,0.059901969507336617,4.720218945294619,400,500
e1b,7,xair,42,REVOKE,False,False,False,False,True,True,True,0.050805043429136276,4.456566064618528,400,500
e1b,8,xair,42,REVOKE,False,False,False,False,True,True,True,0.06820808630436659,5.6711609940975904,400,500
e1b,9,xair,42,REVOKE,False,False,False,False,True,True,True,0.03415497485548258,4.369241069070995,400,500
e1b,10,xair,42,REVOKE,False,False,False,False,True,True,True,0.052307965233922005,5.508317030034959,400,500
e1b,11,xair,42,REVOKE,False,False,False,False,True,True,True,0.07934903260320425,5.065537057816982,400,500
e1b,12,xair,42,REVOKE,False,False,False,False,True,True,True,0.05238794256001711,5.125880008563399,400,500
e1b,13,xair,42,REVOKE,False,False,False,False,True,True,True,0.05191692616790533,4.839894012548029,400,500
e1b,14,xair,42,REVOKE,False,False,False,False,True,True,True,0.05764805246144533,4.630451090633869,400,500
e1b,15,xair,42,REVOKE,False,False,False,False,True,True,True,0.05388096906244755,5.047604092396796,400,500
e1b,16,xair,42,REVOKE,False,False,False,False,True,True,True,0.056004966609179974,4.773358930833638,400,500
e1b,17,xair,42,REVOKE,False,False,False,False,True,True,True,0.08679297752678394,5.11852593626827,400,500
e1b,18,xair,42,REVOKE,False,False,False,False,True,True,True,0.04915206227451563,4.845213028602302,400,500
e1b,19,xair,42,REVOKE,False,False,False,False,True,True,True,0.035577104426920414,3.798711928538978,400,500
e1b,20,xair,42,REVOKE,False,False,False,False,True,True,True,0.050314003601670265,5.42850699275732,400,500
e1b,21,xair,42,REVOKE,False,False,False,False,True,True,True,0.04611699841916561,4.261840018443763,400,500
e1b,22,xair,42,REVOKE,False,False,False,False,True,True,True,0.05501299165189266,5.161447101272643,400,500
e1b,23,xair,42,REVOKE,False,False,False,False,True,True,True,0.03704894334077835,4.708777996711433,400,500
e1b,24,xair,42,REVOKE,False,False,False,False,True,True,True,0.05268899258226156,4.886872018687427,400,500
e1b,25,xair,42,REVOKE,False,False,False,False,True,True,True,0.04395307041704655,5.447593051940203,400,500
e1b,26,xair,42,REVOKE,False,False,False,False,True,True,True,0.04440301563590765,4.592119017615914,400,500
e1b,27,xair,42,REVOKE,False,False,False,False,True,True,True,0.04896207246929407,5.083872005343437,400,500
e1b,28,xair,42,REVOKE,False,False,False,False,True,True,True,0.03873300738632679,4.423944046720862,400,500
e1b,29,xair,42,REVOKE,False,False,False,False,True,True,True,0.07119402289390564,5.027876002714038,400,500
e1b,30,xair,42,REVOKE,False,False,False,False,True,True,True,0.0487020006403327,5.564352031797171,400,500
e1b,31,xair,42,REVOKE,False,False,False,False,True,True,True,0.037018908187747,5.372552084736526,400,500
e1b,32,xair,42,REVOKE,False,False,False,False,True,True,True,0.07279589772224426,4.554999992251396,400,500
e1b,33,xair,42,REVOKE,False,False,False,False,True,True,True,0.05223799962550402,5.135026993229985,400,500
e1b,34,xair,42,REVOKE,False,False,False,False,True,True,True,0.034213997423648834,4.164498066529632,400,500
e1b,35,xair,42,REVOKE,False,False,False,False,True,True,True,0.06614392623305321,5.603505996987224,400,500
e1b,36,xair,42,REVOKE,False,False,False,False,True,True,True,0.04944298416376114,4.373108968138695,400,500
e1b,37,xair,42,REVOKE,False,False,False,False,True,True,True,0.034554977901279926,4.144589998759329,400,500
e1b,38,xair,42,REVOKE,False,False,False,False,True,True,True,0.05481299012899399,5.333348992280662,400,500
e1b,39,xair,42,REVOKE,False,False,False,False,True,True,True,0.0454349210485816,4.824703908525407,400,500
e1b,40,xair,42,REVOKE,False,False,False,False,True,True,True,0.03883300814777613,4.291303921490908,400,500
e1b,41,xair,42,REVOKE,False,False,False,False,True,True,True,0.046817935071885586,7.248690002597868,400,500
e1b,42,xair,42,REVOKE,False,False,False,False,True,True,True,0.03598793409764767,4.163495963439345,400,500
e1b,43,xair,42,REVOKE,False,False,False,False,True,True,True,0.040455954149365425,4.40233398694545,400,500
e1b,44,xair,42,REVOKE,False,False,False,False,True,True,True,0.04438299220055342,4.224620060995221,400,500
e1b,45,xair,42,REVOKE,False,False,False,False,True,True,True,0.037760939449071884,3.9771670708432794,400,500
e1b,46,xair,42,REVOKE,False,False,False,False,True,True,True,0.04980294033885002,4.89527708850801,400,500
e1b,47,xair,42,REVOKE,False,False,False,False,True,True,True,0.03765104338526726,4.610653966665268,400,500
e1b,48,xair,42,REVOKE,False,False,False,False,True,True,True,0.058639911003410816,5.535678006708622,400,500
e1b,49,xair,42,REVOKE,False,False,False,False,True,True,True,0.05137699190527201,3.8658370031043887,400,500
e1b,50,xair,42,REVOKE,False,False,False,False,True,True,True,0.05108490586280823,4.7851200215518475,400,500
e1b,51,xair,42,REVOKE,False,False,False,False,True,True,True,0.06005296017974615,4.069449962116778,400,500
e1b,52,xair,42,REVOKE,False,False,False,False,True,True,True,0.049912952817976475,5.072428961284459,400,500
e1b,53,xair,42,REVOKE,False,False,False,False,True,True,True,0.08002994582056999,5.364587996155024,400,500
e1b,54,xair,42,REVOKE,False,False,False,False,True,True,True,0.06349897012114525,5.502535961568356,400,500
e1b,55,xair,42,REVOKE,False,False,False,False,True,True,True,0.07354805711656809,5.394052946940064,400,500
e1b,56,xair,42,REVOKE,False,False,False,False,True,True,True,0.05266896914690733,4.555850988253951,400,500
e1b,57,xair,42,REVOKE,False,False,False,False,True,True,True,0.05304999649524689,4.472455009818077,400,500
e1b,58,xair,42,REVOKE,False,False,False,False,True,True,True,0.06185600068420172,4.319107043556869,400,500
e1b,59,xair,42,REVOKE,False,False,False,False,True,True,True,0.04503503441810608,4.151161992922425,400,500
e1b,60,xair,42,REVOKE,False,False,False,False,True,True,True,0.05294999573379755,5.5798509856686,400,500
e1b,61,xair,42,REVOKE,False,False,False,False,True,True,True,0.03989401739090681,4.011351033113897,400,500
e1b,62,xair,42,REVOKE,False,False,False,False,True,True,True,0.04972296301275492,5.299424985423684,400,500
e1b,63,xair,42,REVOKE,False,False,False,False,True,True,True,0.043591950088739395,4.334075027145445,400,500
e1b,64,xair,42,REVOKE,False,False,False,False,True,True,True,0.05830905865877867,4.854891914874315,400,500
e1b,65,xair,42,REVOKE,False,False,False,False,True,True,True,0.03748002927750349,4.232785082422197,400,500
e1b,66,xair,42,REVOKE,False,False,False,False,True,True,True,0.058669946156442165,5.934044951573014,400,500
e1b,67,xair,42,REVOKE,False,False,False,False,True,True,True,0.06238697096705437,5.3378259763121605,400,500
e1b,68,xair,42,REVOKE,False,False,False,False,True,True,True,0.04534493200480938,5.666894023306668,400,500
e1b,69,xair,42,REVOKE,False,False,False,False,True,True,True,0.049803988076746464,5.065256031230092,400,500
e1b,70,xair,42,REVOKE,False,False,False,False,True,True,True,0.03901298623532057,3.9023259887471795,400,500
e1b,71,xair,42,REVOKE,False,False,False,False,True,True,True,0.03529700916260481,4.43219905719161,400,500
e1b,72,xair,42,REVOKE,False,False,False,False,True,True,True,0.04495400935411453,4.580927896313369,400,500
e1b,73,xair,42,REVOKE,False,False,False,False,True,True,True,0.03780098631978035,4.606354981660843,400,500
e1b,74,xair,42,REVOKE,False,False,False,False,True,True,True,0.07676391396671534,5.51354605704546,400,500
e1b,75,xair,42,REVOKE,False,False,False,False,True,True,True,0.05406094714999199,5.001044948585331,400,500
e1b,76,xair,42,REVOKE,False,False,False,False,True,True,True,0.0390330096706748,4.233818035572767,400,500
e1b,77,xair,42,REVOKE,False,False,False,False,True,True,True,0.049953931011259556,4.9297320656478405,400,500
e1b,78,xair,42,REVOKE,False,False,False,False,True,True,True,0.05113601218909025,4.729376989416778,400,500
e1b,79,xair,42,REVOKE,False,False,False,False,True,True,True,0.08417700883001089,4.758359980769455,400,500
e1b,80,xair,42,REVOKE,False,False,False,False,True,True,True,0.0488420482724905,5.145003902725875,400,500
e1b,81,xair,42,REVOKE,False,False,False,False,True,True,True,0.04360196180641651,4.968054010532796,400,500
e1b,82,xair,42,REVOKE,False,False,False,False,True,True,True,0.04805088974535465,6.078125908970833,400,500
e1b,83,xair,42,REVOKE,False,False,False,False,True,True,True,0.04222895950078964,5.229864036664367,400,500
e1b,84,xair,42,REVOKE,False,False,False,False,True,True,True,0.036387937143445015,4.199793911539018,400,500
e1b,85,xair,42,REVOKE,False,False,False,False,True,True,True,0.04236993845552206,4.461023025214672,400,500
e1b,86,xair,42,REVOKE,False,False,False,False,True,True,True,0.04404305946081877,5.160843953490257,400,500
e1b,87,xair,42,REVOKE,False,False,False,False,True,True,True,0.03410398494452238,3.9190870011225343,400,500
e1b,88,xair,42,REVOKE,False,False,False,False,True,True,True,0.0478099100291729,3.878009971231222,400,500
e1b,89,xair,42,REVOKE,False,False,False,False,True,True,True,0.04832097329199314,5.319342017173767,400,500
e1b,90,xair,42,REVOKE,False,False,False,False,True,True,True,0.061635044403374195,5.413357983343303,400,500
e1b,91,xair,42,REVOKE,False,False,False,False,True,True,True,0.05421205423772335,4.431908950209618,400,500
e1b,92,xair,42,REVOKE,False,False,False,False,True,True,True,0.03879296127706766,3.7473960546776652,400,500
e1b,93,xair,42,REVOKE,False,False,False,False,True,True,True,0.03487500362098217,4.408885026350617,400,500
e1b,94,xair,42,REVOKE,False,False,False,False,True,True,True,0.03911403473466635,4.4605020666494966,400,500
e1b,95,xair,42,REVOKE,False,False,False,False,True,True,True,0.044393003918230534,4.590886062942445,400,500
e1b,96,xair,42,REVOKE,False,False,False,False,True,True,True,0.04715798422694206,4.79985901620239,400,500
e1b,97,xair,42,REVOKE,False,False,False,False,True,True,True,0.058499048464000225,4.35884203761816,400,500
e1b,98,xair,42,REVOKE,False,False,False,False,True,True,True,0.03716908395290375,4.786132951267064,400,500
e1b,99,xair,42,REVOKE,False,False,False,False,True,True,True,0.034434953704476357,3.787540947087109,400,500
